pair,ligand,molecule_chembl_id,n_act_A,n_act_B,max_A,median_A,max_B,median_B,class_max,class_median,flip_max_to_median,n_documents,first_year,panel_pA,panel_pB,dump_missing_A,dump_missing_B,dump_max_matches_panel_A,dump_max_matches_panel_B
JAK1/TYK2,J1TYK2_076,CHEMBL4079880,1,1,8.44,8.44,7.34,7.34,dual,dual,0,1,2017,8.44,7.34,0,0,1,1
JAK1/TYK2,J1TYK2_077,CHEMBL4096219,1,1,8.77,8.77,7.26,7.26,dual,dual,0,1,2017,8.77,7.26,0,0,1,1
JAK1/TYK2,J1TYK2_078,CHEMBL5420971,1,1,6.92,6.92,6.77,6.77,dual,dual,0,1,2023,6.92,6.77,0,0,1,1
JAK1/TYK2,J1TYK2_079,CHEMBL5781983,1,1,8.17,8.17,6.92,6.92,dual,dual,0,1,2020,8.17,6.92,0,0,1,1
JAK1/TYK2,J1TYK2_080,CHEMBL5787385,3,4,6.78,6.78,6.96,6.96,dual,dual,0,4,2017,6.78,6.96,0,0,1,1
JAK1/TYK2,J1TYK2_081,CHEMBL5793238,1,1,10.0,10.0,8.14,8.14,dual,dual,0,1,2021,10.00,8.14,0,0,1,1
JAK1/TYK2,J1TYK2_082,CHEMBL5810580,1,1,8.91,8.91,9.04,9.04,dual,dual,0,1,2022,8.91,9.04,0,0,1,1
JAK1/TYK2,J1TYK2_083,CHEMBL5827085,3,3,7.26,7.26,7.26,7.26,dual,dual,0,3,2019,7.26,7.26,0,0,1,1
JAK1/TYK2,J1TYK2_084,CHEMBL5836949,1,1,10.0,10.0,9.15,9.15,dual,dual,0,1,2021,10.00,9.15,0,0,1,1
JAK1/TYK2,J1TYK2_085,CHEMBL5838804,2,2,9.26,9.26,7.3,7.3,dual,dual,0,2,2018,9.26,7.30,0,0,1,1
JAK1/TYK2,J1TYK2_086,CHEMBL5855780,1,1,8.06,8.06,6.64,6.64,dual,dual,0,1,2016,8.06,6.64,0,0,1,1
JAK1/TYK2,J1TYK2_087,CHEMBL5868274,2,2,9.26,9.26,7.3,7.3,dual,dual,0,2,2018,9.26,7.30,0,0,1,1
JAK1/TYK2,J1TYK2_088,CHEMBL5868716,4,4,7.26,6.76,7.26,7.26,dual,dual,0,3,2019,7.26,7.26,0,0,1,1
JAK1/TYK2,J1TYK2_089,CHEMBL5885020,1,1,10.07,10.07,8.6,8.6,dual,dual,0,1,2021,10.07,8.60,0,0,1,1
JAK1/TYK2,J1TYK2_090,CHEMBL5920242,1,1,8.49,8.49,6.89,6.89,dual,dual,0,1,2020,8.49,6.89,0,0,1,1
JAK1/TYK2,J1TYK2_091,CHEMBL5976802,1,1,6.66,6.66,7.22,7.22,dual,dual,0,1,2022,6.66,7.22,0,0,1,1
JAK1/TYK2,J1TYK2_093,CHEMBL6019950,1,1,9.26,9.26,9.26,9.26,dual,dual,0,1,2018,9.26,9.26,0,0,1,1
JAK1/TYK2,J1TYK2_094,CHEMBL6042110,2,2,9.26,9.26,7.3,7.3,dual,dual,0,2,2018,9.26,7.30,0,0,1,1
JAK1/TYK2,J1TYK2_095,CHEMBL6060767,2,2,9.26,9.26,7.3,7.3,dual,dual,0,2,2018,9.26,7.30,0,0,1,1
JAK1/TYK2,J1TYK2_096,CHEMBL6134556,1,1,7.34,7.34,7.28,7.28,dual,dual,0,1,2024,7.34,7.28,0,0,1,1
JAK1/TYK2,J1TYK2_097,CHEMBL1089814,1,1,5.33,5.33,5.03,5.03,neither,neither,0,1,2010,5.33,5.03,0,0,1,1
JAK1/TYK2,J1TYK2_098,CHEMBL3622822,1,1,5.21,5.21,5.19,5.19,neither,neither,0,1,2015,5.21,5.19,0,0,1,1
JAK1/TYK2,J1TYK2_099,CHEMBL3622827,1,1,5.37,5.37,5.48,5.48,neither,neither,0,1,2015,5.37,5.48,0,0,1,1
JAK1/TYK2,J1TYK2_100,CHEMBL3622829,1,1,4.74,4.74,5.12,5.12,neither,neither,0,1,2015,4.74,5.12,0,0,1,1
JAK1/TYK2,J1TYK2_101,CHEMBL3622831,1,1,5.43,5.43,5.46,5.46,neither,neither,0,1,2015,5.43,5.46,0,0,1,1
JAK1/TYK2,J1TYK2_102,CHEMBL3622833,1,1,5.03,5.03,5.5,5.5,neither,neither,0,1,2015,5.03,5.50,0,0,1,1
JAK1/TYK2,J1TYK2_103,CHEMBL3814099,1,1,5.28,5.28,4.51,4.51,neither,neither,0,1,2016,5.28,4.51,0,0,1,1
JAK1/TYK2,J1TYK2_104,CHEMBL3814951,1,1,5.16,5.16,4.38,4.38,neither,neither,0,1,2016,5.16,4.38,0,0,1,1
JAK1/TYK2,J1TYK2_105,CHEMBL3884319,1,1,5.0,5.0,5.0,5.0,neither,neither,0,1,2017,5.00,5.00,0,0,1,1
JAK1/TYK2,J1TYK2_106,CHEMBL4277379,2,2,5.48,5.48,5.32,5.32,neither,neither,0,2,2018,5.48,5.32,0,0,1,1
JAK1/TYK2,J1TYK2_107,CHEMBL5394153,1,1,4.3,4.3,4.3,4.3,neither,neither,0,1,2023,4.30,4.30,0,0,1,1
JAK1/TYK2,J1TYK2_108,CHEMBL5431291,1,1,4.3,4.3,4.3,4.3,neither,neither,0,1,2023,4.30,4.30,0,0,1,1
JAK1/TYK2,J1TYK2_109,CHEMBL5742734,1,1,5.26,5.26,5.26,5.26,neither,neither,0,1,2019,5.26,5.26,0,0,1,1
JAK1/TYK2,J1TYK2_110,CHEMBL5809950,3,3,5.26,5.26,5.26,5.26,neither,neither,0,3,2019,5.26,5.26,0,0,1,1
JAK1/JAK2,J1J2_001,CHEMBL1288001,1,1,7.41,7.41,5.3,5.3,A_only,A_only,0,1,2010,7.41,5.30,0,0,1,1
JAK1/JAK2,J1J2_002,CHEMBL3655090,2,2,6.64,6.64,5.25,5.25,A_only,A_only,0,2,2015,6.64,5.25,0,0,1,1
JAK1/JAK2,J1J2_003,CHEMBL3658866,2,2,6.97,6.97,5.42,5.42,A_only,A_only,0,2,2015,6.97,5.42,0,0,1,1
JAK1/JAK2,J1J2_004,CHEMBL3814293,1,1,7.1,7.1,5.5,5.5,A_only,A_only,0,1,2016,7.10,5.50,0,0,1,1
JAK1/JAK2,J1J2_005,CHEMBL4225947,1,1,6.77,6.77,5.32,5.32,A_only,A_only,0,1,2018,6.77,5.32,0,0,1,1
JAK1/JAK2,J1J2_006,CHEMBL4227307,1,1,7.16,7.16,5.33,5.33,A_only,A_only,0,1,2018,7.16,5.33,0,0,1,1
JAK1/JAK2,J1J2_007,CHEMBL4228436,1,1,7.18,7.18,5.41,5.41,A_only,A_only,0,1,2018,7.18,5.41,0,0,1,1
JAK1/JAK2,J1J2_008,CHEMBL4229278,1,1,6.96,6.96,5.37,5.37,A_only,A_only,0,1,2018,6.96,5.37,0,0,1,1
JAK1/JAK2,J1J2_009,CHEMBL4285366,1,1,6.85,6.85,5.19,5.19,A_only,A_only,0,1,2018,6.85,5.19,0,0,1,1
JAK1/JAK2,J1J2_010,CHEMBL4285642,1,1,6.92,6.92,5.33,5.33,A_only,A_only,0,1,2018,6.92,5.33,0,0,1,1
JAK1/JAK2,J1J2_011,CHEMBL4290647,1,1,6.82,6.82,5.2,5.2,A_only,A_only,0,1,2018,6.82,5.20,0,0,1,1
JAK1/JAK2,J1J2_012,CHEMBL5170765,1,1,6.74,6.74,5.32,5.32,A_only,A_only,0,1,2022,6.74,5.32,0,0,1,1
JAK1/JAK2,J1J2_013,CHEMBL5420468,1,1,7.7,7.7,4.76,4.76,A_only,A_only,0,1,2023,7.70,4.76,0,0,1,1
JAK1/JAK2,J1J2_014,CHEMBL5774054,1,1,8.13,8.13,4.92,4.92,A_only,A_only,0,1,2021,8.13,4.92,0,0,1,1
JAK1/JAK2,J1J2_015,CHEMBL5779069,1,1,6.55,6.55,5.34,5.34,A_only,A_only,0,1,2018,6.55,5.34,0,0,1,1
JAK1/JAK2,J1J2_016,CHEMBL5785335,4,4,8.05,8.05,5.19,5.19,A_only,A_only,0,4,2017,8.05,5.19,0,0,1,1
JAK1/JAK2,J1J2_017,CHEMBL5791326,4,4,7.01,7.01,4.69,4.69,A_only,A_only,0,4,2017,7.01,4.69,0,0,1,1
JAK1/JAK2,J1J2_018,CHEMBL5803271,1,1,6.55,6.55,4.96,4.96,A_only,A_only,0,1,2017,6.55,4.96,0,0,1,1
JAK1/JAK2,J1J2_019,CHEMBL5805176,1,1,7.7,7.7,4.75,4.75,A_only,A_only,0,1,2021,7.70,4.75,0,0,1,1
JAK1/JAK2,J1J2_020,CHEMBL5828860,4,4,7.62,7.62,5.05,5.05,A_only,A_only,0,4,2017,7.62,5.05,0,0,1,1
JAK1/JAK2,J1J2_021,CHEMBL5841153,1,1,7.85,7.85,5.17,5.17,A_only,A_only,0,1,2021,7.85,5.17,0,0,1,1
JAK1/JAK2,J1J2_022,CHEMBL5868512,1,1,7.25,7.25,5.48,5.48,A_only,A_only,0,1,2021,7.25,5.48,0,0,1,1
JAK1/JAK2,J1J2_023,CHEMBL5944377,4,4,7.82,7.82,4.7,4.7,A_only,A_only,0,4,2017,7.82,4.70,0,0,1,1
JAK1/JAK2,J1J2_024,CHEMBL5953308,4,4,7.72,7.72,5.21,5.21,A_only,A_only,0,4,2017,7.72,5.21,0,0,1,1
JAK1/JAK2,J1J2_025,CHEMBL5956409,1,1,6.5,6.5,5.5,5.5,A_only,A_only,0,1,2017,6.50,5.50,0,0,1,1
JAK1/JAK2,J1J2_026,CHEMBL5994748,1,1,7.4,7.4,4.68,4.68,A_only,A_only,0,1,2021,7.40,4.68,0,0,1,1
JAK1/JAK2,J1J2_027,CHEMBL6003039,1,1,8.29,8.29,5.3,5.3,A_only,A_only,0,1,2021,8.29,5.30,0,0,1,1
JAK1/JAK2,J1J2_028,CHEMBL6018837,1,1,8.4,8.4,5.32,5.32,A_only,A_only,0,1,2021,8.40,5.32,0,0,1,1
JAK1/JAK2,J1J2_029,CHEMBL6020921,1,1,7.88,7.88,4.96,4.96,A_only,A_only,0,1,2021,7.88,4.96,0,0,1,1
JAK1/JAK2,J1J2_030,CHEMBL6034803,1,1,7.15,7.15,5.44,5.44,A_only,A_only,0,1,2018,7.15,5.44,0,0,1,1
JAK1/JAK2,J1J2_031,CHEMBL6036910,1,1,7.89,7.89,4.91,4.91,A_only,A_only,0,1,2021,7.89,4.91,0,0,1,1
JAK1/JAK2,J1J2_032,CHEMBL6045689,1,1,8.44,8.44,5.31,5.31,A_only,A_only,0,1,2021,8.44,5.31,0,0,1,1
JAK1/JAK2,J1J2_033,CHEMBL2035043,1,1,5.32,5.32,6.82,6.82,B_only,B_only,0,1,2012,5.32,6.82,0,0,1,1
JAK1/JAK2,J1J2_034,CHEMBL2035048,1,1,5.1,5.1,6.66,6.66,B_only,B_only,0,1,2012,5.10,6.66,0,0,1,1
JAK1/JAK2,J1J2_035,CHEMBL2181318,1,1,5.24,5.24,6.58,6.58,B_only,B_only,0,1,2011,5.24,6.58,0,0,1,1
JAK1/JAK2,J1J2_036,CHEMBL2181323,1,1,5.44,5.44,7.39,7.39,B_only,B_only,0,1,2011,5.44,7.39,0,0,1,1
JAK1/JAK2,J1J2_037,CHEMBL2181327,1,1,5.44,5.44,7.11,7.11,B_only,B_only,0,1,2011,5.44,7.11,0,0,1,1
JAK1/JAK2,J1J2_038,CHEMBL2181329,1,1,5.46,5.46,7.62,7.62,B_only,B_only,0,1,2011,5.46,7.62,0,0,1,1
JAK1/JAK2,J1J2_039,CHEMBL482967,1,1,5.27,5.27,7.2,7.2,B_only,B_only,0,2,2017,5.27,7.20,0,0,1,1
JAK1/JAK2,J1J2_040,CHEMBL5398468,1,1,5.23,5.23,8.42,8.42,B_only,B_only,0,1,2023,5.23,8.42,0,0,1,1
JAK1/JAK2,J1J2_041,CHEMBL5419439,1,1,5.44,5.44,7.11,7.11,B_only,B_only,0,1,2024,5.44,7.11,0,0,1,1
JAK1/JAK2,J1J2_042,CHEMBL572878,1,4,5.23,5.23,6.72,6.72,B_only,B_only,0,4,2008,5.23,6.72,0,0,1,1
JAK1/JAK2,J1J2_043,CHEMBL5753698,1,1,5.39,5.39,6.53,6.53,B_only,B_only,0,1,2022,5.39,6.53,0,0,1,1
JAK1/JAK2,J1J2_044,CHEMBL5755238,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_045,CHEMBL5765175,1,1,5.26,5.26,7.26,7.26,B_only,B_only,0,1,2020,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_046,CHEMBL5775187,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_047,CHEMBL5779554,4,4,5.46,5.46,6.78,6.78,B_only,B_only,0,3,2018,5.46,6.78,0,0,1,1
JAK1/JAK2,J1J2_048,CHEMBL5810586,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_049,CHEMBL5836470,1,1,5.26,5.26,7.26,7.26,B_only,B_only,0,1,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_050,CHEMBL5852530,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_051,CHEMBL5867721,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_052,CHEMBL5918882,1,1,5.43,5.43,6.69,6.69,B_only,B_only,0,1,2022,5.43,6.69,0,0,1,1
JAK1/JAK2,J1J2_053,CHEMBL5925645,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_054,CHEMBL5939221,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_055,CHEMBL5951989,2,2,5.26,5.26,7.26,6.76,B_only,B_only,0,2,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_056,CHEMBL5958255,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_057,CHEMBL5959688,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_058,CHEMBL5992455,4,4,5.26,5.26,7.26,7.26,B_only,B_only,0,2,2020,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_059,CHEMBL5993363,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_060,CHEMBL6002838,2,2,5.48,5.48,7.14,7.14,B_only,B_only,0,1,2022,5.48,7.14,0,0,1,1
JAK1/JAK2,J1J2_061,CHEMBL6028272,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_062,CHEMBL6039711,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_063,CHEMBL6050990,3,3,5.26,5.26,7.26,7.26,B_only,B_only,0,3,2019,5.26,7.26,0,0,1,1
JAK1/JAK2,J1J2_064,CHEMBL6055686,1,1,5.08,5.08,6.84,6.84,B_only,B_only,0,1,2022,5.08,6.84,0,0,1,1
JAK1/JAK2,J1J2_065,CHEMBL3647862,1,1,8.52,8.52,8.0,8.0,dual,dual,0,1,2015,8.52,8.00,0,0,1,1
JAK1/JAK2,J1J2_066,CHEMBL3647923,2,2,9.82,9.26,9.0,8.375,dual,dual,0,1,2015,9.82,9.00,0,0,1,1
JAK1/JAK2,J1J2_067,CHEMBL3652304,1,1,8.54,8.54,7.84,7.84,dual,dual,0,1,2014,8.54,7.84,0,0,1,1
JAK1/JAK2,J1J2_068,CHEMBL3652331,1,1,8.77,8.77,7.62,7.62,dual,dual,0,1,2014,8.77,7.62,0,0,1,1
JAK1/JAK2,J1J2_069,CHEMBL3702884,1,1,9.35,9.35,7.96,7.96,dual,dual,0,1,2015,9.35,7.96,0,0,1,1
JAK1/JAK2,J1J2_070,CHEMBL3703048,1,1,10.4,10.4,8.7,8.7,dual,dual,0,1,2015,10.40,8.70,0,0,1,1
JAK1/JAK2,J1J2_071,CHEMBL3764277,1,1,7.62,7.62,7.92,7.92,dual,dual,0,1,2016,7.62,7.92,0,0,1,1
JAK1/JAK2,J1J2_072,CHEMBL3904170,3,2,7.9,7.9,7.9,7.71,dual,dual,0,3,2018,7.90,7.90,0,0,1,1
JAK1/JAK2,J1J2_073,CHEMBL3916637,2,2,9.06,9.06,9.11,9.11,dual,dual,0,2,2016,9.06,9.11,0,0,1,1
JAK1/JAK2,J1J2_074,CHEMBL3930325,2,1,7.9,7.71,7.6,7.6,dual,dual,0,2,2018,7.90,7.60,0,0,1,1
JAK1/JAK2,J1J2_075,CHEMBL3980275,3,2,7.9,7.9,7.9,7.71,dual,dual,0,3,2018,7.90,7.90,0,0,1,1
JAK1/JAK2,J1J2_076,CHEMBL5197758,1,1,8.7,8.7,7.66,7.66,dual,dual,0,1,2022,8.70,7.66,0,0,1,1
JAK1/JAK2,J1J2_077,CHEMBL5404574,1,1,8.3,8.3,8.3,8.3,dual,dual,0,1,2023,8.30,8.30,0,0,1,1
JAK1/JAK2,J1J2_078,CHEMBL5420407,1,1,7.95,7.95,7.0,7.0,dual,dual,0,1,2023,7.95,7.00,0,0,1,1
JAK1/JAK2,J1J2_079,CHEMBL5747384,1,1,8.6,8.6,9.18,9.18,dual,dual,0,1,2018,8.60,9.18,0,0,1,1
JAK1/JAK2,J1J2_080,CHEMBL5754281,1,1,9.1,9.1,8.4,8.4,dual,dual,0,1,2020,9.10,8.40,0,0,1,1
JAK1/JAK2,J1J2_081,CHEMBL5761967,3,2,7.9,7.9,7.9,7.71,dual,dual,0,3,2018,7.90,7.90,0,0,1,1
JAK1/JAK2,J1J2_082,CHEMBL5770024,1,1,8.96,8.96,8.02,8.02,dual,dual,0,1,2021,8.96,8.02,0,0,1,1
JAK1/JAK2,J1J2_083,CHEMBL5776382,1,1,7.5,7.5,8.7,8.7,dual,dual,0,1,2020,7.50,8.70,0,0,1,1
JAK1/JAK2,J1J2_084,CHEMBL5789204,2,2,7.38,7.38,6.55,6.55,dual,dual,0,2,2016,7.38,6.55,0,0,1,1
JAK1/JAK2,J1J2_085,CHEMBL5809728,1,1,7.4,7.4,6.6,6.6,dual,dual,0,1,2018,7.40,6.60,0,0,1,1
JAK1/JAK2,J1J2_086,CHEMBL5857307,1,1,8.47,8.47,7.82,7.82,dual,dual,0,1,2020,8.47,7.82,0,0,1,1
JAK1/JAK2,J1J2_087,CHEMBL5891186,1,1,9.17,9.17,9.59,9.59,dual,dual,0,1,2018,9.17,9.59,0,0,1,1
JAK1/JAK2,J1J2_088,CHEMBL5900236,1,1,8.8,8.8,8.6,8.6,dual,dual,0,1,2019,8.80,8.60,0,0,1,1
JAK1/JAK2,J1J2_089,CHEMBL5906873,2,2,7.11,7.11,6.83,6.83,dual,dual,0,2,2021,7.11,6.83,0,0,1,1
JAK1/JAK2,J1J2_090,CHEMBL5912929,3,3,6.88,6.88,6.69,6.69,dual,dual,0,2,2016,6.88,6.69,0,0,1,1
JAK1/JAK2,J1J2_091,CHEMBL5948683,1,1,8.25,8.25,8.59,8.59,dual,dual,0,1,2023,8.25,8.59,0,0,1,1
JAK1/JAK2,J1J2_092,CHEMBL5964484,1,1,9.0,9.0,9.0,9.0,dual,dual,0,1,2017,9.00,9.00,0,0,1,1
JAK1/JAK2,J1J2_093,CHEMBL5965858,2,2,7.22,7.135,6.85,6.755,dual,dual,0,1,2018,7.22,6.85,0,0,1,1
JAK1/JAK2,J1J2_094,CHEMBL5986297,1,1,9.2,9.2,9.62,9.62,dual,dual,0,1,2018,9.20,9.62,0,0,1,1
JAK1/JAK2,J1J2_095,CHEMBL5998319,1,1,9.82,9.82,9.72,9.72,dual,dual,0,1,2018,9.82,9.72,0,0,1,1
JAK1/JAK2,J1J2_096,CHEMBL6004302,1,1,9.36,9.36,9.03,9.03,dual,dual,0,1,2021,9.36,9.03,0,0,1,1
JAK1/JAK2,J1J2_097,CHEMBL3314279,1,1,4.62,4.62,5.38,5.38,neither,neither,0,1,2014,4.62,5.38,0,0,1,1
JAK1/JAK2,J1J2_098,CHEMBL3314283,1,1,4.77,4.77,5.18,5.18,neither,neither,0,1,2014,4.77,5.18,0,0,1,1
JAK1/JAK2,J1J2_099,CHEMBL5206554,1,1,5.3,5.3,5.0,5.0,neither,neither,0,1,2022,5.30,5.00,0,0,1,1
JAK1/JAK2,J1J2_100,CHEMBL5431291,1,1,4.3,4.3,4.38,4.38,neither,neither,0,1,2023,4.30,4.38,0,0,1,1
JAK1/JAK2,J1J2_101,CHEMBL5435131,1,1,4.3,4.3,4.71,4.71,neither,neither,0,1,2023,4.30,4.71,0,0,1,1
JAK1/JAK2,J1J2_102,CHEMBL5740475,1,1,4.92,4.92,4.32,4.32,neither,neither,0,1,2017,4.92,4.32,0,0,1,1
JAK1/JAK2,J1J2_103,CHEMBL5742734,1,1,5.26,5.26,5.26,5.26,neither,neither,0,1,2019,5.26,5.26,0,0,1,1
JAK1/JAK2,J1J2_104,CHEMBL5811581,1,1,5.05,5.05,5.43,5.43,neither,neither,0,1,2022,5.05,5.43,0,0,1,1
JAK1/JAK2,J1J2_105,CHEMBL5895208,1,1,4.85,4.85,4.52,4.52,neither,neither,0,1,2017,4.85,4.52,0,0,1,1
JAK1/JAK2,J1J2_106,CHEMBL5959747,1,1,5.13,5.13,4.38,4.38,neither,neither,0,1,2018,5.13,4.38,0,0,1,1
JAK1/JAK2,J1J2_107,CHEMBL5979662,1,1,5.18,5.18,4.85,4.85,neither,neither,0,1,2017,5.18,4.85,0,0,1,1
JAK1/JAK2,J1J2_108,CHEMBL5990662,1,1,5.29,5.29,4.68,4.68,neither,neither,0,1,2017,5.29,4.68,0,0,1,1
JAK1/JAK2,J1J2_109,CHEMBL6025617,1,1,4.72,4.72,4.75,4.75,neither,neither,0,1,2017,4.72,4.75,0,0,1,1
JAK1/JAK2,J1J2_110,CHEMBL6050635,1,1,5.47,5.47,5.48,5.48,neither,neither,0,1,2017,5.47,5.48,0,0,1,1
PPARG/PPARA,PGPA_001,CHEMBL119066,2,1,7.05,6.4,5.48,5.48,A_only,A_only,0,1,2003,7.05,5.48,0,0,1,1
PPARG/PPARA,PGPA_002,CHEMBL119111,2,1,6.8,6.575,4.68,4.68,A_only,A_only,0,1,2002,6.80,4.68,0,0,1,1
PPARG/PPARA,PGPA_003,CHEMBL119869,2,2,6.52,6.46,5.3,4.95,A_only,A_only,0,1,2002,6.52,5.30,0,0,1,1
PPARG/PPARA,PGPA_004,CHEMBL194740,1,1,6.97,6.97,5.5,5.5,A_only,A_only,0,1,2005,6.97,5.50,0,0,1,1
PPARG/PPARA,PGPA_005,CHEMBL196428,1,1,7.31,7.31,5.45,5.45,A_only,A_only,0,1,2005,7.31,5.45,0,0,1,1
PPARG/PPARA,PGPA_006,CHEMBL198091,2,1,7.75,7.395,5.38,5.38,A_only,A_only,0,1,2005,7.75,5.38,0,0,1,1
PPARG/PPARA,PGPA_007,CHEMBL2036997,1,1,7.23,7.23,4.96,4.96,A_only,A_only,0,1,2012,7.23,4.96,0,0,1,1
PPARG/PPARA,PGPA_008,CHEMBL2282522,2,2,8.33,8.33,5.44,5.44,A_only,A_only,0,1,2013,8.33,5.44,0,0,1,1
PPARG/PPARA,PGPA_009,CHEMBL237084,4,3,6.69,6.69,4.99,4.99,A_only,A_only,0,2,2007,6.69,4.99,0,0,1,1
PPARG/PPARA,PGPA_010,CHEMBL247658,1,1,6.59,6.59,5.0,5.0,A_only,A_only,0,1,2007,6.59,5.00,0,0,1,1
PPARG/PPARA,PGPA_011,CHEMBL248187,1,1,8.7,8.7,5.1,5.1,A_only,A_only,0,1,2007,8.70,5.10,0,0,1,1
PPARG/PPARA,PGPA_012,CHEMBL248413,1,1,8.4,8.4,5.48,5.48,A_only,A_only,0,1,2007,8.40,5.48,0,0,1,1
PPARG/PPARA,PGPA_013,CHEMBL358325,4,2,8.89,8.775,5.19,5.19,A_only,A_only,0,2,1998,8.89,5.19,0,0,1,1
PPARG/PPARA,PGPA_014,CHEMBL370443,2,1,8.3,8.26,4.94,4.94,A_only,A_only,0,1,2005,8.30,4.94,0,0,1,1
PPARG/PPARA,PGPA_015,CHEMBL3892207,1,1,7.05,7.05,5.26,5.26,A_only,A_only,0,1,2016,7.05,5.26,0,0,1,1
PPARG/PPARA,PGPA_016,CHEMBL397858,1,1,7.52,7.52,5.0,5.0,A_only,A_only,0,1,2007,7.52,5.00,0,0,1,1
PPARG/PPARA,PGPA_017,CHEMBL398746,1,1,8.0,8.0,5.0,5.0,A_only,A_only,0,1,2007,8.00,5.00,0,0,1,1
PPARG/PPARA,PGPA_018,CHEMBL398804,1,1,6.8,6.8,5.49,5.49,A_only,A_only,0,1,2007,6.80,5.49,0,0,1,1
PPARG/PPARA,PGPA_019,CHEMBL401236,3,2,7.3,7.3,5.03,5.03,A_only,A_only,0,2,2007,7.30,5.03,0,0,1,1
PPARG/PPARA,PGPA_020,CHEMBL4162949,1,1,7.52,7.52,5.0,5.0,A_only,A_only,0,1,2017,7.52,5.00,0,0,1,1
PPARG/PPARA,PGPA_021,CHEMBL4163242,1,1,7.3,7.3,5.0,5.0,A_only,A_only,0,1,2017,7.30,5.00,0,0,1,1
PPARG/PPARA,PGPA_022,CHEMBL4167504,1,1,6.7,6.7,5.0,5.0,A_only,A_only,0,1,2017,6.70,5.00,0,0,1,1
PPARG/PPARA,PGPA_023,CHEMBL423026,4,1,8.83,8.58,5.19,5.19,A_only,A_only,0,1,1998,8.83,5.19,0,0,1,1
PPARG/PPARA,PGPA_024,CHEMBL428929,1,1,6.51,6.51,5.0,5.0,A_only,A_only,0,1,2007,6.51,5.00,0,0,1,1
PPARG/PPARA,PGPA_025,CHEMBL444175,1,1,6.52,6.52,5.39,5.39,A_only,A_only,0,1,2009,6.52,5.39,0,0,1,1
PPARG/PPARA,PGPA_026,CHEMBL490220,1,1,7.55,7.55,5.14,5.14,A_only,A_only,0,1,2008,7.55,5.14,0,0,1,1
PPARG/PPARA,PGPA_027,CHEMBL496593,2,1,6.96,6.685,5.39,5.39,A_only,A_only,0,1,2009,6.96,5.39,0,0,1,1
PPARG/PPARA,PGPA_028,CHEMBL497203,2,1,6.7,6.26,5.26,5.26,A_only,A_only,0,1,2009,6.70,5.26,0,0,1,1
PPARG/PPARA,PGPA_029,CHEMBL554608,3,1,7.35,7.16,5.02,5.02,A_only,A_only,0,1,2009,7.35,5.02,0,0,1,1
PPARG/PPARA,PGPA_031,CHEMBL595,71,4,7.21,6.22,5.17,5.17,A_only,A_only,0,52,1998,7.21,5.17,0,0,1,1
PPARG/PPARA,PGPA_032,CHEMBL602263,3,2,8.7,7.77,5.3,5.225,A_only,A_only,0,2,2010,8.70,5.30,0,0,1,1
PPARG/PPARA,PGPA_033,CHEMBL1087590,1,1,5.46,5.46,7.33,7.33,B_only,B_only,0,1,2010,5.46,7.33,0,0,1,1
PPARG/PPARA,PGPA_034,CHEMBL1097194,1,1,5.32,5.32,7.17,7.17,B_only,B_only,0,1,2010,5.32,7.17,0,0,1,1
PPARG/PPARA,PGPA_035,CHEMBL119791,1,1,5.4,5.4,6.96,6.96,B_only,B_only,0,1,2003,5.40,6.96,0,0,1,1
PPARG/PPARA,PGPA_036,CHEMBL1779473,1,1,5.36,5.36,7.92,7.92,B_only,B_only,0,1,2011,5.36,7.92,0,0,1,1
