molecule_chembl_id,target_name,target_chembl_id,assay_chembl_id,assay_type,standard_type,standard_value,standard_units,standard_relation,pchembl_value,bao_format,assay_description,mutant_variant_keywords,organism,panel_id
CHEMBL554,EGFR,CHEMBL203,CHEMBL4670929,B,IC50,24.0,nM,=,7.62,BAO_0000219,Inhibition of human N-terminal GST-tagged EGFR L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf9 insect cells using TK as substrate preincubated for 30 mins followed by substrate addition and measured after 20 mins by HTRF assay,"L858R,T790M,cell,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL4670930,B,IC50,0.2,nM,=,9.70,BAO_0000219,Inhibition of human N-terminal GST-tagged EGFR L858R mutant (669 to 1210 residues) expressed in baculovirus infected Sf9 insect cells using TK as substrate preincubated for 30 mins followed by substrate addition and measured after 15 mins by HTRF assay,"L858R,cell,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL4670931,B,IC50,0.06,nM,=,10.22,BAO_0000219,Inhibition of human N-terminal GST-tagged EGFR (669 to 1210 residues) expressed in baculovirus infected Sf9 insect cells using TK as substrate preincubated for 30 mins followed by substrate addition and measured after 25 mins by HTRF assay,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL4724275,A,Activity,-80.0,%,=,,BAO_0000357,Effect on human EGFR in presence of substrate and [gamma-32ATP] at 10 uM incubated for 30 mins by scintillation counting based radiometry assay relative to control,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL4729717,B,IC50,10.8,nM,=,7.97,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL4737323,B,Inhibition,77.0,%,=,,BAO_0000357,Inhibition of EGFR T790M mutant (unknown origin) at 10 uM relative to control,"T790M,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL4769431,B,IC50,46.0,nM,=,7.34,BAO_0000357,Inhibition of EGFR (unknown origin) by FRET assay,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL4769432,B,IC50,61060.0,nM,=,4.21,BAO_0000357,Inhibition of EGFR L858R mutant (unknown origin) by FRET assay,"L858R,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL4769433,B,IC50,377400.0,nM,=,,BAO_0000357,Inhibition of EGFR T790M mutant (unknown origin) by FRET assay,"T790M,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL4810017,B,IC50,15.0,nM,=,7.82,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5031645,B,IC50,13.42,nM,=,7.87,BAO_0000357,Inhibition of exogenous EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5138507,B,IC50,10.8,nM,=,7.97,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5150423,B,IC50,10.2,nM,=,7.99,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5160698,B,IC50,10.2,nM,=,7.99,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5215057,B,Inhibition,92.7,%,=,,BAO_0000357,Inhibition of EGFR (unknown origin) at 10 ug/ml using synthetic biotinylated peptide as substrate by Wallac Victor II 1420 microplate reader method relative to control,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5215227,B,IC50,10.8,nM,=,7.97,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5227275,B,IC50,10.2,nM,=,7.99,BAO_0000357,Inhibition of human EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5230642,B,IC50,28.0,nM,=,7.55,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5230842,B,IC50,10.0,nM,=,8.00,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5230891,B,IC50,27.06,nM,=,7.57,BAO_0000357,Inhibition of recombinant EGFR (unknown origin) using by ELISA assay,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444897,F,IC50,80100.0,nM,=,4.10,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (ERBB2-overexpressing cell line BT474)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444898,F,IC50,210.0,nM,=,6.68,BAO_0000219,Affinity Phenotypic Cellular interaction: (Western Blot (phosphorylation of EGFR in HN5 cells)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444899,F,IC50,60.0,nM,=,7.22,BAO_0000219,Affinity Phenotypic Cellular interaction: (Western Blot (phosphorylation of ERBB2 in HN5 cells)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444900,F,IC50,2600.0,nM,=,5.58,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (ERBB2-overexpressing cell lines N87)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444901,F,IC50,80.0,nM,=,7.10,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (EGRF-overexpressing cell line A-431)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444902,F,IC50,10000.0,nM,=,5.00,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human cell line HFF)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444903,F,IC50,14200.0,nM,=,4.85,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human tumor cell line MCF-7)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444904,F,IC50,10500.0,nM,=,4.98,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human tumor cell line T47D)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444905,F,IC50,14500.0,nM,=,4.84,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human tumor cell line HB4a)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444906,F,IC50,1100.0,nM,=,5.96,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human tumor cell line HB4a c5.2)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444907,F,IC50,10.0,nM,=,8.00,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line N87)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444908,F,IC50,90.0,nM,=,7.05,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line OE19)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444909,F,IC50,350.0,nM,=,6.46,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line NUGC4)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444910,F,IC50,22400.0,nM,=,4.65,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line NUGC3)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444911,F,IC50,4860.0,nM,=,5.31,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line FU97)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444912,F,IC50,8580.0,nM,=,5.07,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line SNU16)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444913,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line IM95)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444914,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line IM95m)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444915,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line MKN74)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444916,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line MKN1)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444917,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line KATOIII)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444918,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line AGS)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444919,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line SNU1)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5444920,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line SNU5)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5446056,B,IC50,80170.0,nM,=,4.10,BAO_0000219,Affinity On-target Cellular interaction: (Western Blot (phosphorylation of EGFR in BT474 cells)) EUB0001487a EGFR,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5446212,B,IC50,10.8,nM,=,7.97,BAO_0000357,Affinity Biochemical interaction: (Radiometric kinase assay (10 uM ATP)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479094,B,Kd,2.4,nM,=,8.62,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479095,B,Kd,8.6,nM,=,8.07,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479096,B,Kd,0.92,nM,=,9.04,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479097,B,Kd,2.1,nM,=,8.68,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479098,B,Kd,2.2,nM,=,8.66,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479099,B,Kd,3.5,nM,=,8.46,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479100,B,Kd,3.9,nM,=,8.41,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479101,B,Kd,2.8,nM,=,8.55,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479102,B,Kd,1.2,nM,=,8.92,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479103,B,Kd,4.2,nM,=,8.38,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479104,B,% of inhibition,0.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479105,B,% of inhibition,0.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479106,B,% of inhibition,0.1,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479107,B,% of inhibition,0.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479108,B,% of inhibition,0.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479109,B,% of inhibition,0.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479110,B,% of inhibition,0.5,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479111,B,% of inhibition,0.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479112,B,% of inhibition,97.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479113,B,% of inhibition,0.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479114,B,% of inhibition,0.8,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479115,B,% of inhibition,18.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a EGFR,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479116,B,Kd,0.9,nM,=,9.05,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479117,B,Kd,1.2,nM,=,8.92,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479118,B,Kd,2.1,nM,=,8.68,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479119,B,Kd,2.2,nM,=,8.66,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479120,B,Kd,2.4,nM,=,8.62,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479121,B,Kd,2.8,nM,=,8.55,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479122,B,Kd,3.5,nM,=,8.46,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479123,B,Kd,3.9,nM,=,8.41,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479124,B,Kd,4.2,nM,=,8.38,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479125,B,Kd,8.6,nM,=,8.07,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5479126,B,Kd,860.0,nM,=,6.07,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a EGFR",,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5585678,B,IC50,10.28,nM,=,7.99,BAO_0000357,Inhibition of wild type EGFR (unknown origin) incubated for 40 mins in presence of ATP by kinase glo max assay,wild,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5585679,B,IC50,10.8,nM,=,7.97,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5609680,B,IC50,9.8,nM,=,8.01,BAO_0000357,Inhibition of EGFR (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5647777,B,IC50,3.0,nM,=,8.52,BAO_0000219,Inhibition of domain-GST fused human wild-type EGFR expressing in Sf9 cells using pEY (4:1) and bio-pEY as substrate for 30 min in the presence of ATP by ELISA method,"cell,wild",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5647778,B,IC50,8.0,nM,=,8.10,BAO_0000219,Inhibition of domain-GST fused human EGFR L858R mutant expressing in Sf9 cells using pEY (4:1) and bio-pEY as substrate for 30 min in the presence of ATP by ELISA method,"L858R,cell,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5647779,B,IC50,4000.0,nM,>,,BAO_0000219,Inhibition of domain-GST fused human EGFR L858R/T790M double mutant expressing in Sf9 cells using pEY (4:1) and bio-pEY as substrate for 30 min in the presence of ATP by ELISA method,"L858R,T790M,cell,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5647833,B,EC50,105.0,nM,=,6.98,BAO_0000219,Inhibition of EGFR-phosphorylation in EGFR expressing human A-431 cells incubated for 1 hr followed by EGF stimulation for 20 min by ELISA method,cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5647848,B,IC50,534.0,nM,=,6.27,BAO_0000219,Inhibition of wild-type EGFR expressing in human NCI-H1666 cells assessed as cell survival incubated for 2 weeks and measured after 6 hrs by MTS assay,"cell,wild",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5647849,B,IC50,63.0,nM,=,7.20,BAO_0000219,Inhibition of EGFR L858R mutant expressing in human NCI-H3255 cells assessed as cell survival incubated for 2 weeks and measured after 6 hrs by MTS assay,"L858R,cell,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5647850,B,IC50,4000.0,nM,>,,BAO_0000219,Inhibition of EGFR L858R/T790M double mutant expressing in human NCI-H1975 cells assessed as cell survival incubated for 2 weeks and measured after 6 hrs by MTS assay,"L858R,T790M,cell,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5664555,B,IC50,5000.0,nM,>,,BAO_0000357,Inhibition of EGFR T790M/L858R double mutant (unknown origin) using poly(Glu-Tyr) at 4:1 ratio as substrate in presence of ATP incubated for 60 mins by ELISA,"L858R,T790M,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5664650,B,Inhibition,,%,,,BAO_0000019,Reversible inhibition of EGFR (unknown origin) expressed in Bac-to-Bac baculovirus expression system using 5-FAM-EEPLYWSFPAKKK-CONH2 as substrate at 100 times IC50 concentration pre incubated for 30 mins followed by dilution and substrate addition and measured up to 180 mins in presence of ATP by mo,,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5664654,B,Inhibition,,%,,,BAO_0000219,Inhibition of EGFR T790M/L858R double mutant (unknown origin) mouse NIH3T3 cells assessed as reduction in EGFR phosphorylation level at 10 nM incubated for 6 hrs by Western blot assay,"L858R,T790M,cell,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5732474,B,IC50,7.6,nM,=,8.12,BAO_0000357,In Vitro Enzyme Inhibition Assay: Assay Procedures:The abbreviations used in the following assay have the following meanings:HEPES: hydroxyethyl piperazine ethanesulfonic acid;Brij-35: polyoxyethylene lauryl ether;DTT: dithiothreitol;Coating Reagent #3: #3 coating agent;EDTA: ethylene diamine tetraa,WT,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5732474,B,kon,,,=,,BAO_0000357,In Vitro Enzyme Inhibition Assay: Assay Procedures:The abbreviations used in the following assay have the following meanings:HEPES: hydroxyethyl piperazine ethanesulfonic acid;Brij-35: polyoxyethylene lauryl ether;DTT: dithiothreitol;Coating Reagent #3: #3 coating agent;EDTA: ethylene diamine tetraa,WT,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5732474,B,k_off,,s-1,=,,BAO_0000357,In Vitro Enzyme Inhibition Assay: Assay Procedures:The abbreviations used in the following assay have the following meanings:HEPES: hydroxyethyl piperazine ethanesulfonic acid;Brij-35: polyoxyethylene lauryl ether;DTT: dithiothreitol;Coating Reagent #3: #3 coating agent;EDTA: ethylene diamine tetraa,WT,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5734616,B,IC50,16.0,nM,=,7.80,BAO_0000357,"In Vitro Enzyme Inhibitory Activity: Samples:Controls: Gefitinib, erlotinib hydrochloride, purchased from Anqing worldchem Co., LTD.; lapatinib ditosylate, purchased from Taizhou Xingcheng Chempharm Co., Ltd.; CI-1033 hydrochloride, purchased from Shanghai hanxiangchem, Co., Ltd.; andThe present com",WT,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5734616,B,kon,,,=,,BAO_0000357,"In Vitro Enzyme Inhibitory Activity: Samples:Controls: Gefitinib, erlotinib hydrochloride, purchased from Anqing worldchem Co., LTD.; lapatinib ditosylate, purchased from Taizhou Xingcheng Chempharm Co., Ltd.; CI-1033 hydrochloride, purchased from Shanghai hanxiangchem, Co., Ltd.; andThe present com",WT,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5734616,B,k_off,,s-1,=,,BAO_0000357,"In Vitro Enzyme Inhibitory Activity: Samples:Controls: Gefitinib, erlotinib hydrochloride, purchased from Anqing worldchem Co., LTD.; lapatinib ditosylate, purchased from Taizhou Xingcheng Chempharm Co., Ltd.; CI-1033 hydrochloride, purchased from Shanghai hanxiangchem, Co., Ltd.; andThe present com",WT,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5735981,B,IC50,3.07,nM,=,8.51,BAO_0000019,"Inhibition Assay: EGFR: The compounds' inhibition of target modulation were determined as follows: NCI-H838 cells were sorted in 96 well plates (20000 cells/well) with the DMEM medium containing 1% FBS overnight and then treated with tested compounds at a series of concentrations (3 μM, 0.3 μM, 0.1 ",cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5735981,B,kon,,,=,,BAO_0000019,"Inhibition Assay: EGFR: The compounds' inhibition of target modulation were determined as follows: NCI-H838 cells were sorted in 96 well plates (20000 cells/well) with the DMEM medium containing 1% FBS overnight and then treated with tested compounds at a series of concentrations (3 μM, 0.3 μM, 0.1 ",cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL5735981,B,k_off,,s-1,=,,BAO_0000019,"Inhibition Assay: EGFR: The compounds' inhibition of target modulation were determined as follows: NCI-H838 cells were sorted in 96 well plates (20000 cells/well) with the DMEM medium containing 1% FBS overnight and then treated with tested compounds at a series of concentrations (3 μM, 0.3 μM, 0.1 ",cell,Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL6092694,B,IC50,4000.0,nM,>,,BAO_0000357,Inhibition of EGFR T790M mutant (unknown origin) incubated for 60 mins by ADP-Glo kinase assay,"T790M,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL6096527,B,IC50,10.0,nM,<,,BAO_0000219,Reversible inhibition of wildtype EGFR (696 to 1022 residues) (unknown origin) extracted from baculovirus infected Sf9 insect cells in presence of ATP by HTRF assay,"cell,wild",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL6096528,B,IC50,0.1,nM,<,,BAO_0000219,Reversible inhibition of EGFR L858R mutant (696 to 1022 residues) (unknown origin) extracted from baculovirus infected Sf9 insect cells in presence of ATP by HTRF assay,"L858R,cell,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL6096529,B,IC50,1000.0,nM,>,,BAO_0000219,Reversible inhibition of EGFR L858R/T790M mutant (696 to 1022 residues) (unknown origin) extracted from baculovirus infected Sf9 insect cells in presence of ATP by HTRF assay,"L858R,T790M,cell,mutant",Homo sapiens,EH40_02
CHEMBL554,EGFR,CHEMBL203,CHEMBL6096530,B,IC50,1000.0,nM,>,,BAO_0000219,Reversible inhibition of EGFR L858R/T790M/C797S mutant (696 to 1022 residues) (unknown origin) extracted from baculovirus infected Sf9 insect cells in presence of ATP by HTRF assay,"C797S,L858R,T790M,cell,mutant",Homo sapiens,EH40_02
