idx,year,journal,title,doi,url,pmid,has_synthesis_and_activity,synthesis,activity,design_type,design_confidence,targets_guess,synth_snippet,activity_snippet,abstract,design_bucket
33,2022,J Med Chem,A Mitochondria-Targeted Phenylbutyric Acid Prodrug Confers Drastically Improved Anticancer Activities.,10.1021/acs.jmedchem.2c00640,https://doi.org/10.1021/acs.jmedchem.2c00640,35818137,是：摘要可见合成+活性,有（发现/构效/类似物用语，JMC发现文常见）,有（含具体浓度/IC50等数字）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,,l triphenylphosphonium-based PBA conjugate (53) with improved in vitro and in vivo anticancer activities. Compou,"Phenylbutyric acid (PBA) has been reported as a dual inhibitor of pyruvate dehydrogenase kinases (PDKs) and histone deacetylases (HDACs), exhibiting anticancer effects. However, the low membrane permeability and poor cellular uptake limit its access to the target organelle, resulting in weak potencies against the intended targets. Herein, we report the design and identification of a novel 4-CF3-phenyl triphenylphosphonium-based PBA conjugate (53) with improved in vitro and in vivo anticancer activities. Compound 53 exhibited an IC50 value of 2.22 &#x3bc;M against A375 cells, outperforming the parent drug PBA by about 4000-fold. In the A375 cell-derived xenograft mouse model, 53 reduced the tumor growth by 76% at a dose of 40 mg/kg, while PBA only reduced the tumor growth by 10% at a dose of 80 mg/kg. On the basis of these results, 53 may be considered for further preclinical evaluations for cancer therapy.",C. 连接型/杂合型（linked/hybrid）
34,2021,J Med Chem,Discovery of Novel Dual-Target Inhibitor of Bromodomain-Containing Protein 4/Casein Kinase 2 Inducing Apoptosis and Autophagy-Associated Cell Death for Triple-Negative Breast Cancer Therapy.,10.1021/acs.jmedchem.1c01382,https://doi.org/10.1021/acs.jmedchem.1c01382,34908415,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,"er, we successfully synthesized the first highly effective BRD4-CK2 dual inhibitor, which is expected to be an attractive",igenetic target in human cancers. Inhibiting the phosphorylation of BRD4 by casein kinase 2 (CK2) is a potential,"Bromodomain-containing protein 4 (BRD4) is an attractive epigenetic target in human cancers. Inhibiting the phosphorylation of BRD4 by casein kinase 2 (CK2) is a potential strategy to overcome drug resistance in cancer therapy. The present study describes the synthesis of multiple BRD4-CK2 dual inhibitors based on rational drug design, structure-activity relationship, and in vitro and in vivo evaluations, and 44e was identified to possess potent and balanced activities against BRD4 (IC50 = 180 nM) and CK2 (IC50 = 230 nM). In vitro experiments show that 44e could inhibit the proliferation and induce apoptosis and autophagy-associated cell death of MDA-MB-231 and MDA-MB-468 cells. In two in vivo xenograft mouse models, 44e displays potent anticancer activity without obvious toxicities. Taken together, we successfully synthesized the first highly effective BRD4-CK2 dual inhibitor, which is expected to be an attractive therapeutic strategy for triple-negative breast cancer (TNBC).",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
35,2021,J Med Chem,Discovery of STAT3 and Histone Deacetylase (HDAC) Dual-Pathway Inhibitors for the Treatment of Solid Cancer.,10.1021/acs.jmedchem.1c00136,https://doi.org/10.1021/acs.jmedchem.1c00136,34043359,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,"ition activity were synthesized. An excellent hydroxamate derivate, compound 14, inhibited STAT3 (KD = 33 nM) and HDAC (I","adays, simultaneous inhibition of multiple targets through drug combination is an important anticancer strategy owing to","Nowadays, simultaneous inhibition of multiple targets through drug combination is an important anticancer strategy owing to the complex mechanism behind tumorigenesis. Recent studies have demonstrated that the inhibition of histone deacetylases (HDACs) will lead to compensated activation of a notorious cancer-related drug target, signal transducer and activator of transcription 3 (STAT3), in breast cancer through a cascade, which probably limits the anti-proliferation effect of HDAC inhibitors in solid tumors. By incorporating the pharmacophore of the HDAC inhibitor SAHA (vorinostat) into the STAT3 inhibitor pterostilbene, a series of potent pterostilbene hydroxamic acid derivatives with dual-target inhibition activity were synthesized. An excellent hydroxamate derivate, compound 14, inhibited STAT3 (KD = 33 nM) and HDAC (IC50 = 23.15 nM) with robust potency in vitro. Compound 14 also showed potent anti-proliferation ability in vivo and in vitro. Our study provides the first STAT3 and HDAC dual-target inhibitor for further exploration.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
36,2026,Eur J Med Chem,Discovery of novel N-heterocycle-fused deoxypodophyllotoxin analogues as dual tubulin/PARP1 inhibitors for cancer treatment.,10.1016/j.ejmech.2026.119007,https://doi.org/10.1016/j.ejmech.2026.119007,42217374,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,融合/拼合型(fused/merged),摘要明示,tubulin/PARP1,"in, we designed and synthesized a series of nitrogen-containing heterocyclic derivatives based on the natural product deo","a synergistic antitumor efficacy. Herein, we designed and synthesized a series of nitrogen-containing heterocyc","The tubulin and PARP protein are two crucial therapeutic targets in cancer treatment. Simultaneous targeting of these two targets can disrupt cancer cell proliferation, enhance DNA damage, and thereby exert a synergistic antitumor efficacy. Herein, we designed and synthesized a series of nitrogen-containing heterocyclic derivatives based on the natural product deoxypodophyllotoxin. Among which compound C2R exhibited the prominent antitumor activity. By targeting the tubulin colchicine-binding site and PARP1 protein, C2R effectively inhibited the proliferation of HT-29 colorectal cancer cells with an IC50 value of 44&#x202f;nM, arrested the cell cycle at the G2/M phase, enhanced DNA damage, and induced cell apoptosis. Further studies demonstrated that C2R possessed the favorable pharmacokinetic properties and exerted antitumor activity in vivo through a combined mechanism of ""inhibiting tumor cell proliferation, blocking tumor angiogenesis, and inducing tumor cell DNA damage"", while showing a certain level of safety. Furthermore, C2R exerted the potent activity against lung metastasis of colorectal cancer, markedly reducing cancer cell colonization and dissemination in mice. Althoug",B. 融合/拼合型（fused/merged）
37,2022,J Med Chem,Discovery of the First Selective IDO2 Inhibitor As Novel Immunotherapeutic Avenues for Rheumatoid Arthritis.,10.1021/acs.jmedchem.2c00263,https://doi.org/10.1021/acs.jmedchem.2c00263,35952367,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,IDO1/IDO2,,"with good in vitro inhibitory activity (IDO2 IC50 = 112 nM). Notably, treatment with 22 alleviated disease severity and","Indoleamine 2,3-dioxygenase 2 (IDO2), a closely related homologue of well-studied immunomodulatory enzyme IDO1, has been identified as a pathogenic mediator of inflammatory autoimmunity in preclinical models. Therapeutic targeting IDO2 in autoimmune diseases has been challenging due to the lack of small-molecule IDO2 inhibitors. Here, based on our previously developed IDO1/IDO2 dual inhibitor, guided by the homology model of the IDO2 structure, we discovered compound 22, the most potent inhibitor targeting IDO2 with good in vitro inhibitory activity (IDO2 IC50 = 112 nM). Notably, treatment with 22 alleviated disease severity and reduced inflammatory cytokines in both the collagen-induced arthritis (CIA) mice model and adjuvant arthritis (AA) rat model. Our study offered for the first time a selective small-molecule IDO2 inhibitor 22 with IC50 at the nanomolar level, which may be used not only as a candidate compound for the treatment of autoimmune diseases but also as a tool compound for further IDO2-related mechanistic study.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
38,2022,J Med Chem,Discovery of Novel Histone Deacetylase 6 (HDAC6) Inhibitors with Enhanced Antitumor Immunity of Anti-PD-L1 Immunotherapy in Melanoma.,10.1021/acs.jmedchem.1c01863,https://doi.org/10.1021/acs.jmedchem.1c01863,35043615,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,HDAC6/tubulin,of 2-phenylthiazole analogues were designed and synthesized as potential histone deacetylase 6 (HDAC6) inhibitors ba,6 inhibitor with an IC50 of 31 nM and excellent HDAC6 selectivity (SI = 338 for HDAC6 over HDAC3). XP5 also displa,"A series of 2-phenylthiazole analogues were designed and synthesized as potential histone deacetylase 6 (HDAC6) inhibitors based on compound 12c (an HDAC6/tubulin dual inhibitor discovered by us recently) and CAY10603 (a known HDAC6 inhibitor). Among them, compound XP5 was the most potent HDAC6 inhibitor with an IC50 of 31 nM and excellent HDAC6 selectivity (SI = 338 for HDAC6 over HDAC3). XP5 also displayed high antiproliferative activity against various cancer cell lines including the HDACi-resistant YCC3/7 gastric cancer cells (IC50 = 0.16-2.31 &#x3bc;M), better than CAY10603. Further, XP5 (50 mg/kg) exhibited significant antitumor efficacy in a melanoma tumor model with a tumor growth inhibition (TGI) of 63% without apparent toxicity. Moreover, XP5 efficiently enhanced the in vivo antitumor immune response when combined with a small-molecule PD-L1 inhibitor, as demonstrated by the increased tumor-infiltrating lymphocytes and reduced PD-L1 expression levels. Taken together, the above results suggest that XP5 is a promising HDAC6 inhibitor deserving further investigation.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
39,2021,J Med Chem,"Identification of Clinical Candidate M2698, a Dual p70S6K and Akt Inhibitor, for Treatment of PAM Pathway-Altered Cancers.",10.1021/acs.jmedchem.1c01087,https://doi.org/10.1021/acs.jmedchem.1c01087,34596404,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,p70S6k/Akt,"rein, we report the discovery of a novel class of quinazoline carboxamides as dual p70S6k/Akt inhibitors for the treatment",r the treatment of tumors driven by alterations to the PI3K/Akt/mTOR (PAM) pathway. Through the screening of in-,"Herein, we report the discovery of a novel class of quinazoline carboxamides as dual p70S6k/Akt inhibitors for the treatment of tumors driven by alterations to the PI3K/Akt/mTOR (PAM) pathway. Through the screening of in-house proprietary kinase library, 4-benzylamino-quinazoline-8-carboxylic acid amide 1 stood out, with sub-micromolar p70S6k biochemical activity, as the starting point for a structurally enabled p70S6K/Akt dual inhibitor program that led to the discovery of M2698, a dual p70S6k/Akt inhibitor. M2698 is kinase selective, possesses favorable physical, chemical, and DMPK profiles, is orally available and well tolerated, and displayed tumor control in multiple in vivo studies of PAM pathway-driven tumors.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
40,2021,J Med Chem,Discovery of a Potent Dual Inhibitor of Acetylcholinesterase and Butyrylcholinesterase with Antioxidant Activity that Alleviates Alzheimer-like Pathology in Old APP/PS1 Mice.,10.1021/acs.jmedchem.0c01775,https://doi.org/10.1021/acs.jmedchem.0c01775,33356266,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,设计类型摘要未明说,摘要未明说,Acetylcholinesterase/Butyrylcholinesteras,,s in compounds with nanomolar potencies toward human acetylcholinesterase (AChE) and butyrylcholinesterase (BChE) that,"The combination of the scaffolds of the cholinesterase inhibitor huprine Y and the antioxidant capsaicin results in compounds with nanomolar potencies toward human acetylcholinesterase (AChE) and butyrylcholinesterase (BChE) that retain or improve the antioxidant properties of capsaicin. Crystal structures of their complexes with AChE and BChE revealed the molecular basis for their high potency. Brain penetration was confirmed by biodistribution studies in C57BL6 mice, with one compound (5i) displaying better brain/plasma ratio than donepezil. Chronic treatment of 10 month-old APP/PS1 mice with 5i (2 mg/kg, i.p., 3 times per week, 4 weeks) rescued learning and memory impairments, as measured by three different behavioral tests, delayed the Alzheimer-like pathology progression, as suggested by a significantly reduced A&#x3b2;42/A&#x3b2;40 ratio in the hippocampus, improved basal synaptic efficacy, and significantly reduced hippocampal oxidative stress and neuroinflammation. Compound 5i emerges as an interesting anti-Alzheimer lead with beneficial effects on cognitive symptoms and on some underlying disease mechanisms.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
41,2020,J Med Chem,"Bifunctional Naphtho[2,3-d][1,2,3]triazole-4,9-dione Compounds Exhibit Antitumor Effects In Vitro and In Vivo by Inhibiting Dihydroorotate Dehydrogenase and Inducing Reactive Oxygen Species Production.",10.1021/acs.jmedchem.0c00512,https://doi.org/10.1021/acs.jmedchem.0c00512,32496056,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,设计类型摘要未明说,摘要未明说,见题目/摘要,"re, we designed and synthesized a focused compound library containing the structural moiety of 1,4-benzoquinone, which po",Human dihydroorotate dehydrogenase (hDHODH) is an attractive target for cancer therapy. Based,"Human dihydroorotate dehydrogenase (hDHODH) is an attractive target for cancer therapy. Based on its crystal structure, we designed and synthesized a focused compound library containing the structural moiety of 1,4-benzoquinone, which possesses reactive oxygen species (ROS) induction capacity. Compound 3s with a naphtho[2,3-d][1,2,3]triazole-4,9-dione scaffold exhibited inhibitory activity against hDHODH. Further optimization led to compounds 11k and 11l, which inhibited hDHODH activity with IC50 values of 9 and 4.5 nM, respectively. Protein-ligand cocrystal structures clearly depicted hydrogen bond and hydrophobic interactions of 11k and 11l with hDHODH. Compounds 11k and 11l significantly inhibited leukemia cell and solid tumor cell proliferation and induced ROS production, mitochondrial dysfunction, apoptosis, and cell cycle arrest. Nanocrystallization of compound 11l displayed significant in vivo antitumor effects in the Raji xenograft model. Overall, this study provides a novel bifunctional compound 11l with hDHODH inhibition and ROS induction efficacy, which represents a promising anticancer lead worthy of further exploration.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
42,2020,J Med Chem,LMP2 Inhibitors as a Potential Treatment for Alzheimer's Disease.,10.1021/acs.jmedchem.0c00416,https://doi.org/10.1021/acs.jmedchem.0c00416,32189500,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,"of AD mice, here we prepared 37 YU102 analogues and identified a potent LMP2 inhibitor DB-310 (28) (IC50: 80.6 nM) wit","investigate whether inhibition of LMP2 is sufficient to improve the cognitive functions of AD mice, here we prepared 37","The immunoproteasome (iP), an inducible proteasome variant harboring three immunosubunits, low molecular mass polypeptide-2 (LMP2), multicatalytic endopeptidase complex subunit-1, and low molecular mass polypeptide-7 (LMP7), is involved in multiple facets of inflammatory responses. We recently reported that YU102, a dual inhibitor of the iP subunit LMP2 and the constitutive proteasome catalytic subunit &#x3b2;1, ameliorates cognitive impairments in mouse models of Alzheimer's disease (AD) independently of amyloid deposits. To investigate whether inhibition of LMP2 is sufficient to improve the cognitive functions of AD mice, here we prepared 37 YU102 analogues and identified a potent LMP2 inhibitor DB-310 (28) (IC50: 80.6 nM) with improved selectivity and permeability in cells overexpressing ABCB1 transporters. We show that DB-310 induces suppression of IL-1&#x3b1; production in microglia cells and improves cognitive functions in the Tg2576 transgenic mouse model of AD. This study supports that inhibition of LMP2 is a promising therapeutic strategy for treatment of AD.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
43,2019,J Med Chem,Discovery of Novel Dual Histone Deacetylase and Mammalian Target of Rapamycin Target Inhibitors as a Promising Strategy for Cancer Therapy.,10.1021/acs.jmedchem.8b01825,https://doi.org/10.1021/acs.jmedchem.8b01825,30629434,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,s were designed and synthesized using pyrimidine-pyrazolyl pharmacophore to append HDAC recognition cap and hydroxamic ac,ompound with potent inhibition activities against mTOR and HDAC1 with half-maximal inhibitory concentration of 1.2 and 0,"In the present study, a series of novel dual-target histone deacetylase (HDAC) and mammalian target of rapamycin (mTOR) inhibitors were designed and synthesized using pyrimidine-pyrazolyl pharmacophore to append HDAC recognition cap and hydroxamic acid as a zinc-binding motif. Among them, 12l was the optimal lead compound with potent inhibition activities against mTOR and HDAC1 with half-maximal inhibitory concentration of 1.2 and 0.19 nM, respectively. Western blot confirmed that 12l could upregulate acetylation of H3 and &#x3b1;-tubulin and downregulate mTOR-related downstream mediators. 12l could also stimulate cell cycle arrest in G0/G1 phase and induce tumor cell apoptosis. 12l showed comparable antitumor activity with the combination medication in MM1S xenograft model with a tumor growth inhibitory rate of 72.5%, without causing significant loss of body weight and toxicity. All of the results indicated that 12l could be a promising dual target inhibitor for treating hematologic malignancies.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
44,2021,J Med Chem,Novel Dual-Target &#x3bc;-Opioid Receptor and Dopamine D3 Receptor Ligands as Potential Nonaddictive Pharmacotherapeutics for Pain Management.,10.1021/acs.jmedchem.1c00611,https://doi.org/10.1021/acs.jmedchem.1c00611,34011153,是：摘要可见合成+活性,有（发现/构效/类似物用语，JMC发现文常见）,有（含具体浓度/IC50等数字）,设计类型摘要未明说,摘要未明说,见题目/摘要,,with moderate (sub-micromolar) to high (low nanomolar/sub-nanomolar) binding affinities. Bioluminescence resonance ener,"The need for safer pain-management therapies with decreased abuse liability inspired a novel drug design that retains &#x3bc;-opioid receptor (MOR)-mediated analgesia, while minimizing addictive liability. We recently demonstrated that targeting the dopamine D3 receptor (D3R) with highly selective antagonists/partial agonists can reduce opioid self-administration and reinstatement to drug seeking in rodent models without diminishing antinociceptive effects. The identification of the D3R as a target for the treatment of opioid use disorders prompted the idea of generating a class of ligands presenting bitopic or bivalent structures, allowing the dual-target binding of the MOR and D3R. Structure-activity relationship studies using computationally aided drug design and in vitro binding assays led to the identification of potent dual-target leads (23, 28, and 40), based on different structural templates and scaffolds, with moderate (sub-micromolar) to high (low nanomolar/sub-nanomolar) binding affinities. Bioluminescence resonance energy transfer-based functional studies revealed MOR agonist-D3R antagonist/partial agonist efficacies that suggest potential for maintaining analgesia with",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
45,2019,J Med Chem,Discovery of Novel Small Molecule Dual Inhibitors Targeting Toll-Like Receptors 7 and 8.,10.1021/acs.jmedchem.9b01201,https://doi.org/10.1021/acs.jmedchem.9b01201,31687820,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,"ines, and guanosine analogues. Substantial evidence is present linking chronic inflammation mediated specifically by",LR7 and TLR8 at low micromolar concentrations. We envisioned making modifications on the benzanilide scaffold of 1 resul,"Endosomal toll-like receptors (TLRs) 7 and 8 recognize viral single-stranded RNAs, a class of imidazoquinoline compounds, 8-oxo-adenosines, 8-aminobenzodiazepines, pyrimidines, and guanosine analogues. Substantial evidence is present linking chronic inflammation mediated specifically by TLR7 to the progression of autoimmunity. We identified a new TLR7/8 dual inhibitor (1) and a TLR8-specific inhibitor (2) based on our previous screen targeting TLR8. Compound 1, bearing a benzanilide scaffold, was found to inhibit TLR7 and TLR8 at low micromolar concentrations. We envisioned making modifications on the benzanilide scaffold of 1 resulting in a class of highly specific TLR7 inhibitors. Our efforts led to the discovery of a new TLR8 inhibitor (CU-115) and identification of a TLR7/8 dual inhibitor (CU-72), bearing a distinct diphenyl ether skeleton, with potential for TLR7 selectivity optimization. Given the role of TLR8 in autoimmunity, we also optimized the potency of 2 and developed a new TLR8 inhibitor bearing a 1,3,4-oxadiazole motif.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
46,2019,J Med Chem,Nitric Oxide-Releasing Selective Estrogen Receptor Modulators: A Bifunctional Approach to Improve the Therapeutic Index.,10.1021/acs.jmedchem.9b00171,https://doi.org/10.1021/acs.jmedchem.9b00171,31099568,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,设计类型摘要未明说,摘要未明说,见题目/摘要,ar side effects. We synthesized a series of NO-releasing SERMs (NO-SERMs) and the corresponding SERMs (after NO release),"vity for ER&#x3b2; (IC50(ER&#x3b2;) = 0.2-2.7 &#x3bc;M), but no interaction with ER&#x3b1;. Growth of ER&#x3b2;-po","When using selective estrogen receptor modulators (SERMs) in cancer therapy, adverse effects such as endothelial dysfunction have to be considered. Estrogens and, consequently, SERMs regulate the synthesis of vasoactive nitric oxide (&#x2022;NO). We hypothesized that a bifunctional approach combining the antagonistic action of SERMs with a targeted &#x2022;NO release could diminish vascular side effects. We synthesized a series of NO-releasing SERMs (NO-SERMs) and the corresponding SERMs (after NO release) derived from a triaryl olefin lead. Compounds showed antagonistic activity for ER&#x3b2; (IC50(ER&#x3b2;) = 0.2-2.7 &#x3bc;M), but no interaction with ER&#x3b1;. Growth of ER&#x3b2;-positive breast cancer and melanoma cells was significantly decreased by treatment with SERM 5d. This antiproliferative effect was diminished by the additional release of &#x2022;NO by the corresponding NO-SERM 4d. Moreover, targeted release of &#x2022;NO by 4d counteracted the antiproliferative effect of 5d in normal vascular tissue cells. Summarizing, the therapeutic index of SERMs might be improved by this bifunctional approach.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
47,2026,Eur J Med Chem,"Dual-target mu opioid-dopamine D3 receptor (MOR-D3R) ligands based on etonitazene: New leads for transforming ""nitazenes"" into novel analgesics.",10.1016/j.ejmech.2026.119079,https://doi.org/10.1016/j.ejmech.2026.119079,42361479,是：摘要可见合成+活性,有（发现/构效/类似物用语，JMC发现文常见）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,"tituted etonitazene analogs 31 (MOR Ki&#x202f;=&#x202f;33.4&#x202f;nM; D3R Ki&#x202f;=&#x202f;90.6&#x202f;nM), 35 (MO","ene analogs 31 (MOR Ki&#x202f;=&#x202f;33.4&#x202f;nM; D3R Ki&#x202f;=&#x202f;90.6&#x202f;nM), 35 (MOR Ki&#x202f","The development of opioid analgesics with low abuse liability remains a challenge. As dopamine D3 receptor (D3R) antagonists/partial agonists can reduce opioid self-administration and reinstatement in animals while augmenting antinociceptive effects, a dual-target ligand strategy was investigated. Here, the high affinity mu opioid receptor (MOR) agonist etonitazene was modified by incorporating various D3R pharmacophores with varying linking chains. N-substituted etonitazene analogs 31 (MOR Ki&#x202f;=&#x202f;33.4&#x202f;nM; D3R Ki&#x202f;=&#x202f;90.6&#x202f;nM), 35 (MOR Ki&#x202f;=&#x202f;29.7&#x202f;nM; D3R Ki&#x202f;=&#x202f;53.8&#x202f;nM), and 43 (MOR Ki&#x202f;=&#x202f;89.6&#x202f;nM; D3R Ki&#x202f;=&#x202f;45.4&#x202f;nM) achieved balanced binding affinities and were chosen as lead molecules. In vitro bioluminescent resonance energy transfer (BRET) assays confirmed that all three compounds functioned as MOR agonists and D3R antagonists/partial agonists. Notably, compound 31 demonstrated metabolic stability and maximal antinociceptive effects (ED50&#x202f;=&#x202f;29.1&#x202f;mg/kg s.c.) with reduced motor stimulation in C57BL/6J mice. Although compound 31 produced respirato",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
48,2020,J Med Chem,"CDDO-imidazolide Targets Multiple Amino Acid Residues on the Nrf2 Adaptor, Keap1.",10.1021/acs.jmedchem.0c01088,https://doi.org/10.1021/acs.jmedchem.0c01088,32787104,是：摘要可见合成+活性,有（发现/构效/类似物用语，JMC发现文常见）,有（含具体浓度/IC50等数字）,设计类型摘要未明说,摘要未明说,见题目/摘要,"e, the bifunctional analog, CDDO-Im, has a second reactive site (imidazolide) and can covalently bind to amino acids","erase pi (GSTP), serum albumin, or Keap1. Here we show for the first time that bifunctional CDDO-Im (in contrast","Synthetic triterpenoids including CDDO, its methyl ester (CDDO-Me, bardoxolone methyl), and its imidazolide (CDDO-Im) enhance Nrf2-mediated antioxidant and anti-inflammatory activity in many diseases by reacting with thiols on the adaptor protein, Keap1. Unlike monofunctional CDDO-Me, the bifunctional analog, CDDO-Im, has a second reactive site (imidazolide) and can covalently bind to amino acids other than cysteine on target proteins such as glutathione S-transferase pi (GSTP), serum albumin, or Keap1. Here we show for the first time that bifunctional CDDO-Im (in contrast to CDDO-Me), as low as 50 nM, can covalently transacylate arginine and serine residues in GSTP and cross-link them to adjacent cysteine residues. Moreover, we show that CDDO-Im binds covalently to Keap1 by forming permanent Michael adducts with eight different cysteines, and acyl adducts with lysine and several tyrosine residues. Modeling studies suggest that the Tyr 85 adduct stabilizes the Keap1-Cul3 complex, thereby enhancing the potency of CDDO-Im.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
49,2018,J Med Chem,"Design, Synthesis, and Biological Evaluation of 3-(Imidazo[1,2- a]pyrazin-3-ylethynyl)-4-isopropyl- N-(3-((4-methylpiperazin-1-yl)methyl)-5-(trifluoromethyl)phenyl)benzamide as a Dual Inhibitor of Discoidin Domain Receptors 1 and 2.",10.1021/acs.jmedchem.8b01045,https://doi.org/10.1021/acs.jmedchem.8b01045,30075624,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,,"lues of 7.9 and 8.0 nM; potently inhibited the kinases with IC50 values of 9.4 and 20.4 nM, respectively; and wa","Discoidin-domain receptors 1 and 2 (DDR1 and DDR2) are new potential targets for anti-inflammatory-drug discovery. A series of heterocycloalkynylbenzimides were designed and optimized to coinhibit DDR1 and DDR2. One of the most promising compounds, 5n, tightly bound to DDR1 and DDR2 proteins with Kd values of 7.9 and 8.0 nM; potently inhibited the kinases with IC50 values of 9.4 and 20.4 nM, respectively; and was significantly less potent for a panel of 403 wild-type kinases at 1.0 &#x3bc;M. DDR1- and DDR2-kinase inhibition by 5n was validated by Western-blotting analysis in primary human lung fibroblasts. The compound also dose-dependently inhibited lipopolysaccharide (LPS)-induced interleukin 6 (IL-6) release in vitro and exhibited promising in vivo anti-inflammatory effects in an LPS-induced-acute-lung-injury (ALI) mouse model. Compound 5n may serve as a lead compound for new anti-inflammatory drug discovery.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
50,2018,J Med Chem,Docking Screens for Dual Inhibitors of Disparate Drug Targets for Parkinson's Disease.,10.1021/acs.jmedchem.8b00204,https://doi.org/10.1021/acs.jmedchem.8b00204,29792714,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,ening can guide the discovery of multi-target ligands of unrelated proteins relevant for Parkinson's disease. A library wi,AAR antagonist with nanomolar affinity ( Ki = 19 nM) and inhibited MAO-B with an IC50 of 100 nM. Optimization guided by,"Modulation of multiple biological targets with a single drug can lead to synergistic therapeutic effects and has been demonstrated to be essential for efficient treatment of CNS disorders. However, rational design of compounds that interact with several targets is very challenging. Here, we demonstrate that structure-based virtual screening can guide the discovery of multi-target ligands of unrelated proteins relevant for Parkinson's disease. A library with 5.4 million molecules was docked to crystal structures of the A2A adenosine receptor (A2AAR) and monoamine oxidase B (MAO-B). Twenty-four compounds that were among the highest ranked for both binding sites were evaluated experimentally, resulting in the discovery of four dual-target ligands. The most potent compound was an A2AAR antagonist with nanomolar affinity ( Ki = 19 nM) and inhibited MAO-B with an IC50 of 100 nM. Optimization guided by the predicted binding modes led to the identification of a second potent dual-target scaffold. The two discovered scaffolds were shown to counteract 6-hydroxydopamine-induced neurotoxicity in dopaminergic neuronal-like SH-SY5Y cells. Structure-based screening can hence be used to identify l",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
