panel_id,pair,class,status,reason,pdbqt
PAPD_041,PPARA/PPARD,B_only,ok,,PAPD_041.pdbqt
PAPD_042,PPARA/PPARD,B_only,ok,,PAPD_042.pdbqt
PAPD_043,PPARA/PPARD,B_only,ok,,PAPD_043.pdbqt
PAPD_044,PPARA/PPARD,B_only,ok,,PAPD_044.pdbqt
PAPD_045,PPARA/PPARD,B_only,ok,,PAPD_045.pdbqt
PAPD_046,PPARA/PPARD,B_only,ok,,PAPD_046.pdbqt
PAPD_047,PPARA/PPARD,B_only,ok,,PAPD_047.pdbqt
PAPD_048,PPARA/PPARD,B_only,ok,,PAPD_048.pdbqt
PAPD_049,PPARA/PPARD,B_only,ok,,PAPD_049.pdbqt
PAPD_050,PPARA/PPARD,B_only,ok,,PAPD_050.pdbqt
PAPD_051,PPARA/PPARD,B_only,ok,,PAPD_051.pdbqt
PAPD_052,PPARA/PPARD,B_only,ok,,PAPD_052.pdbqt
PAPD_053,PPARA/PPARD,B_only,ok,,PAPD_053.pdbqt
PAPD_054,PPARA/PPARD,B_only,ok,,PAPD_054.pdbqt
PAPD_055,PPARA/PPARD,B_only,ok,,PAPD_055.pdbqt
PAPD_056,PPARA/PPARD,B_only,ok,,PAPD_056.pdbqt
PAPD_057,PPARA/PPARD,B_only,ok,,PAPD_057.pdbqt
PAPD_058,PPARA/PPARD,B_only,ok,,PAPD_058.pdbqt
PAPD_059,PPARA/PPARD,B_only,ok,,PAPD_059.pdbqt
PAPD_060,PPARA/PPARD,B_only,ok,,PAPD_060.pdbqt
PAPD_061,PPARA/PPARD,B_only,ok,,PAPD_061.pdbqt
PAPD_062,PPARA/PPARD,B_only,ok,,PAPD_062.pdbqt
PAPD_063,PPARA/PPARD,B_only,ok,,PAPD_063.pdbqt
PAPD_064,PPARA/PPARD,B_only,ok,,PAPD_064.pdbqt
PAPD_065,PPARA/PPARD,dual,ok,,PAPD_065.pdbqt
PAPD_066,PPARA/PPARD,dual,ok,,PAPD_066.pdbqt
PAPD_067,PPARA/PPARD,dual,ok,,PAPD_067.pdbqt
PAPD_068,PPARA/PPARD,dual,ok,,PAPD_068.pdbqt
PAPD_069,PPARA/PPARD,dual,ok,,PAPD_069.pdbqt
PAPD_070,PPARA/PPARD,dual,ok,,PAPD_070.pdbqt
PAPD_071,PPARA/PPARD,dual,ok,,PAPD_071.pdbqt
PAPD_072,PPARA/PPARD,dual,ok,,PAPD_072.pdbqt
PAPD_073,PPARA/PPARD,dual,ok,,PAPD_073.pdbqt
PAPD_074,PPARA/PPARD,dual,ok,,PAPD_074.pdbqt
PAPD_075,PPARA/PPARD,dual,ok,,PAPD_075.pdbqt
PAPD_076,PPARA/PPARD,dual,ok,,PAPD_076.pdbqt
PAPD_077,PPARA/PPARD,dual,ok,,PAPD_077.pdbqt
PAPD_078,PPARA/PPARD,dual,ok,,PAPD_078.pdbqt
PAPD_079,PPARA/PPARD,dual,ok,,PAPD_079.pdbqt
PAPD_080,PPARA/PPARD,dual,ok,,PAPD_080.pdbqt
PAPD_081,PPARA/PPARD,dual,ok,,PAPD_081.pdbqt
PAPD_082,PPARA/PPARD,dual,ok,,PAPD_082.pdbqt
PAPD_083,PPARA/PPARD,dual,ok,,PAPD_083.pdbqt
PAPD_084,PPARA/PPARD,dual,ok,,PAPD_084.pdbqt
PAPD_085,PPARA/PPARD,dual,ok,,PAPD_085.pdbqt
PAPD_086,PPARA/PPARD,dual,ok,,PAPD_086.pdbqt
PAPD_087,PPARA/PPARD,dual,ok,,PAPD_087.pdbqt
PAPD_088,PPARA/PPARD,dual,ok,,PAPD_088.pdbqt
PAPD_089,PPARA/PPARD,dual,ok,,PAPD_089.pdbqt
PAPD_090,PPARA/PPARD,dual,ok,,PAPD_090.pdbqt
PAPD_091,PPARA/PPARD,dual,ok,,PAPD_091.pdbqt
PAPD_092,PPARA/PPARD,dual,ok,,PAPD_092.pdbqt
PAPD_093,PPARA/PPARD,dual,ok,,PAPD_093.pdbqt
PAPD_094,PPARA/PPARD,dual,ok,,PAPD_094.pdbqt
PAPD_095,PPARA/PPARD,dual,ok,,PAPD_095.pdbqt
PAPD_096,PPARA/PPARD,dual,ok,,PAPD_096.pdbqt
PAPD_097,PPARA/PPARD,neither,ok,,PAPD_097.pdbqt
PAPD_098,PPARA/PPARD,neither,ok,,PAPD_098.pdbqt
PAPD_099,PPARA/PPARD,neither,ok,,PAPD_099.pdbqt
PAPD_100,PPARA/PPARD,neither,ok,,PAPD_100.pdbqt
PAPD_101,PPARA/PPARD,neither,ok,,PAPD_101.pdbqt
PAPD_102,PPARA/PPARD,neither,ok,,PAPD_102.pdbqt
PAPD_103,PPARA/PPARD,neither,ok,,PAPD_103.pdbqt
PAPD_104,PPARA/PPARD,neither,ok,,PAPD_104.pdbqt
PAPD_105,PPARA/PPARD,neither,ok,,PAPD_105.pdbqt
PAPD_106,PPARA/PPARD,neither,ok,,PAPD_106.pdbqt
PAPD_107,PPARA/PPARD,neither,ok,,PAPD_107.pdbqt
PAPD_108,PPARA/PPARD,neither,ok,,PAPD_108.pdbqt
PAPD_109,PPARA/PPARD,neither,ok,,PAPD_109.pdbqt
PAPD_110,PPARA/PPARD,neither,ok,,PAPD_110.pdbqt
PGPA_001,PPARG/PPARA,A_only,ok,,PGPA_001.pdbqt
PGPA_002,PPARG/PPARA,A_only,ok,,PGPA_002.pdbqt
PGPA_003,PPARG/PPARA,A_only,ok,,PGPA_003.pdbqt
PGPA_004,PPARG/PPARA,A_only,ok,,PGPA_004.pdbqt
PGPA_005,PPARG/PPARA,A_only,ok,,PGPA_005.pdbqt
PGPA_006,PPARG/PPARA,A_only,ok,,PGPA_006.pdbqt
PGPA_007,PPARG/PPARA,A_only,ok,,PGPA_007.pdbqt
PGPA_008,PPARG/PPARA,A_only,ok,,PGPA_008.pdbqt
PGPA_009,PPARG/PPARA,A_only,ok,,PGPA_009.pdbqt
PGPA_010,PPARG/PPARA,A_only,ok,,PGPA_010.pdbqt
PGPA_011,PPARG/PPARA,A_only,ok,,PGPA_011.pdbqt
PGPA_012,PPARG/PPARA,A_only,ok,,PGPA_012.pdbqt
PGPA_013,PPARG/PPARA,A_only,ok,,PGPA_013.pdbqt
PGPA_014,PPARG/PPARA,A_only,ok,,PGPA_014.pdbqt
PGPA_015,PPARG/PPARA,A_only,ok,,PGPA_015.pdbqt
PGPA_016,PPARG/PPARA,A_only,ok,,PGPA_016.pdbqt
PGPA_017,PPARG/PPARA,A_only,ok,,PGPA_017.pdbqt
PGPA_018,PPARG/PPARA,A_only,ok,,PGPA_018.pdbqt
PGPA_019,PPARG/PPARA,A_only,ok,,PGPA_019.pdbqt
PGPA_020,PPARG/PPARA,A_only,ok,,PGPA_020.pdbqt
PGPA_021,PPARG/PPARA,A_only,ok,,PGPA_021.pdbqt
PGPA_022,PPARG/PPARA,A_only,ok,,PGPA_022.pdbqt
PGPA_023,PPARG/PPARA,A_only,ok,,PGPA_023.pdbqt
PGPA_024,PPARG/PPARA,A_only,ok,,PGPA_024.pdbqt
PGPA_025,PPARG/PPARA,A_only,ok,,PGPA_025.pdbqt
PGPA_026,PPARG/PPARA,A_only,ok,,PGPA_026.pdbqt
PGPA_027,PPARG/PPARA,A_only,ok,,PGPA_027.pdbqt
PGPA_028,PPARG/PPARA,A_only,ok,,PGPA_028.pdbqt
PGPA_029,PPARG/PPARA,A_only,ok,,PGPA_029.pdbqt
PGPA_030,PPARG/PPARA,A_only,ok,,PGPA_030.pdbqt
PGPA_031,PPARG/PPARA,A_only,ok,,PGPA_031.pdbqt
PGPA_032,PPARG/PPARA,A_only,ok,,PGPA_032.pdbqt
PGPA_033,PPARG/PPARA,B_only,ok,,PGPA_033.pdbqt
PGPA_034,PPARG/PPARA,B_only,ok,,PGPA_034.pdbqt
PGPA_035,PPARG/PPARA,B_only,ok,,PGPA_035.pdbqt
PGPA_036,PPARG/PPARA,B_only,ok,,PGPA_036.pdbqt
PGPA_037,PPARG/PPARA,B_only,ok,,PGPA_037.pdbqt
PGPA_038,PPARG/PPARA,B_only,ok,,PGPA_038.pdbqt
PGPA_039,PPARG/PPARA,B_only,ok,,PGPA_039.pdbqt
PGPA_040,PPARG/PPARA,B_only,ok,,PGPA_040.pdbqt
PGPA_041,PPARG/PPARA,B_only,ok,,PGPA_041.pdbqt
PGPA_042,PPARG/PPARA,B_only,ok,,PGPA_042.pdbqt
PGPA_043,PPARG/PPARA,B_only,ok,,PGPA_043.pdbqt
PGPA_044,PPARG/PPARA,B_only,ok,,PGPA_044.pdbqt
PGPA_045,PPARG/PPARA,B_only,ok,,PGPA_045.pdbqt
PGPA_046,PPARG/PPARA,B_only,ok,,PGPA_046.pdbqt
PGPA_047,PPARG/PPARA,B_only,ok,,PGPA_047.pdbqt
PGPA_048,PPARG/PPARA,B_only,ok,,PGPA_048.pdbqt
PGPA_049,PPARG/PPARA,B_only,ok,,PGPA_049.pdbqt
PGPA_050,PPARG/PPARA,B_only,ok,,PGPA_050.pdbqt
PGPA_051,PPARG/PPARA,B_only,ok,,PGPA_051.pdbqt
PGPA_052,PPARG/PPARA,B_only,ok,,PGPA_052.pdbqt
PGPA_053,PPARG/PPARA,B_only,ok,,PGPA_053.pdbqt
PGPA_054,PPARG/PPARA,B_only,ok,,PGPA_054.pdbqt
PGPA_055,PPARG/PPARA,B_only,ok,,PGPA_055.pdbqt
PGPA_056,PPARG/PPARA,B_only,ok,,PGPA_056.pdbqt
PGPA_057,PPARG/PPARA,B_only,ok,,PGPA_057.pdbqt
PGPA_058,PPARG/PPARA,B_only,ok,,PGPA_058.pdbqt
PGPA_059,PPARG/PPARA,B_only,ok,,PGPA_059.pdbqt
PGPA_060,PPARG/PPARA,B_only,ok,,PGPA_060.pdbqt
PGPA_061,PPARG/PPARA,B_only,ok,,PGPA_061.pdbqt
PGPA_062,PPARG/PPARA,B_only,ok,,PGPA_062.pdbqt
PGPA_063,PPARG/PPARA,B_only,ok,,PGPA_063.pdbqt
PGPA_064,PPARG/PPARA,B_only,ok,,PGPA_064.pdbqt
PGPA_065,PPARG/PPARA,dual,ok,,PGPA_065.pdbqt
PGPA_066,PPARG/PPARA,dual,ok,,PGPA_066.pdbqt
PGPA_067,PPARG/PPARA,dual,ok,,PGPA_067.pdbqt
PGPA_068,PPARG/PPARA,dual,ok,,PGPA_068.pdbqt
PGPA_069,PPARG/PPARA,dual,ok,,PGPA_069.pdbqt
PGPA_070,PPARG/PPARA,dual,ok,,PGPA_070.pdbqt
PGPA_071,PPARG/PPARA,dual,ok,,PGPA_071.pdbqt
PGPA_072,PPARG/PPARA,dual,ok,,PGPA_072.pdbqt
PGPA_073,PPARG/PPARA,dual,ok,,PGPA_073.pdbqt
PGPA_074,PPARG/PPARA,dual,ok,,PGPA_074.pdbqt
PGPA_075,PPARG/PPARA,dual,ok,,PGPA_075.pdbqt
PGPA_076,PPARG/PPARA,dual,ok,,PGPA_076.pdbqt
PGPA_077,PPARG/PPARA,dual,ok,,PGPA_077.pdbqt
PGPA_078,PPARG/PPARA,dual,ok,,PGPA_078.pdbqt
PGPA_079,PPARG/PPARA,dual,ok,,PGPA_079.pdbqt
PGPA_080,PPARG/PPARA,dual,ok,,PGPA_080.pdbqt
PGPA_081,PPARG/PPARA,dual,ok,,PGPA_081.pdbqt
PGPA_082,PPARG/PPARA,dual,ok,,PGPA_082.pdbqt
PGPA_083,PPARG/PPARA,dual,ok,,PGPA_083.pdbqt
PGPA_084,PPARG/PPARA,dual,ok,,PGPA_084.pdbqt
PGPA_085,PPARG/PPARA,dual,ok,,PGPA_085.pdbqt
PGPA_086,PPARG/PPARA,dual,ok,,PGPA_086.pdbqt
PGPA_087,PPARG/PPARA,dual,ok,,PGPA_087.pdbqt
PGPA_088,PPARG/PPARA,dual,ok,,PGPA_088.pdbqt
PGPA_089,PPARG/PPARA,dual,ok,,PGPA_089.pdbqt
PGPA_090,PPARG/PPARA,dual,ok,,PGPA_090.pdbqt
PGPA_091,PPARG/PPARA,dual,ok,,PGPA_091.pdbqt
PGPA_092,PPARG/PPARA,dual,ok,,PGPA_092.pdbqt
PGPA_093,PPARG/PPARA,dual,ok,,PGPA_093.pdbqt
PGPA_094,PPARG/PPARA,dual,ok,,PGPA_094.pdbqt
PGPA_095,PPARG/PPARA,dual,ok,,PGPA_095.pdbqt
PGPA_096,PPARG/PPARA,dual,ok,,PGPA_096.pdbqt
PGPA_097,PPARG/PPARA,neither,ok,,PGPA_097.pdbqt
PGPA_098,PPARG/PPARA,neither,ok,,PGPA_098.pdbqt
PGPA_099,PPARG/PPARA,neither,ok,,PGPA_099.pdbqt
PGPA_100,PPARG/PPARA,neither,ok,,PGPA_100.pdbqt
PGPA_101,PPARG/PPARA,neither,ok,,PGPA_101.pdbqt
PGPA_102,PPARG/PPARA,neither,ok,,PGPA_102.pdbqt
PGPA_103,PPARG/PPARA,neither,ok,,PGPA_103.pdbqt
PGPA_104,PPARG/PPARA,neither,ok,,PGPA_104.pdbqt
PGPA_105,PPARG/PPARA,neither,ok,,PGPA_105.pdbqt
PGPA_106,PPARG/PPARA,neither,ok,,PGPA_106.pdbqt
PGPA_107,PPARG/PPARA,neither,ok,,PGPA_107.pdbqt
PGPA_108,PPARG/PPARA,neither,ok,,PGPA_108.pdbqt
PGPA_109,PPARG/PPARA,neither,ok,,PGPA_109.pdbqt
PGPA_110,PPARG/PPARA,neither,ok,,PGPA_110.pdbqt
