name,canonical_smiles,max_phase,s_u_percentile,s_n_percentile,pareto_front,nn_tanimoto_urat1_active,nn_tanimoto_nlrp3_active,novel_vs_urat1_tc_lt_0.4,novel_vs_nlrp3_tc_lt_0.4
MONEPANTEL,C[C@](C#N)(COc1cc(C#N)ccc1C(F)(F)F)NC(=O)c1ccc(SC(F)(F)F)cc1,1.0,68.50447966919366,49.55203308063405,False,0.296,0.234,True,True
OCADUSERTIB,CN1C(=O)[C@@H](NC(=O)c2nnc(Cc3ccccc3)[nH]2)COc2ccc(C#CC(C)(C)O)cc21,2.0,68.4355616815989,88.76636802205375,False,0.211,0.179,True,True
PELIGLITAZAR,COc1ccc(OC(=O)N(CC(=O)O)[C@@H](C)c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,2.0,68.36664369400414,86.4920744314266,False,0.25,0.192,True,True
ZAVONDEMSTAT,CC(C)c1ccc(N(C)c2ccc3c(c2)OCC[C@H]3CNc2cnccc2C(=O)O)cc1,2.0,68.29772570640938,50.137835975189525,False,0.261,0.236,True,True
XL-228,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,1.0,68.22880771881461,81.18538938662991,False,0.159,0.179,True,True
AR-67,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[Si](C)(C)C(C)(C)C,2.0,68.15988973121985,37.90489317711923,False,0.205,0.174,True,True
RO-4987655,O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F,1.0,68.09097174362509,65.19641626464508,False,0.232,0.184,True,True
SETILEUTON,CC[C@](O)(c1nnc(NCc2ccc3c(-c4ccc(F)cc4)cc(=O)oc3c2)o1)C(F)(F)F,2.0,68.02205375603032,81.11647139903515,False,0.209,0.188,True,True
AMP579,CCNC(=O)[C@H]1CC(n2ccc3c(NC(CC)Cc4sccc4Cl)ncnc32)[C@H](O)[C@@H]1O,2.0,67.95313576843556,50.137835975189525,False,0.241,0.188,True,True
H3B-6527,C=CC(=O)Nc1cc(N2CCN(CC)CC2)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,1.0,67.8842177808408,50.137835975189525,False,0.198,0.195,True,True
VARLITINIB,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,2.0,67.81529979324603,91.38525155065471,False,0.242,0.173,True,True
BMS-394136,CC1=C(C(=O)N2CCC[C@H]2c2ccc(F)cc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,1.0,67.74638180565127,50.137835975189525,False,0.258,0.198,True,True
EDONENTAN,Cc1onc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)CC(C)(C)C)c1C,2.0,67.67746381805651,91.38525155065471,False,0.224,0.263,True,True
SELVIGALTIN,OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,2.0,67.60854583046175,91.0406616126809,False,0.179,0.152,True,True
LUVOMETINIB,Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C3CC3)nc(-c3cccc(NS(=O)(=O)C4CC4)c3)c21,2.0,67.53962784286699,89.66230186078566,False,0.205,0.182,True,True
TACACICLIB,CC(C)[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1cccc(-c2ccc(NC(=O)/C=C/CN3CCOCC3)nc2)c1,2.0,67.47070985527223,91.38525155065471,False,0.204,0.218,True,True
TSN-084,CC(C)Oc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,1.0,67.40179186767746,49.896623018607855,False,0.25,0.248,True,True
COLURACETAM,Cc1oc2nc3c(c(NC(=O)CN4CCCC4=O)c2c1C)CCCC3,2.0,67.3328738800827,50.137835975189525,False,0.195,0.26,True,True
SIMOTINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,3.0,67.26395589248794,50.137835975189525,False,0.217,0.171,True,True
RAVUCONAZOLE,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,2.0,67.19503790489318,74.43142660234321,False,0.286,0.202,True,True
ETHYL BISCOUMACETATE,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,2.0,67.12611991729842,58.44245348035837,False,0.365,0.259,True,True
FOSDEVIRINE,CO[P@](=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,2.0,67.05720192970365,37.008959338387314,False,0.194,0.177,True,True
VODOBATINIB,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,2.0,66.9882839421089,50.137835975189525,False,0.266,0.211,True,True
METHYLPREDNISOLONE ACEPONATE,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2.0,66.91936595451413,21.709166092350102,False,0.153,0.198,True,True
SORNIDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3O)C1c1ccccc1[N+](=O)[O-],2.0,66.85044796691938,59.26946933149553,False,0.202,0.182,True,True
AZAMULIN,CC[C@]1(C)C[C@@H](OC(=O)CSc2nnc(N)[nH]2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2.0,66.7815299793246,50.137835975189525,False,0.163,0.16,True,True
SGI-1776,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,1.0,66.71261199172984,87.11233631977946,False,0.281,0.315,True,True
TAS-115,CNC(=O)c1cc2c(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)ccnc2cc1OC,1.0,66.64369400413509,58.78704341833219,False,0.247,0.206,True,True
GLYBURIDE,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,4.0,66.57477601654031,42.03997243280496,False,0.261,0.297,True,True
LISAVANBULIN,N#CCCNc1nonc1-c1nc2ccccc2n1CC(=O)c1ccc(NC(=O)[C@@H](N)CCCCN)cc1,2.0,66.50585802894555,91.38525155065471,False,0.2,0.193,True,True
GANSTIGMINE,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,2.0,66.4369400413508,52.58442453480359,False,0.207,0.239,True,True
PPL-100,COC(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,1.0,66.36802205375602,75.63749138525155,False,0.211,0.165,True,True
EDAGLITAZONE,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)c2sccc12,2.0,66.29910406616126,75.63749138525155,False,0.206,0.22,True,True
PYRINOLINE,OC(C1=CC(=C(c2ccccn2)c2ccccn2)C=C1)(c1ccccn1)c1ccccn1,2.0,66.2301860785665,50.137835975189525,False,0.178,0.179,True,True
ODANACATIB,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,3.0,66.16126809097173,82.42591316333562,False,0.219,0.198,True,True
ELISARTAN,CCCCc1nc(Cl)c(C(=O)OC(C)OC(=O)OCC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2.0,66.09235010337697,95.17574086836665,False,0.217,0.2,True,True
RADOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,3.0,66.02343211578223,50.137835975189525,False,0.214,0.278,True,True
APG-2449,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1=CCN(C2CCOCC2)CC1,1.0,65.95451412818745,50.137835975189525,False,0.196,0.205,True,True
ULIXERTINIB,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,2.0,65.8855961405927,91.38525155065471,False,0.241,0.237,True,True
TOLEBRUTINIB,C=CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)nccc32)C1,3.0,65.81667815299794,41.35079255685734,False,0.221,0.206,True,True
UPLARAFENIB,CCCS(=O)(=O)Nc1cc(F)c(F)c(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1F,2.0,65.74776016540316,75.63749138525155,False,0.247,0.245,True,True
EDATREXATE,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,2.0,65.6788421778084,55.75465196416265,False,0.207,0.188,True,True
TERODILINE,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,4.0,65.60992419021365,50.137835975189525,False,0.197,0.169,True,True
BMS-986310,CC(C)NC(=O)c1ccc2c(c1)[C@]1(CCO2)C[C@H]1C(=O)Nc1cc(C#N)ccc1CCCC(=O)O,2.0,65.54100620261889,91.38525155065471,False,0.22,0.216,True,True
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,1.0,65.47208821502413,96.20951068228808,False,0.247,0.231,True,True
SPIROGLUMIDE,O=C(O)CC[C@@H](NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N1CCC2(CCCC2)CC1,2.0,65.40317022742937,82.35699517574086,False,0.195,0.198,True,True
NEFEXTINIB,COc1cc(F)ccc1-c1c(C)sc2cnc(Nc3cnn(C4CCNCC4)c3)nc12,2.0,65.3342522398346,91.38525155065471,False,0.215,0.21,True,True
ZOLASARTAN,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nnn[nH]3)c(Br)c2c1,2.0,65.26533425223984,54.16953824948312,False,0.27,0.182,True,True
CG-200745,CN(C)CCCNC(=O)/C(=C/CCCCC(=O)NO)COc1cccc2ccccc12,2.0,65.19641626464508,35.56168159889731,False,0.207,0.242,True,True
MLN-0415,C[C@@H]1CN(C(=O)CN2CC(C)(C)OC[C@H]2C(=O)Nc2cc(Cl)cc3c2[nH]c2cnccc23)C[C@H](C)O1,1.0,65.12749827705031,91.38525155065471,False,0.202,0.183,True,True
BASMISANIL,Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1,2.0,65.05858028945555,63.54238456237078,False,0.213,0.192,True,True
SURINABANT,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,2.0,64.98966230186079,50.137835975189525,False,0.288,0.227,True,True
ALILUSEM,Cc1ccccc1C(=O)N1CC/C(=N\OS(=O)(=O)O)c2ccc(Cl)cc21,2.0,64.92074431426602,50.137835975189525,False,0.303,0.207,True,True
ETORICOXIB,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,4.0,64.85182632667126,95.72708476912474,False,0.271,0.238,True,True
CANERTINIB,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,3.0,64.7829083390765,50.137835975189525,False,0.253,0.202,True,True
GLICARAMIDE,CCn1nc(C)c2c(OCCC(C)C)c(C(=O)NCCc3ccc(S(=O)(=O)NC(=O)NC4CCCCC4)cc3)cnc21,2.0,64.71399035148173,89.5933838731909,False,0.194,0.228,True,True
RINTODESTRANT,Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,1.0,64.64507236388697,55.96140592694694,False,0.27,0.17,True,True
TALAMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,2.0,64.57615437629221,31.21984838042729,False,0.186,0.182,True,True
SB-705498,O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,2.0,64.50723638869744,59.131633356306,False,0.256,0.268,True,True
DISERMOLIDE,C=C/C=C\[C@H](C)[C@H](OC(N)=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)/C=C\[C@@H](O)C[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H]1C,2.0,64.43831840110269,91.38525155065471,False,0.149,0.126,True,True
SC-43,N#Cc1ccc(Oc2cccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)cc1,1.0,64.36940041350793,75.63749138525155,False,0.369,0.237,True,True
BMS-741672,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](Nc3ncnc4ccc(C(F)(F)F)cc34)C2=O)[C@H](NS(C)(=O)=O)C1,2.0,64.30048242591316,75.63749138525155,False,0.257,0.281,True,True
RESIGRATINIB,C=CC(=O)N1C[C@@H](n2nc(C#Cc3c(F)cc4c(ncn4C4CC4)c3F)c(C(N)=O)c2NC)C[C@@H]1COC,2.0,64.2315644383184,25.844245348035837,False,0.163,0.167,True,True
FILOREXANT,Cc1ccc(-c2ncccn2)c(C(=O)N2C[C@H](COc3ccc(F)cn3)CC[C@H]2C)c1,2.0,64.16264645072364,91.38525155065471,False,0.268,0.233,True,True
AZELOPRAZOLE SODIUM,Cc1cnc(C[S@@+]([O-])c2nc3ccccc3[n-]2)c(C)c1OCC1COC(C)(C)OC1,1.0,64.09372846312887,75.63749138525155,False,0.165,0.156,True,True
PCI-27483,N=C(N)c1ccc2nc(-c3cc(CC(=O)N[C@@H](CC(=O)O)C(=O)O)cc(-c4cc(S(N)(=O)=O)ccc4O)c3O)[nH]c2c1,2.0,64.02481047553412,95.65816678153,False,0.175,0.17,True,True
CICLOTIZOLAM,Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21,2.0,63.95589248793936,50.137835975189525,False,0.235,0.189,True,True
LSZ-102,CC(F)(F)c1cc(F)ccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,1.0,63.88697450034459,91.38525155065471,False,0.244,0.184,True,True
CRONIDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2COC3(CCN(c4ccc(Cl)cc4)CC3)O2)[C@H]1c1cccc([N+](=O)[O-])c1,2.0,63.81805651274984,50.137835975189525,False,0.2,0.209,True,True
TIOCLOMAROL,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(Cl)cc1)c1ccc(Cl)s1,2.0,63.74913852515507,91.38525155065471,False,0.239,0.179,True,True
ELGODIPINE,CC1=C(C(=O)OCCN(C)Cc2ccc(F)cc2)C(c2cccc3c2OCO3)C(C(=O)OC(C)C)=C(C)N1,2.0,63.6802205375603,50.137835975189525,False,0.189,0.225,True,True
ONAMETOSTAT,Nc1nc2cc(CC[C@H]3C[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)ccc2cc1Br,1.0,63.61130254996554,75.63749138525155,False,0.188,0.15,True,True
JHU-75528 C-11,[11CH3]Oc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,1.0,63.5079255685734,19.40041350792557,False,0.264,0.208,True,True
JHU-75528,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,1.0,63.5079255685734,19.40041350792557,False,0.264,0.208,True,True
OFIRNOFLAST,Nc1ncnc2c1c(-c1ccc(NC(=O)Nc3cc(C4(C(F)(F)F)CC4)on3)c(F)c1)cn2C1CC1,2.0,63.40454858718125,91.38525155065471,False,0.2,0.198,True,True
LIRIMILAST,CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(C(=O)c3ccc(Cl)cc3Cl)oc2c1,2.0,63.33563059958649,91.38525155065471,False,0.26,0.197,True,True
TALOTREXIN,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,2.0,63.26671261199173,97.58787043418332,False,0.204,0.175,True,True
AZD3965,Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C,1.0,63.19779462439696,29.221226740179183,False,0.181,0.2,True,True
GSK2256294,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,2.0,63.12887663680221,91.38525155065471,False,0.247,0.292,True,True
BRILANESTRANT,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,2.0,63.05995864920744,50.137835975189525,False,0.296,0.263,True,True
PF-00610355,CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,2.0,62.99104066161267,24.01791867677464,False,0.229,0.195,True,True
ONO-7684,Nc1ccc(-c2nc([C@H]3CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)cc(=O)n43)c(F)[nH]2)c(F)n1,1.0,62.92212267401791,91.38525155065471,False,0.175,0.171,True,True
ALMURTIDE,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1OCC(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)O)C(N)=O,2.0,62.85320468642316,84.97587870434184,False,0.156,0.135,True,True
PIMODIVIR,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,3.0,62.7842866988284,91.38525155065471,False,0.195,0.189,True,True
DECERNOTINIB,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,2.0,62.71536871123363,71.67470709855273,False,0.238,0.204,True,True
MOCETINOSTAT,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,2.0,62.64645072363887,79.66919365954514,False,0.25,0.218,True,True
PIRODOMAST,O=c1c(N2CCCC2)c(O)c2cccnc2n1-c1ccccc1,2.0,62.577532736044105,54.9276361130255,False,0.29,0.225,True,True
DPOC-4088,O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ncccc1F,1.0,62.50861474844934,91.10957960027568,False,0.239,0.25,True,True
PF-06842874,CC(=O)c1c(C)c2cnc(N[C@@H]3CCOC[C@H]3O)cc2n(C2CCCC2)c1=O,1.0,62.43969676085459,91.38525155065471,False,0.17,0.279,True,True
PEVONEDISTAT,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,3.0,62.37077877325983,97.31219848380428,False,0.208,0.186,True,True
PF-4136309,O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,2.0,62.30186078566506,75.63749138525155,False,0.28,0.245,True,True
ASERIPIDE,C[C@H](C(=O)O)c1cccc(NC(=O)NCC(=O)N2[C@@H](c3ccccc3F)SC[C@H]2C(=O)OC(C)(C)C)c1,2.0,62.2329427980703,54.65196416264645,False,0.242,0.192,True,True
SD-0006,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,1.0,62.16402481047554,91.38525155065471,False,0.221,0.195,True,True
GS-6620,CC(C)OC(=O)[C@H](C)N[P@+]([O-])(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1OC(=O)C(C)C)Oc1ccccc1,1.0,62.09510682288077,64.71399035148173,False,0.174,0.219,True,True
INT131,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,2.0,62.026188835286014,97.93246037215714,False,0.426,0.212,False,True
AZACLORZINE,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,2.0,61.95727084769125,60.0275671950379,False,0.211,0.272,True,True
LY-2940094,Cc1nn(-c2ncccc2CO)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,2.0,61.88835286009648,76.49896623018608,False,0.239,0.225,True,True
CENACITINIB,CNc1cc(Nc2cc(F)cc3c2OCCO3)nc2c(NC(=O)N[C@@H]3C[C@@H]3F)cnn12,2.0,61.81943487250172,38.800827015851134,False,0.179,0.194,True,True
OSI-930,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,1.0,61.75051688490696,50.137835975189525,False,0.276,0.221,True,True
EXARAFENIB,Cc1ccc(NC(=O)N2CC[C@@H](CC(F)(F)F)C2)cc1-c1cc(N[C@H](C)CO)nc(N2CCOCC2)c1,2.0,61.6815988973122,91.38525155065471,False,0.191,0.245,True,True
CEFATRIZINE,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,2.0,61.61268090971743,74.29359062715368,False,0.229,0.173,True,True
UCB-1184197,CCOC(=O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C12CCCCC2,2.0,61.54376292212267,96.41626464507236,False,0.241,0.289,True,True
ASP-8302,C[C@@H]1CCCN1Cc1sc(NC(=O)c2cnc(N3CCN(CCC(=O)O)[C@@H](C)C3)cn2)nc1-c1cc(Cl)cs1,2.0,61.47484493452791,91.38525155065471,False,0.196,0.214,True,True
EZM-0414,CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1,1.0,61.40592694693314,84.70020675396277,False,0.198,0.272,True,True
NAPORAFENIB,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,3.0,61.33700895933838,91.38525155065471,False,0.231,0.281,True,True
TERN-101,Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,2.0,61.268090971743625,73.05306685044796,False,0.292,0.182,True,True
RALANITEN ACETATE,CC(=O)OC[C@H](COc1ccc(C(C)(C)c2ccc(OC[C@@H](CCl)OC(C)=O)cc2)cc1)OC(C)=O,1.0,61.19917298414887,64.02481047553412,False,0.228,0.209,True,True
CEFCANEL,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1,2.0,61.1302549965541,70.02067539627843,False,0.239,0.194,True,True
NT-0796,CC(C)OC(=O)[C@@H](Cc1ncccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2,1.0,61.061337008959335,91.38525155065471,False,0.222,1.0,True,False
PF-04991532,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1,2.0,60.992419021364576,81.04755341144039,False,0.222,0.229,True,True
IDH305,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,2.0,60.92350103376981,91.38525155065471,False,0.182,0.202,True,True
EMZELTRECTINIB,NC(=O)c1c(N)nn2ccc(N3C[C@@H](F)C[C@@H]3c3cc(F)ccc3F)nc12,2.0,60.85458304617506,51.75740868366644,False,0.192,0.196,True,True
AVORALSTAT,C=Cc1cc(C(=O)Nc2ccc(C(=N)N)cc2)c(-c2ccc(C(=O)NCC3CC3)nc2C(=O)O)cc1OC,3.0,60.78566505858029,91.38525155065471,False,0.228,0.193,True,True
LANOPEPDEN,Cc1nc(NNC(=O)[C@H](CC2CCCC2)CN(O)C=O)c(F)c(N2CCN3CCOC[C@@H]3C2)n1,2.0,60.716747070985534,43.96967608545831,False,0.15,0.182,True,True
LY-295501,O=C(Nc1ccc(Cl)c(Cl)c1)NS(=O)(=O)c1ccc2c(c1)CCO2,2.0,60.64782908339077,95.93383873190902,False,0.243,0.361,True,True
VOCIPROTAFIB,Cc1nc(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)c(CO)nc1Sc1ccnc(N)c1Cl,2.0,60.57891109579601,50.137835975189525,False,0.213,0.162,True,True
TELUDIPINE,CCOC(=O)C1=C(C)NC(CN(C)C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,2.0,60.50999310820124,22.67401791867677,False,0.167,0.196,True,True
RAVOXERTINIB,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,2.0,60.44107512060648,24.01791867677464,False,0.191,0.222,True,True
DANICAMTIV,Cn1cc(S(=O)(=O)[C@@](C)(F)C2CCN(C(=O)Nc3ccon3)CC2)c(C(F)F)n1,2.0,60.37215713301172,39.9724328049621,False,0.208,0.253,True,True
FUMOXICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](/N=C/c3ccco3)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,2.0,60.30323914541695,66.36802205375602,False,0.198,0.192,True,True
ZEGOCRACTIN,Cc1cccc(F)c1C(=O)Nc1cnc(-c2cc3c(cc2Cl)OC(F)(F)O3)cn1,2.0,60.234321157822194,56.65058580289455,False,0.253,0.219,True,True
MOTUGIVATREP,O=C(/C=C1\CCOc2cc(C(F)(F)F)ccc21)Nc1cccc2c1C[C@H](O)CC2,2.0,60.16540317022743,91.38525155065471,False,0.223,0.294,True,True
TUNLAMETINIB,O=C(NOCCO)c1cc2scnc2c(F)c1Nc1ccc(I)cc1F,3.0,60.09648518263266,57.47760165403171,False,0.243,0.167,True,True
PHYTONADIOL SODIUM DIPHOSPHATE,C/C(=C\Cc1c(C)c(OP(=O)([O-])O)c2ccccc2c1OP(=O)([O-])O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,2.0,60.0275671950379,50.137835975189525,False,0.195,0.156,True,True
ACUMAPIMOD,Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,2.0,59.95864920744314,50.137835975189525,False,0.254,0.262,True,True
SITALIDONE,CC(C)c1cc(NS(=O)(=O)c2cc(C3(O)CCC(=O)N3C)ccc2Cl)cc(C(C)C)c1O,2.0,59.88973121984837,75.63749138525155,False,0.279,0.222,True,True
SLC-391,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nnc(CC2CC2)o1,1.0,59.82081323225361,70.22742935906273,False,0.158,0.2,True,True
TRIMETHYLDIPHENYLPROPYLAMINE,CC(CC(c1ccccc1)c1ccccc1)N(C)C,-1.0,59.75189524465885,26.809097174362503,False,0.207,0.167,True,True
TERUTROBAN,Cc1ccc2c(c1CCC(=O)O)CC[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C2,3.0,59.682977257064096,75.63749138525155,False,0.25,0.29,True,True
PIMILPROST,CCCC[C@H](C)C[C@H](O)/C=C/[C@@H]1[C@H]2C[C@H](CCOCC(=O)OC)C[C@H]2C[C@H]1O,2.0,59.61405926946933,81.25430737422468,False,0.14,0.148,True,True
