pair,ligand,molecule_chembl_id,frozen_class,high_conf_class,pchembl_A,pchembl_B,n_records_A,n_records_B,standard_types_A,standard_types_B,assay_types_A,assay_types_B,organisms_A,organisms_B,n_documents,documents,loo_auroc_delta,priority_flags,machine_incomparability_flag,human_include_exclude,human_reviewed_class,human_rationale,reviewed_by,review_date,note
EGFR/HER2,EH120_095,CHEMBL256362,B_only,B_only,5.96,7.64,1,1,IC50,IC50,B,B,,,1,CHEMBL1141561,-0.0035,egfr_directional_priority;borderline_pA,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_096,CHEMBL5561933,B_only,B_only,5.67,7.28,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL5506072,-0.0058,egfr_directional_priority,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_097,CHEMBL194337,B_only,B_only,5.68,7.16,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL1141048,0.0046,egfr_directional_priority,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_098,CHEMBL5557178,B_only,B_only,5.33,6.8,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL5506072,-0.0035,egfr_directional_priority,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_099,CHEMBL1080272,B_only,B_only,4.82,6.21,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL1154343,-0.0035,egfr_directional_priority;borderline_pB,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_100,CHEMBL5561503,B_only,B_only,5.86,7.23,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL5506072,0.0046,egfr_directional_priority;borderline_pA,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_101,CHEMBL5558817,B_only,B_only,5.38,6.67,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL5506072,-0.0058,egfr_directional_priority,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_103,CHEMBL4087921,neither,neither,4.33,4.28,2,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3994595,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_104,CHEMBL4102214,neither,neither,4.35,4.24,2,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3994595,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_105,CHEMBL4102942,neither,neither,4.35,4.28,2,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3994595,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
EGFR/HER2,EH120_106,CHEMBL4074782,neither,neither,4.4,4.33,2,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3994595,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_012,CHEMBL4212275,dual,dual,7.33,7.91,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL4190343,-0.0204,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_015,CHEMBL2064464,dual,dual,9.5,7.2,3,1,IC50;Ki,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL2062461,0.0134,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_018,CHEMBL659,dual,dual,7.21,7.29,42,30,EC50;IC50;Ki,IC50;Ki,B;F,B,Homo sapiens,Homo sapiens,54,CHEMBL1135324;CHEMBL1135547;CHEMBL1139709;CHEMBL1141279;CHEMBL1142630;CHEMBL1146616;CHEMBL1148814;CHEMBL1149251;CHEMBL1150386;CHEMBL1150531;CHEMBL1152325;CHEMBL1155941;CHEMBL1156800;CHEMBL1158060;CHEMBL1221246;CHEMBL1649337;CHEMBL1667723;CHEMBL1781988;CHEMBL1909046;CHEMBL2016507;CHEMBL2157925;CHEMBL2311409;CHEMBL2380294;CHEMBL3045895;CHEMBL3124749;CHEMBL3351711;CHEMBL3351862;CHEMBL3585326;CHEMBL3596196;CHEMBL3769338;CHEMBL3826956;CHEMBL3871299;CHEMBL4007475;CHEMBL4138158;CHEMBL4138291;CHEMBL4145670;CHEMBL4316628;CHEMBL4330159;CHEMBL4342404;CHEMBL4351013;CHEMBL4673177;CHEMBL4673260;CHEMBL4765271;CHEMBL4837234;CHEMBL5029165;CHEMBL5113531;CHEMBL5233206;CHEMBL5360557;CHEMBL5584230;CHEMBL5729693;CHEMBL6092139;CHEMBL6103578;CHEMBL6121005;CHEMBL6153146,-0.025,mixed_endpoint;biochem_and_functional;high_auroc_influence,1,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_020,CHEMBL334395,dual,dual,6.52,7.0,1,1,IC50,IC50,B,B,,,1,CHEMBL1148382,-0.025,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_023,CHEMBL4207101,dual,dual,8.12,8.63,3,1,IC50;Ki,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL4190343,0.0073,mixed_endpoint;top_document_series,1,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_037,CHEMBL597794,A_only,A_only,6.96,4.04,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL1157624,-0.007,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_038,CHEMBL599644,A_only,A_only,7.28,5.3,2,1,IC50;Ki,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL1157624,-0.0009,mixed_endpoint;top_document_series,1,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_039,CHEMBL597188,A_only,A_only,7.25,5.09,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL1157624,0.0115,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_040,CHEMBL222904,A_only,A_only,8.48,5.07,2,1,IC50;Ki,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL1149275,0.0069,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_041,CHEMBL164,A_only,A_only,7.92,4.15,2,1,IC50;Ki,Ki,B,B,Homo sapiens,Homo sapiens,2,CHEMBL1154681;CHEMBL3045386,0.0007,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_047,CHEMBL4292477,A_only,A_only,7.39,5.37,2,1,IC50;Ki,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL4270563,-0.0055,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_070,CHEMBL5178828,B_only,B_only,5.11,7.53,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL5154805,0.0023,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_074,CHEMBL5184276,B_only,B_only,4.63,8.64,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL5154805,0.0119,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_082,CHEMBL5189830,B_only,B_only,5.07,8.72,2,2,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL5154805,0.0119,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_087,CHEMBL344593,neither,neither,5.19,5.47,1,2,IC50,IC50;Ki,B,B,,Equus caballus,2,CHEMBL1136484;CHEMBL1145898,,mixed_endpoint;non_human_assay_organism,1,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_089,CHEMBL4792013,neither,neither,4.78,5.12,1,1,IC50,IC50,A,B,Homo sapiens,Homo sapiens,1,CHEMBL4680246,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_091,CHEMBL4787165,neither,neither,4.76,5.19,1,1,IC50,IC50,A,B,Homo sapiens,Homo sapiens,1,CHEMBL4680246,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
AChE/BChE,AB_094,CHEMBL4761179,neither,neither,4.71,5.29,1,1,IC50,IC50,A,B,Homo sapiens,Homo sapiens,1,CHEMBL4680246,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_007,CHEMBL3799187,dual,dual,8.0,8.05,2,3,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3797054,0.0066,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_016,CHEMBL2165191,dual,dual,7.1,8.0,3,13,IC50,IC50,B,B;F,Homo sapiens,Homo sapiens,5,CHEMBL4831512;CHEMBL5444388;CHEMBL5446079;CHEMBL5465560;CHEMBL5678808,-0.0106,biochem_and_functional,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_022,CHEMBL3799511,dual,dual,8.05,8.52,2,3,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3797054,-0.0026,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_023,CHEMBL1796763,dual,dual,8.52,6.69,2,2,IC50;Ki,IC50;Ki,B,B,,,1,CHEMBL1949622,-0.0185,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_030,CHEMBL3608928,A_only,A_only,7.62,5.15,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3608239,0.0119,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_037,CHEMBL3218581,A_only,A_only,7.82,5.19,3,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,3,CHEMBL3217752;CHEMBL3608239;CHEMBL3608263,0.0119,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_038,CHEMBL4521863,A_only,A_only,7.05,5.5,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL4428080,-0.0266,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_039,CHEMBL477999,A_only,A_only,6.64,5.16,1,1,IC50,IC50,B,B,,,1,CHEMBL1155863,-0.0238,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_041,CHEMBL4593752,A_only,A_only,6.5,5.1,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL4414631,-0.0238,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_042,CHEMBL3609537,A_only,A_only,7.16,5.07,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3608239,0.0119,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_043,CHEMBL3609538,A_only,A_only,7.48,5.16,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3608239,0.0119,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_046,CHEMBL3608924,A_only,A_only,7.52,5.3,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3608239,0.0119,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_049,CHEMBL5992500,A_only,A_only,6.52,5.39,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL5728361,-0.0238,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_066,CHEMBL2064343,B_only,B_only,5.08,7.05,1,2,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL2062364,0.004,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_067,CHEMBL2064414,B_only,B_only,5.48,6.95,1,2,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL2062364,-0.0053,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_071,CHEMBL2064345,B_only,B_only,5.24,6.98,1,2,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL2062364,0.0079,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_074,CHEMBL2064344,B_only,B_only,5.17,8.1,1,2,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL2062364,-0.0026,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_080,CHEMBL3955003,B_only,B_only,5.24,8.72,1,3,Kd,IC50;Kd,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3864168,0.0106,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_084,CHEMBL3956037,B_only,B_only,5.37,9.4,1,3,Kd,IC50;Kd,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3864168,-0.0013,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_085,CHEMBL1242661,neither,neither,4.0,5.28,1,1,IC50,IC50,B,B,,,1,CHEMBL1240340,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_088,CHEMBL1241357,neither,neither,4.77,4.0,1,1,IC50,IC50,B,B,,,1,CHEMBL1240340,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_091,CHEMBL1241584,neither,neither,4.92,4.3,1,1,IC50,IC50,B,B,,,1,CHEMBL1240340,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_094,CHEMBL1242660,neither,neither,4.0,4.0,1,1,IC50,IC50,B,B,,,1,CHEMBL1240340,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/PIK3CB,PAB_097,CHEMBL1242665,neither,neither,4.0,4.28,1,1,IC50,IC50,B,B,,,1,CHEMBL1240340,,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_01,CHEMBL573339,dual,dual,8.89,8.28,32,15,IC50;Kd,IC50;Kd;Ki,B,B,Homo sapiens,Homo sapiens,29,CHEMBL1150977;CHEMBL1908390;CHEMBL1914457;CHEMBL1933031;CHEMBL2086312;CHEMBL2216751;CHEMBL3108771;CHEMBL3352220;CHEMBL3407441;CHEMBL3734757;CHEMBL3763019;CHEMBL3769354;CHEMBL3779897;CHEMBL3804794;CHEMBL3865829;CHEMBL4007445;CHEMBL4020805;CHEMBL4049399;CHEMBL4706478;CHEMBL4765397;CHEMBL4813992;CHEMBL4823294;CHEMBL5108059;CHEMBL5244238;CHEMBL5647682;CHEMBL5653618;CHEMBL5661974;CHEMBL6120936;CHEMBL6134929,0.0181,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_02,CHEMBL1236962,dual,dual,10.72,9.74,13,5,EC50;IC50;Ki,IC50,B,B,Homo sapiens,Homo sapiens,14,CHEMBL3763019;CHEMBL3865829;CHEMBL4020805;CHEMBL4251704;CHEMBL4665651;CHEMBL4732196;CHEMBL4842397;CHEMBL5209897;CHEMBL5210307;CHEMBL5346869;CHEMBL5532641;CHEMBL5653604;CHEMBL5653618;CHEMBL5715955,0.0181,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_03,CHEMBL592445,dual,dual,9.4,9.4,5,6,IC50;Kd,IC50;Kd,B,B,Homo sapiens,Homo sapiens,6,CHEMBL1157610;CHEMBL1806467;CHEMBL4017506;CHEMBL4308824;CHEMBL4680347;CHEMBL5046253,-0.0358,mixed_endpoint;top_document_series;high_auroc_influence,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_04,CHEMBL1879463,dual,dual,8.85,9.35,15,18,EC50;IC50,IC50,A;B,B,Homo sapiens,Homo sapiens,24,CHEMBL3217752;CHEMBL3286093;CHEMBL3576869;CHEMBL3600364;CHEMBL3779897;CHEMBL3860068;CHEMBL3886601;CHEMBL4000150;CHEMBL4229417;CHEMBL4265945;CHEMBL4359902;CHEMBL4364276;CHEMBL4390691;CHEMBL4428080;CHEMBL4477271;CHEMBL4706599;CHEMBL4811304;CHEMBL5108059;CHEMBL5137017;CHEMBL5500428;CHEMBL5620391;CHEMBL5653604;CHEMBL5653618;CHEMBL6177937,0.0181,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_05,CHEMBL521851,dual,dual,10.0,8.52,31,13,IC50;Kd;Ki,IC50;Kd;Ki,A;B;F,B,Homo sapiens,Homo sapiens,22,CHEMBL1140078;CHEMBL1154879;CHEMBL1908390;CHEMBL2380305;CHEMBL2384988;CHEMBL3352433;CHEMBL3813678;CHEMBL4017506;CHEMBL4049442;CHEMBL4052600;CHEMBL4152344;CHEMBL4373732;CHEMBL4414631;CHEMBL4706478;CHEMBL5137017;CHEMBL5209897;CHEMBL5210307;CHEMBL5212743;CHEMBL5214883;CHEMBL5236659;CHEMBL5518190;CHEMBL5653618,0.0181,mixed_endpoint;biochem_and_functional;top_document_series,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_06,CHEMBL1922094,dual,dual,9.21,8.48,3,3,IC50;Kd;Ki,IC50;Kd;Ki,B,B,Homo sapiens,Homo sapiens,5,CHEMBL1921798;CHEMBL3813614;CHEMBL4017506;CHEMBL5346869;CHEMBL5653604,-0.0064,mixed_endpoint;top_document_series,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_08,CHEMBL1234354,dual,dual,9.24,8.1,6,3,IC50;Ki,IC50;Ki,B,B,Homo sapiens,Homo sapiens,7,CHEMBL2016534;CHEMBL3217449;CHEMBL3351642;CHEMBL3639030;CHEMBL4145625;CHEMBL5126514;CHEMBL5223150,-0.0358,mixed_endpoint;high_auroc_influence,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_09,CHEMBL4084907,dual,dual,8.82,7.92,6,4,IC50;Kd;Ki,IC50;Kd;Ki,B,B,Homo sapiens,Homo sapiens,2,CHEMBL4017506;CHEMBL4359834,0.0083,mixed_endpoint;top_document_series,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_10,CHEMBL1256459,dual,dual,7.85,9.54,6,7,EC50;IC50;Kd,IC50;Kd,B,B;F,Homo sapiens,Homo sapiens,5,CHEMBL1255226;CHEMBL1765054;CHEMBL5444388;CHEMBL5446079;CHEMBL5465560,0.0181,mixed_endpoint;biochem_and_functional,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_11,CHEMBL3545097,dual,dual,7.82,10.04,4,11,EC50;Kd;Ki,IC50;Kd;Ki,B,B,Homo sapiens,Homo sapiens,8,CHEMBL4270669;CHEMBL4406914;CHEMBL4673190;CHEMBL4842376;CHEMBL5244238;CHEMBL5532641;CHEMBL5715952;CHEMBL5715955,-0.0162,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_12,CHEMBL2017974,dual,dual,8.46,7.72,13,7,IC50;Kd;Ki,IC50;Kd;Ki,B,B,Homo sapiens,Homo sapiens,8,CHEMBL2016472;CHEMBL4017506;CHEMBL4196123;CHEMBL4270669;CHEMBL4311940;CHEMBL5096219;CHEMBL5137017;CHEMBL5653604,-0.0294,mixed_endpoint;top_document_series;high_auroc_influence,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_13,CHEMBL2336325,dual,dual,7.48,9.85,1,5,Kd,IC50;Kd,B,B,Homo sapiens,Homo sapiens,5,CHEMBL2331448;CHEMBL3638644;CHEMBL4270669;CHEMBL5512615;CHEMBL6121003,-0.0042,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_14,CHEMBL3393066,dual,dual,7.8,7.43,2,2,IC50,IC50,B,B,Homo sapiens,Homo sapiens,3,CHEMBL3392967;CHEMBL5230127;CHEMBL5252519,-0.0358,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_15,CHEMBL3813842,dual,dual,8.7,7.16,2,2,IC50;Ki,IC50;Ki,B,B,Homo sapiens,Homo sapiens,2,CHEMBL3813614;CHEMBL5346869,-0.0211,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_16,CHEMBL3545366,dual,dual,7.41,6.82,1,2,IC50,IC50,B,B,Homo sapiens,Homo sapiens,2,CHEMBL4373732;CHEMBL5518190,-0.0252,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_18,CHEMBL586702,dual,dual,8.3,6.46,14,2,EC50;IC50,IC50,B,B,Homo sapiens,Homo sapiens,11,CHEMBL1212808;CHEMBL1909493;CHEMBL1938252;CHEMBL2321664;CHEMBL3352433;CHEMBL4265945;CHEMBL5046229;CHEMBL5210307;CHEMBL5212743;CHEMBL5365503;CHEMBL5653618,0.0181,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_19,CHEMBL2387080,A_only,A_only,10.05,5.92,9,1,EC50;IC50;Ki,Ki,B,B,Homo sapiens,Homo sapiens,6,CHEMBL2384988;CHEMBL5150064;CHEMBL5209897;CHEMBL5210307;CHEMBL5728150;CHEMBL6120936,0.022,borderline_pB;mixed_endpoint;high_auroc_influence,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_20,CHEMBL3646632,A_only,A_only,8.7,5.92,1,1,Ki,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3638541,-0.0165,borderline_pB;top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_21,CHEMBL3814414,A_only,A_only,8.7,5.92,1,1,Ki,Ki,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3813614,-0.0336,borderline_pB;high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_22,CHEMBL2396661,A_only,A_only,8.77,5.83,13,2,IC50,IC50,B,A;B,Homo sapiens,Homo sapiens,13,CHEMBL2396607;CHEMBL3860068;CHEMBL4706640;CHEMBL4715864;CHEMBL4732078;CHEMBL4765307;CHEMBL5209897;CHEMBL5210307;CHEMBL5385938;CHEMBL5537133;CHEMBL5579880;CHEMBL6071132;CHEMBL6177937,0.0134,borderline_pB,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_24,CHEMBL2017653,A_only,A_only,9.46,5.61,2,1,IC50;Ki,Ki,B,B,,,1,CHEMBL2016534,0.022,mixed_endpoint;high_auroc_influence,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_25,CHEMBL411907,A_only,A_only,10.0,5.51,3,1,IC50,IC50,B,B,Homo sapiens,,3,CHEMBL1143164;CHEMBL5653604;CHEMBL6120936,0.022,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_26,CHEMBL3646543,A_only,A_only,8.4,5.32,1,1,Ki,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3638541,-0.0165,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_27,CHEMBL3646517,A_only,A_only,8.7,5.27,1,1,Ki,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL3638541,0.0134,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_28,CHEMBL2087493,A_only,A_only,8.76,5.24,4,1,IC50;Ki,IC50,B,B,Homo sapiens,,1,CHEMBL2086238,-0.0336,mixed_endpoint;high_auroc_influence,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_29,CHEMBL3357868,A_only,A_only,8.4,5.11,1,1,Ki,IC50,B,B,Homo sapiens,Homo sapiens,2,CHEMBL3352452;CHEMBL3638541,0.0177,top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_31,CHEMBL1086377,A_only,A_only,8.4,5.0,1,1,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL2417539,-0.0507,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_33,CHEMBL600447,B_only,B_only,5.98,8.48,1,1,IC50,IC50,B,B,,Homo sapiens,1,CHEMBL1153200,0.0128,borderline_pA,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_34,CHEMBL601661,B_only,B_only,5.93,9.72,1,20,IC50,IC50,B,B;F,,Homo sapiens,4,CHEMBL1156873;CHEMBL5444388;CHEMBL5446079;CHEMBL5696439,-0.0124,borderline_pA;biochem_and_functional;top_document_series,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_35,CHEMBL3120215,B_only,B_only,5.89,8.4,1,2,IC50,IC50,B,B,Homo sapiens,Homo sapiens,1,CHEMBL5653605,-0.0074,borderline_pA,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_36,CHEMBL594793,B_only,B_only,5.87,9.17,1,1,IC50,IC50,B,B,,,1,CHEMBL1153098,-0.0074,borderline_pA,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_37,CHEMBL573202,B_only,B_only,5.74,9.8,1,1,IC50,IC50,B,B,,Homo sapiens,1,CHEMBL1154707,0.0128,borderline_pA,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_38,CHEMBL590104,B_only,B_only,5.64,9.0,1,1,IC50,IC50,B,B,,Homo sapiens,1,CHEMBL1153200,-0.0225,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_40,CHEMBL4279703,B_only,B_only,5.57,9.07,1,1,Kd,Kd,B,B,Homo sapiens,Homo sapiens,1,CHEMBL4270669,0.028,high_auroc_influence,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_41,CHEMBL2418349,B_only,B_only,5.47,9.0,1,3,Ki,IC50;Ki,B,B,Homo sapiens,Homo sapiens,1,CHEMBL2417437,-0.0175,mixed_endpoint,1,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_45,CHEMBL1234815,neither,neither,5.96,4.0,1,1,IC50,IC50,B,B,,,1,CHEMBL1240340,,pm_neither_single_document;borderline_pA;top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_46,CHEMBL1241482,neither,neither,4.0,4.0,1,1,IC50,IC50,B,B,,,1,CHEMBL1240340,,pm_neither_single_document;top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
PIK3CA/mTOR,PM48_47,CHEMBL1241485,neither,neither,5.82,4.0,1,1,IC50,IC50,B,B,,,1,CHEMBL1240340,,pm_neither_single_document;borderline_pA;top_document_series,0,,,,,,machine extraction only; frozen label unchanged until human review
