pair,ligand,molecule_chembl_id,frozen_class,cached_pA,cached_pB,api_max_A,api_median_A,n_pchembl_A,n_activity_A,cache_matches_api_max_A,api_max_B,api_median_B,n_pchembl_B,n_activity_B,cache_matches_api_max_B,class_max_theta6,class_median_theta6,flip_max_to_median,max_ne_median_A,max_ne_median_B
AChE/BChE,AB_073,CHEMBL5201804,B_only,5.0,7.04,5.0,5.0,2,2,1,7.04,7.02,2,2,1,B_only,B_only,0,0,1
AChE/BChE,AB_074,CHEMBL5184276,B_only,4.63,8.64,4.63,4.63,1,2,1,8.64,8.64,1,1,1,B_only,B_only,0,0,0
AChE/BChE,AB_075,CHEMBL497755,B_only,4.49,6.55,4.49,4.49,1,1,1,6.55,6.55,1,1,1,B_only,B_only,0,0,0
AChE/BChE,AB_076,CHEMBL4101886,B_only,5.17,7.16,5.17,5.17,1,1,1,7.16,7.16,1,1,1,B_only,B_only,0,0,0
AChE/BChE,AB_077,CHEMBL5220560,B_only,4.7,7.3,4.7,4.7,1,1,1,7.3,7.3,1,1,1,B_only,B_only,0,0,0
AChE/BChE,AB_078,CHEMBL5421921,B_only,5.12,7.66,5.12,5.12,1,2,1,7.66,7.66,1,2,1,B_only,B_only,0,0,0
AChE/BChE,AB_079,CHEMBL4277879,B_only,5.14,8.96,5.14,5.14,1,1,1,8.96,8.96,1,1,1,B_only,B_only,0,0,0
AChE/BChE,AB_080,CHEMBL4792208,B_only,4.82,6.93,4.82,4.82,1,1,1,6.93,6.93,1,1,1,B_only,B_only,0,0,0
AChE/BChE,AB_081,CHEMBL3823197,B_only,5.08,6.92,5.08,5.08,1,1,1,6.92,6.92,1,1,1,B_only,B_only,0,0,0
AChE/BChE,AB_082,CHEMBL5189830,B_only,5.07,8.72,5.07,4.985,2,4,1,8.72,8.555,2,2,1,B_only,B_only,0,1,1
AChE/BChE,AB_083,CHEMBL4072478,B_only,5.46,6.82,5.46,5.46,1,1,1,6.82,6.82,1,1,1,B_only,B_only,0,0,0
AChE/BChE,AB_084,CHEMBL3972214,B_only,5.48,8.7,5.48,5.48,1,1,1,8.7,8.7,1,1,1,B_only,B_only,0,0,0
AChE/BChE,AB_085,CHEMBL3337471,neither,5.12,4.5,5.12,5.12,1,1,1,4.5,4.5,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_086,CHEMBL1801815,neither,5.0,5.03,5.0,5.0,1,1,1,5.03,5.03,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_087,CHEMBL344593,neither,5.19,5.47,5.19,5.19,1,1,1,5.47,5.43,2,2,1,neither,neither,0,0,1
AChE/BChE,AB_088,CHEMBL4079345,neither,5.12,4.82,5.12,5.12,1,1,1,4.82,4.82,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_089,CHEMBL4792013,neither,4.78,5.12,4.78,4.78,1,1,1,5.12,5.12,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_090,CHEMBL5205468,neither,4.51,5.46,4.51,4.51,1,1,1,5.46,5.46,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_091,CHEMBL4787165,neither,4.76,5.19,4.76,4.76,1,1,1,5.19,5.19,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_092,CHEMBL4084714,neither,5.05,4.98,5.05,5.05,1,1,1,4.98,4.98,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_093,CHEMBL4874487,neither,4.17,4.21,4.17,4.17,1,2,1,4.21,4.21,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_094,CHEMBL4761179,neither,4.71,5.29,4.71,4.71,1,1,1,5.29,5.29,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_095,CHEMBL3407583,neither,4.81,5.15,4.81,4.81,1,1,1,5.15,5.15,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_096,CHEMBL4101703,neither,4.45,4.9,4.45,4.45,1,1,1,4.9,4.9,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_098,CHEMBL3335049,neither,5.21,4.74,5.21,5.21,1,1,1,4.74,4.74,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_099,CHEMBL3407584,neither,5.31,5.14,5.31,5.31,1,1,1,5.14,5.14,1,1,1,neither,neither,0,0,0
AChE/BChE,AB_100,CHEMBL4788885,neither,5.03,4.44,5.03,5.03,1,2,1,4.44,4.44,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_001,CHEMBL2322225,dual,6.66,6.79,6.66,6.66,1,1,1,6.79,6.79,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_002,CHEMBL1950037,dual,8.3,6.7,8.3,8.3,1,1,1,6.7,6.7,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_003,CHEMBL6030119,dual,7.19,6.75,7.19,7.19,1,3,1,6.75,6.75,1,3,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_004,CHEMBL6018217,dual,8.3,8.15,8.3,8.3,1,3,1,8.15,8.15,1,3,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_005,CHEMBL2165031,dual,7.41,8.15,7.41,7.41,1,1,1,8.15,8.15,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_006,CHEMBL5781318,dual,7.02,7.6,7.02,7.02,2,6,1,7.6,7.6,2,6,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_007,CHEMBL3799187,dual,8.0,8.05,8.0,7.785,2,2,1,8.05,8.0,3,3,1,dual,dual,0,1,1
PIK3CA/PIK3CB,PAB_008,CHEMBL2165269,dual,6.97,7.64,6.97,6.965,2,2,1,7.64,7.64,1,1,1,dual,dual,0,1,0
PIK3CA/PIK3CB,PAB_009,CHEMBL2165052,dual,7.92,8.52,7.92,7.904999999999999,2,2,1,8.52,8.52,1,1,1,dual,dual,0,1,0
PIK3CA/PIK3CB,PAB_010,CHEMBL4167465,dual,7.7,7.04,7.7,7.7,1,1,1,7.04,7.04,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_011,CHEMBL5929092,dual,7.5,6.56,7.5,7.5,1,3,1,6.56,6.56,1,3,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_012,CHEMBL4864419,dual,9.15,8.77,9.15,9.15,1,1,1,8.77,8.77,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_013,CHEMBL4165122,dual,7.27,7.55,7.27,7.27,1,1,1,7.55,7.55,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_014,CHEMBL3318708,dual,6.8,7.92,6.8,6.8,1,1,1,7.92,7.92,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_015,CHEMBL4176771,dual,9.0,9.4,9.0,9.0,1,1,1,9.4,9.4,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_016,CHEMBL2165191,dual,7.1,8.0,7.1,6.06,5,15,1,8.0,7.4,19,31,1,dual,dual,0,1,1
PIK3CA/PIK3CB,PAB_017,CHEMBL4297629,dual,8.13,8.27,8.13,8.13,1,1,1,8.27,8.27,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_018,CHEMBL4853440,dual,9.15,8.52,9.15,9.15,1,1,1,8.52,8.52,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_019,CHEMBL3408247,dual,6.77,8.52,6.77,6.185,2,2,1,8.52,8.15,3,5,1,dual,dual,0,1,1
PIK3CA/PIK3CB,PAB_020,CHEMBL2322230,dual,6.75,6.82,6.75,6.75,1,1,1,6.82,6.82,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_021,CHEMBL4166220,dual,8.64,8.18,8.64,8.64,1,1,1,8.18,8.18,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_022,CHEMBL3799511,dual,8.05,8.52,8.05,8.025,2,2,1,8.52,8.15,3,3,1,dual,dual,0,1,1
PIK3CA/PIK3CB,PAB_023,CHEMBL1796763,dual,8.52,6.69,8.52,8.52,2,2,1,6.69,6.69,2,2,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_024,CHEMBL1082621,dual,9.7,9.15,9.7,9.7,1,3,1,9.15,9.15,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_025,CHEMBL5723005,dual,6.6,6.7,6.6,6.6,1,1,1,6.7,6.7,2,3,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_026,CHEMBL4228563,dual,7.59,6.66,7.59,7.59,1,1,1,6.66,6.66,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_027,CHEMBL3112855,dual,6.66,8.1,6.66,6.66,1,1,1,8.1,7.859999999999999,2,2,1,dual,dual,0,0,1
PIK3CA/PIK3CB,PAB_028,CHEMBL5094393,dual,8.0,7.15,8.0,8.0,1,1,1,7.15,7.15,1,1,1,dual,dual,0,0,0
PIK3CA/PIK3CB,PAB_029,CHEMBL5661831,A_only,6.72,5.03,6.72,6.72,1,1,1,5.03,5.03,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_030,CHEMBL3608928,A_only,7.62,5.15,7.62,7.62,1,1,1,5.15,5.15,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_031,CHEMBL5088457,A_only,7.42,5.33,7.42,7.41,2,4,1,5.33,5.33,1,3,1,A_only,A_only,0,1,0
PIK3CA/PIK3CB,PAB_032,CHEMBL4206585,A_only,6.78,5.31,6.78,6.78,1,1,1,5.31,5.31,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_033,CHEMBL4593348,A_only,6.61,5.24,6.61,6.61,1,1,1,5.24,5.24,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_035,CHEMBL4569614,A_only,6.5,5.5,6.5,6.5,1,1,1,5.5,5.5,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_036,CHEMBL3800138,A_only,6.52,5.25,6.52,6.52,1,1,1,5.25,5.25,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_037,CHEMBL3218581,A_only,7.82,5.19,7.82,7.5,6,6,1,5.19,5.19,2,3,1,A_only,A_only,0,1,0
PIK3CA/PIK3CB,PAB_038,CHEMBL4521863,A_only,7.05,5.5,7.05,7.05,1,1,1,5.5,5.5,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_039,CHEMBL477999,A_only,6.64,5.16,6.64,6.64,1,1,1,5.16,5.16,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_040,CHEMBL3609517,A_only,8.05,5.35,8.05,8.005,2,2,1,5.35,5.35,1,2,1,A_only,A_only,0,1,0
PIK3CA/PIK3CB,PAB_041,CHEMBL4593752,A_only,6.5,5.1,6.5,6.5,1,1,1,5.1,5.1,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_042,CHEMBL3609537,A_only,7.16,5.07,7.16,7.16,1,1,1,5.07,5.07,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_043,CHEMBL3609538,A_only,7.48,5.16,7.48,7.48,1,1,1,5.16,5.16,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_044,CHEMBL2397192,A_only,7.72,5.39,7.72,6.955,2,2,1,5.39,5.39,1,2,1,A_only,A_only,0,1,0
PIK3CA/PIK3CB,PAB_045,CHEMBL2397197,A_only,7.41,5.26,7.41,6.9399999999999995,2,2,1,5.26,5.26,1,2,1,A_only,A_only,0,1,0
PIK3CA/PIK3CB,PAB_046,CHEMBL3608924,A_only,7.52,5.3,7.52,7.52,1,1,1,5.3,5.3,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_047,CHEMBL4754889,A_only,6.96,5.3,6.96,6.96,1,1,1,5.3,5.3,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_048,CHEMBL4465563,A_only,6.6,5.2,6.6,6.6,1,1,1,5.2,5.2,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_049,CHEMBL5992500,A_only,6.52,5.39,6.52,6.52,1,3,1,5.39,5.39,1,3,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_050,CHEMBL2322236,A_only,7.07,5.05,7.07,7.07,1,1,1,5.05,5.05,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_051,CHEMBL4445065,A_only,6.5,5.3,6.5,6.5,1,1,1,5.3,5.3,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_052,CHEMBL2336325,A_only,7.48,5.48,7.48,7.48,1,1,1,5.48,5.48,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_053,CHEMBL603469,A_only,7.31,5.17,7.31,5.31,14,19,1,5.17,5.17,1,2,1,A_only,neither,1,1,0
PIK3CA/PIK3CB,PAB_054,CHEMBL4107650,A_only,7.5,5.47,7.5,7.5,1,1,1,5.47,5.47,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_055,CHEMBL5972345,A_only,6.72,5.21,6.72,6.72,1,3,1,5.21,5.21,1,3,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_056,CHEMBL4780701,A_only,7.34,5.34,7.34,7.34,1,1,1,5.34,5.34,1,1,1,A_only,A_only,0,0,0
PIK3CA/PIK3CB,PAB_057,CHEMBL2165182,B_only,4.13,6.7,4.13,4.13,1,1,1,6.7,6.7,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_058,CHEMBL2165180,B_only,4.51,7.05,4.51,4.51,1,1,1,7.05,7.05,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_059,CHEMBL3125389,B_only,5.2,7.31,5.2,5.2,1,1,1,7.31,7.109999999999999,2,2,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_060,CHEMBL2322667,B_only,5.48,6.66,5.48,5.48,1,1,1,6.66,6.66,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_061,CHEMBL3218573,B_only,5.35,6.92,5.35,5.35,1,1,1,6.92,6.109999999999999,2,2,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_062,CHEMBL4129223,B_only,4.85,6.69,4.85,4.85,1,1,1,6.69,6.69,1,3,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_063,CHEMBL3318721,B_only,5.03,6.75,5.03,5.03,1,1,1,6.75,6.75,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_064,CHEMBL2089104,B_only,5.4,8.52,5.4,5.4,1,1,1,8.52,8.52,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_065,CHEMBL3125541,B_only,5.08,7.35,5.08,5.08,1,1,1,7.35,7.35,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_066,CHEMBL2064343,B_only,5.08,7.05,5.08,5.08,1,1,1,7.05,6.949999999999999,2,2,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_067,CHEMBL2064414,B_only,5.48,6.95,5.48,5.48,1,1,1,6.95,6.71,2,2,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_068,CHEMBL2151924,B_only,5.42,7.28,5.42,5.42,1,1,1,7.28,7.28,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_069,CHEMBL1957851,B_only,5.4,7.2,5.4,5.4,1,1,1,7.2,7.2,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_070,CHEMBL3318716,B_only,5.32,7.12,5.32,5.32,1,1,1,7.12,7.12,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_071,CHEMBL2064345,B_only,5.24,6.98,5.24,5.24,1,1,1,6.98,6.970000000000001,2,2,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_072,CHEMBL2322664,B_only,5.33,7.52,5.33,5.09,3,3,1,7.52,7.13,5,12,1,B_only,B_only,0,1,1
PIK3CA/PIK3CB,PAB_073,CHEMBL1957852,B_only,5.2,7.0,5.2,5.2,1,1,1,7.0,7.0,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_074,CHEMBL2064344,B_only,5.17,8.1,5.17,5.17,1,1,1,8.1,7.609999999999999,2,2,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_075,CHEMBL3112863,B_only,5.0,7.11,5.0,5.0,1,1,1,7.11,7.050000000000001,2,2,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_076,CHEMBL2151929,B_only,5.36,7.33,5.36,5.36,1,1,1,7.33,7.33,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_077,CHEMBL2151927,B_only,5.46,8.52,5.46,5.46,1,1,1,8.52,8.52,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_078,CHEMBL3218572,B_only,4.21,6.89,4.21,4.21,1,1,1,6.89,6.89,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_079,CHEMBL3318717,B_only,5.0,6.72,5.0,5.0,1,1,1,6.72,6.72,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_080,CHEMBL3955003,B_only,5.24,8.72,5.24,5.24,1,1,1,8.72,7.48,3,3,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_081,CHEMBL3125385,B_only,5.39,7.6,5.39,5.39,1,1,1,7.6,7.375,2,2,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_082,CHEMBL3112861,B_only,5.37,7.7,5.37,5.37,1,1,1,7.7,7.51,2,2,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_083,CHEMBL3403677,B_only,5.36,6.62,5.36,5.36,1,1,1,6.62,6.62,1,1,1,B_only,B_only,0,0,0
PIK3CA/PIK3CB,PAB_084,CHEMBL3956037,B_only,5.37,9.4,5.37,5.37,1,1,1,9.4,7.77,3,3,1,B_only,B_only,0,0,1
PIK3CA/PIK3CB,PAB_085,CHEMBL1242661,neither,4.0,5.28,4.0,4.0,1,1,1,5.28,5.28,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_086,CHEMBL3600769,neither,4.9,4.5,4.9,4.9,1,1,1,4.5,4.5,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_087,CHEMBL3134280,neither,5.39,5.36,5.39,5.39,1,1,1,5.36,5.36,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_088,CHEMBL1241357,neither,4.77,4.0,4.77,4.77,1,1,1,4.0,4.0,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_089,CHEMBL4585433,neither,5.4,5.4,5.4,5.4,1,1,1,5.4,5.4,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_090,CHEMBL2152254,neither,5.33,5.2,5.33,5.33,1,1,1,5.2,5.2,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_091,CHEMBL1241584,neither,4.92,4.3,4.92,4.92,1,1,1,4.3,4.3,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_092,CHEMBL3896043,neither,4.55,5.24,4.55,4.55,1,1,1,5.24,5.24,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_093,CHEMBL4555334,neither,5.24,5.45,5.24,5.24,1,1,1,5.45,5.45,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_094,CHEMBL1242660,neither,4.0,4.0,4.0,4.0,1,1,1,4.0,4.0,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_095,CHEMBL6003306,neither,4.95,4.48,4.95,4.95,1,3,1,4.48,4.48,1,3,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_096,CHEMBL4586115,neither,4.56,4.25,4.56,4.56,1,1,1,4.25,4.25,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_097,CHEMBL1242665,neither,4.0,4.28,4.0,4.0,1,1,1,4.28,4.28,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_098,CHEMBL1760160,neither,4.98,4.65,4.98,4.98,1,1,1,4.65,4.65,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_099,CHEMBL3965450,neither,5.01,5.14,5.01,5.01,1,1,1,5.14,5.14,1,1,1,neither,neither,0,0,0
PIK3CA/PIK3CB,PAB_100,CHEMBL3944796,neither,4.33,4.72,4.33,4.33,1,2,1,4.72,4.72,1,1,1,neither,neither,0,0,0
PIK3CA/mTOR,PM48_01,CHEMBL573339,dual,8.89,8.28,8.89,8.4,55,59,1,8.28,7.72,24,31,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_02,CHEMBL1236962,dual,10.72,9.74,10.72,9.96,18,24,1,9.74,9.47,7,9,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_03,CHEMBL592445,dual,9.4,9.4,9.4,9.22,13,13,1,9.4,8.8,10,12,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_04,CHEMBL1879463,dual,8.85,9.35,8.85,7.96,27,29,1,9.35,7.7,31,34,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_05,CHEMBL521851,dual,10.0,8.52,10.0,8.52,51,59,1,8.52,6.335,18,20,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_06,CHEMBL1922094,dual,9.21,8.48,9.21,8.3,8,8,1,8.48,7.77,6,6,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_07,CHEMBL1765602,dual,8.33,9.6,8.33,7.515000000000001,2,11,1,9.6,9.6,1,2,1,dual,dual,0,1,0
PIK3CA/mTOR,PM48_08,CHEMBL1234354,dual,9.24,8.1,9.24,8.74,9,10,1,8.1,7.8,7,7,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_09,CHEMBL4084907,dual,8.82,7.92,8.82,7.48,10,10,1,7.92,7.21,9,9,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_10,CHEMBL1256459,dual,7.85,9.54,7.85,7.64,6,24,1,9.54,9.38,7,10,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_11,CHEMBL3545097,dual,7.82,10.04,7.82,7.1850000000000005,4,6,1,10.04,8.85,14,28,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_12,CHEMBL2017974,dual,8.46,7.72,8.46,7.29,24,27,1,7.72,6.01,7,7,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_13,CHEMBL2336325,dual,7.48,9.85,7.48,7.48,1,1,1,9.85,8.55,9,9,1,dual,dual,0,0,1
PIK3CA/mTOR,PM48_14,CHEMBL3393066,dual,7.8,7.43,7.8,7.8,4,4,1,7.43,7.43,4,4,1,dual,dual,0,0,0
PIK3CA/mTOR,PM48_15,CHEMBL3813842,dual,8.7,7.16,8.7,8.7,2,2,1,7.16,7.16,2,2,1,dual,dual,0,0,0
PIK3CA/mTOR,PM48_16,CHEMBL3545366,dual,7.41,6.82,7.41,7.41,5,5,1,6.82,6.8,4,4,1,dual,dual,0,0,1
PIK3CA/mTOR,PM48_17,CHEMBL4297181,dual,8.22,6.78,8.22,8.22,3,3,1,6.78,6.78,2,2,1,dual,dual,0,0,0
PIK3CA/mTOR,PM48_18,CHEMBL586702,dual,8.3,6.46,8.3,7.8,28,29,1,6.46,6.43,3,4,1,dual,dual,0,1,1
PIK3CA/mTOR,PM48_19,CHEMBL2387080,A_only,10.05,5.92,10.05,9.54,11,18,1,5.92,5.92,1,1,1,A_only,A_only,0,1,0
PIK3CA/mTOR,PM48_20,CHEMBL3646632,A_only,8.7,5.92,8.7,8.7,1,1,1,5.92,5.92,1,1,1,A_only,A_only,0,0,0
PIK3CA/mTOR,PM48_21,CHEMBL3814414,A_only,8.7,5.92,8.7,8.7,1,1,1,5.92,5.92,1,1,1,A_only,A_only,0,0,0
PIK3CA/mTOR,PM48_22,CHEMBL2396661,A_only,8.77,5.83,8.77,8.3,24,25,1,5.83,5.675,2,3,1,A_only,A_only,0,1,1
PIK3CA/mTOR,PM48_23,CHEMBL2058166,A_only,8.57,5.64,8.57,8.21,2,2,1,5.64,5.64,1,1,1,A_only,A_only,0,1,0
PIK3CA/mTOR,PM48_24,CHEMBL2017653,A_only,9.46,5.61,9.46,8.46,2,2,1,5.61,5.61,1,1,1,A_only,A_only,0,1,0
PIK3CA/mTOR,PM48_25,CHEMBL411907,A_only,10.0,5.51,10.0,8.22,3,3,1,5.51,5.51,1,1,1,A_only,A_only,0,1,0
PIK3CA/mTOR,PM48_26,CHEMBL3646543,A_only,8.4,5.32,8.4,8.4,1,1,1,5.32,5.32,1,1,1,A_only,A_only,0,0,0
PIK3CA/mTOR,PM48_27,CHEMBL3646517,A_only,8.7,5.27,8.7,8.7,1,1,1,5.27,5.27,1,1,1,A_only,A_only,0,0,0
PIK3CA/mTOR,PM48_28,CHEMBL2087493,A_only,8.76,5.24,8.76,8.535,4,4,1,5.24,5.24,1,1,1,A_only,A_only,0,1,0
PIK3CA/mTOR,PM48_29,CHEMBL3357868,A_only,8.4,5.11,8.4,8.4,1,1,1,5.11,5.11,1,2,1,A_only,A_only,0,0,0
PIK3CA/mTOR,PM48_30,CHEMBL2165191,A_only,7.1,5.1,7.1,6.06,5,15,1,5.1,5.1,2,3,1,A_only,A_only,0,1,0
PIK3CA/mTOR,PM48_31,CHEMBL1086377,A_only,8.4,5.0,8.4,8.4,1,1,1,5.0,5.0,1,1,1,A_only,A_only,0,0,0
PIK3CA/mTOR,PM48_32,CHEMBL4072637,A_only,8.22,4.54,8.22,8.22,1,3,1,4.54,4.54,1,1,1,A_only,A_only,0,0,0
PIK3CA/mTOR,PM48_33,CHEMBL600447,B_only,5.98,8.48,5.98,5.98,1,1,1,8.48,8.48,1,1,1,B_only,B_only,0,0,0
PIK3CA/mTOR,PM48_34,CHEMBL601661,B_only,5.93,9.72,5.93,5.93,1,11,1,9.72,7.345,22,29,1,B_only,B_only,0,0,1
PIK3CA/mTOR,PM48_35,CHEMBL3120215,B_only,5.89,8.4,5.89,5.89,1,1,1,8.4,8.4,3,3,1,B_only,B_only,0,0,0
PIK3CA/mTOR,PM48_36,CHEMBL594793,B_only,5.87,9.17,5.87,5.87,1,1,1,9.17,9.17,1,1,1,B_only,B_only,0,0,0
PIK3CA/mTOR,PM48_37,CHEMBL573202,B_only,5.74,9.8,5.74,5.74,1,1,1,9.8,9.8,1,1,1,B_only,B_only,0,0,0
PIK3CA/mTOR,PM48_38,CHEMBL590104,B_only,5.64,9.0,5.64,5.64,1,1,1,9.0,9.0,1,1,1,B_only,B_only,0,0,0
PIK3CA/mTOR,PM48_39,CHEMBL1945953,B_only,5.58,8.7,5.58,5.58,1,1,1,8.7,6.82,3,4,1,B_only,B_only,0,0,1
PIK3CA/mTOR,PM48_40,CHEMBL4279703,B_only,5.57,9.07,5.57,5.57,1,1,1,9.07,9.07,1,1,1,B_only,B_only,0,0,0
PIK3CA/mTOR,PM48_41,CHEMBL2418349,B_only,5.47,9.0,5.47,5.47,1,1,1,9.0,8.1,3,3,1,B_only,B_only,0,0,1
PIK3CA/mTOR,PM48_42,CHEMBL1801204,B_only,5.44,9.89,5.44,5.395,2,2,1,9.89,9.1,11,15,1,B_only,B_only,0,1,1
PIK3CA/mTOR,PM48_43,CHEMBL575539,B_only,5.39,8.72,5.39,5.39,1,1,1,8.72,8.72,1,1,1,B_only,B_only,0,0,0
PIK3CA/mTOR,PM48_44,CHEMBL1078983,B_only,5.05,8.6,5.05,5.05,2,4,1,8.6,8.26,6,8,1,B_only,B_only,0,0,1
