pair,ligand,molecule_chembl_id,frozen_class,group_id,n_documents,documents
PIK3CA/PIK3CB,PAB_064,CHEMBL2089104,B_only,G038,1,CHEMBL2086270
PIK3CA/PIK3CB,PAB_065,CHEMBL3125541,B_only,G035,1,CHEMBL3124816
PIK3CA/PIK3CB,PAB_066,CHEMBL2064343,B_only,G039,1,CHEMBL2062364
PIK3CA/PIK3CB,PAB_067,CHEMBL2064414,B_only,G039,1,CHEMBL2062364
PIK3CA/PIK3CB,PAB_068,CHEMBL2151924,B_only,G040,1,CHEMBL2150988
PIK3CA/PIK3CB,PAB_069,CHEMBL1957851,B_only,G041,1,CHEMBL1955857
PIK3CA/PIK3CB,PAB_070,CHEMBL3318716,B_only,G010,1,CHEMBL3352617
PIK3CA/PIK3CB,PAB_071,CHEMBL2064345,B_only,G039,1,CHEMBL2062364
PIK3CA/PIK3CB,PAB_072,CHEMBL2322664,B_only,G036,2,CHEMBL2321664;CHEMBL3865805
PIK3CA/PIK3CB,PAB_073,CHEMBL1957852,B_only,G041,1,CHEMBL1955857
PIK3CA/PIK3CB,PAB_074,CHEMBL2064344,B_only,G039,1,CHEMBL2062364
PIK3CA/PIK3CB,PAB_075,CHEMBL3112863,B_only,G018,1,CHEMBL3112424
PIK3CA/PIK3CB,PAB_076,CHEMBL2151929,B_only,G040,1,CHEMBL2150988
PIK3CA/PIK3CB,PAB_077,CHEMBL2151927,B_only,G040,1,CHEMBL2150988
PIK3CA/PIK3CB,PAB_078,CHEMBL3218572,B_only,G021,1,CHEMBL3217752
PIK3CA/PIK3CB,PAB_079,CHEMBL3318717,B_only,G010,1,CHEMBL3352617
PIK3CA/PIK3CB,PAB_080,CHEMBL3955003,B_only,G042,1,CHEMBL3864168
PIK3CA/PIK3CB,PAB_081,CHEMBL3125385,B_only,G035,1,CHEMBL3124816
PIK3CA/PIK3CB,PAB_082,CHEMBL3112861,B_only,G018,1,CHEMBL3112424
PIK3CA/PIK3CB,PAB_083,CHEMBL3403677,B_only,G043,1,CHEMBL3400094
PIK3CA/PIK3CB,PAB_084,CHEMBL3956037,B_only,G042,1,CHEMBL3864168
PIK3CA/PIK3CB,PAB_085,CHEMBL1242661,neither,G044,1,CHEMBL1240340
PIK3CA/PIK3CB,PAB_086,CHEMBL3600769,neither,G045,1,CHEMBL3600363
PIK3CA/PIK3CB,PAB_087,CHEMBL3134280,neither,G046,1,CHEMBL3132856
PIK3CA/PIK3CB,PAB_088,CHEMBL1241357,neither,G044,1,CHEMBL1240340
PIK3CA/PIK3CB,PAB_089,CHEMBL4585433,neither,G024,1,CHEMBL4414631
PIK3CA/PIK3CB,PAB_090,CHEMBL2152254,neither,G047,1,CHEMBL2150966
PIK3CA/PIK3CB,PAB_091,CHEMBL1241584,neither,G044,1,CHEMBL1240340
PIK3CA/PIK3CB,PAB_092,CHEMBL3896043,neither,G048,1,CHEMBL3886434
PIK3CA/PIK3CB,PAB_093,CHEMBL4555334,neither,G049,1,CHEMBL4428047
PIK3CA/PIK3CB,PAB_094,CHEMBL1242660,neither,G044,1,CHEMBL1240340
PIK3CA/PIK3CB,PAB_095,CHEMBL6003306,neither,G003,1,CHEMBL5728361
PIK3CA/PIK3CB,PAB_096,CHEMBL4586115,neither,G050,1,CHEMBL4340546
PIK3CA/PIK3CB,PAB_097,CHEMBL1242665,neither,G044,1,CHEMBL1240340
PIK3CA/PIK3CB,PAB_098,CHEMBL1760160,neither,G051,1,CHEMBL1759974
PIK3CA/PIK3CB,PAB_099,CHEMBL3965450,neither,G048,1,CHEMBL3886434
PIK3CA/PIK3CB,PAB_100,CHEMBL3944796,neither,G052,1,CHEMBL3868583
PIK3CA/mTOR,PM48_01,CHEMBL573339,dual,G001,29,CHEMBL1150977;CHEMBL1908390;CHEMBL1914457;CHEMBL1933031;CHEMBL2086312;CHEMBL2216751;CHEMBL3108771;CHEMBL3352220;CHEMBL3407441;CHEMBL3734757;CHEMBL3763019;CHEMBL3769354;CHEMBL3779897;CHEMBL3804794;CHEMBL3865829;CHEMBL4007445;CHEMBL4020805;CHEMBL4049399;CHEMBL4706478;CHEMBL4765397;CHEMBL4813992;CHEMBL4823294;CHEMBL5108059;CHEMBL5244238;CHEMBL5647682;CHEMBL5653618;CHEMBL5661974;CHEMBL6120936;CHEMBL6134929
PIK3CA/mTOR,PM48_02,CHEMBL1236962,dual,G001,14,CHEMBL3763019;CHEMBL3865829;CHEMBL4020805;CHEMBL4251704;CHEMBL4665651;CHEMBL4732196;CHEMBL4842397;CHEMBL5209897;CHEMBL5210307;CHEMBL5346869;CHEMBL5532641;CHEMBL5653604;CHEMBL5653618;CHEMBL5715955
PIK3CA/mTOR,PM48_03,CHEMBL592445,dual,G001,6,CHEMBL1157610;CHEMBL1806467;CHEMBL4017506;CHEMBL4308824;CHEMBL4680347;CHEMBL5046253
PIK3CA/mTOR,PM48_04,CHEMBL1879463,dual,G001,24,CHEMBL3217752;CHEMBL3286093;CHEMBL3576869;CHEMBL3600364;CHEMBL3779897;CHEMBL3860068;CHEMBL3886601;CHEMBL4000150;CHEMBL4229417;CHEMBL4265945;CHEMBL4359902;CHEMBL4364276;CHEMBL4390691;CHEMBL4428080;CHEMBL4477271;CHEMBL4706599;CHEMBL4811304;CHEMBL5108059;CHEMBL5137017;CHEMBL5500428;CHEMBL5620391;CHEMBL5653604;CHEMBL5653618;CHEMBL6177937
PIK3CA/mTOR,PM48_05,CHEMBL521851,dual,G001,22,CHEMBL1140078;CHEMBL1154879;CHEMBL1908390;CHEMBL2380305;CHEMBL2384988;CHEMBL3352433;CHEMBL3813678;CHEMBL4017506;CHEMBL4049442;CHEMBL4052600;CHEMBL4152344;CHEMBL4373732;CHEMBL4414631;CHEMBL4706478;CHEMBL5137017;CHEMBL5209897;CHEMBL5210307;CHEMBL5212743;CHEMBL5214883;CHEMBL5236659;CHEMBL5518190;CHEMBL5653618
PIK3CA/mTOR,PM48_06,CHEMBL1922094,dual,G001,5,CHEMBL1921798;CHEMBL3813614;CHEMBL4017506;CHEMBL5346869;CHEMBL5653604
PIK3CA/mTOR,PM48_07,CHEMBL1765602,dual,G001,3,CHEMBL1765054;CHEMBL4229497;CHEMBL5715955
PIK3CA/mTOR,PM48_08,CHEMBL1234354,dual,G002,7,CHEMBL2016534;CHEMBL3217449;CHEMBL3351642;CHEMBL3639030;CHEMBL4145625;CHEMBL5126514;CHEMBL5223150
PIK3CA/mTOR,PM48_09,CHEMBL4084907,dual,G001,2,CHEMBL4017506;CHEMBL4359834
PIK3CA/mTOR,PM48_10,CHEMBL1256459,dual,G001,5,CHEMBL1255226;CHEMBL1765054;CHEMBL5444388;CHEMBL5446079;CHEMBL5465560
PIK3CA/mTOR,PM48_11,CHEMBL3545097,dual,G001,8,CHEMBL4270669;CHEMBL4406914;CHEMBL4673190;CHEMBL4842376;CHEMBL5244238;CHEMBL5532641;CHEMBL5715952;CHEMBL5715955
PIK3CA/mTOR,PM48_12,CHEMBL2017974,dual,G001,8,CHEMBL2016472;CHEMBL4017506;CHEMBL4196123;CHEMBL4270669;CHEMBL4311940;CHEMBL5096219;CHEMBL5137017;CHEMBL5653604
PIK3CA/mTOR,PM48_13,CHEMBL2336325,dual,G001,5,CHEMBL2331448;CHEMBL3638644;CHEMBL4270669;CHEMBL5512615;CHEMBL6121003
PIK3CA/mTOR,PM48_14,CHEMBL3393066,dual,G003,3,CHEMBL3392967;CHEMBL5230127;CHEMBL5252519
PIK3CA/mTOR,PM48_15,CHEMBL3813842,dual,G001,2,CHEMBL3813614;CHEMBL5346869
PIK3CA/mTOR,PM48_16,CHEMBL3545366,dual,G001,2,CHEMBL4373732;CHEMBL5518190
PIK3CA/mTOR,PM48_17,CHEMBL4297181,dual,G003,1,CHEMBL5230127
PIK3CA/mTOR,PM48_18,CHEMBL586702,dual,G001,11,CHEMBL1212808;CHEMBL1909493;CHEMBL1938252;CHEMBL2321664;CHEMBL3352433;CHEMBL4265945;CHEMBL5046229;CHEMBL5210307;CHEMBL5212743;CHEMBL5365503;CHEMBL5653618
PIK3CA/mTOR,PM48_19,CHEMBL2387080,A_only,G001,6,CHEMBL2384988;CHEMBL5150064;CHEMBL5209897;CHEMBL5210307;CHEMBL5728150;CHEMBL6120936
PIK3CA/mTOR,PM48_20,CHEMBL3646632,A_only,G004,1,CHEMBL3638541
PIK3CA/mTOR,PM48_21,CHEMBL3814414,A_only,G001,1,CHEMBL3813614
PIK3CA/mTOR,PM48_22,CHEMBL2396661,A_only,G001,13,CHEMBL2396607;CHEMBL3860068;CHEMBL4706640;CHEMBL4715864;CHEMBL4732078;CHEMBL4765307;CHEMBL5209897;CHEMBL5210307;CHEMBL5385938;CHEMBL5537133;CHEMBL5579880;CHEMBL6071132;CHEMBL6177937
PIK3CA/mTOR,PM48_23,CHEMBL2058166,A_only,G005,1,CHEMBL2057167
PIK3CA/mTOR,PM48_24,CHEMBL2017653,A_only,G002,1,CHEMBL2016534
PIK3CA/mTOR,PM48_25,CHEMBL411907,A_only,G001,3,CHEMBL1143164;CHEMBL5653604;CHEMBL6120936
PIK3CA/mTOR,PM48_26,CHEMBL3646543,A_only,G004,1,CHEMBL3638541
PIK3CA/mTOR,PM48_27,CHEMBL3646517,A_only,G004,1,CHEMBL3638541
PIK3CA/mTOR,PM48_28,CHEMBL2087493,A_only,G006,1,CHEMBL2086238
PIK3CA/mTOR,PM48_29,CHEMBL3357868,A_only,G004,2,CHEMBL3352452;CHEMBL3638541
PIK3CA/mTOR,PM48_30,CHEMBL2165191,A_only,G001,3,CHEMBL4831512;CHEMBL5465560;CHEMBL5678808
PIK3CA/mTOR,PM48_31,CHEMBL1086377,A_only,G007,1,CHEMBL2417539
PIK3CA/mTOR,PM48_32,CHEMBL4072637,A_only,G008,1,CHEMBL4033707
PIK3CA/mTOR,PM48_33,CHEMBL600447,B_only,G009,1,CHEMBL1153200
PIK3CA/mTOR,PM48_34,CHEMBL601661,B_only,G001,4,CHEMBL1156873;CHEMBL5444388;CHEMBL5446079;CHEMBL5696439
PIK3CA/mTOR,PM48_35,CHEMBL3120215,B_only,G010,1,CHEMBL5653605
PIK3CA/mTOR,PM48_36,CHEMBL594793,B_only,G011,1,CHEMBL1153098
PIK3CA/mTOR,PM48_37,CHEMBL573202,B_only,G012,1,CHEMBL1154707
PIK3CA/mTOR,PM48_38,CHEMBL590104,B_only,G009,1,CHEMBL1153200
PIK3CA/mTOR,PM48_39,CHEMBL1945953,B_only,G013,1,CHEMBL1944561
PIK3CA/mTOR,PM48_40,CHEMBL4279703,B_only,G001,1,CHEMBL4270669
PIK3CA/mTOR,PM48_41,CHEMBL2418349,B_only,G014,1,CHEMBL2417437
PIK3CA/mTOR,PM48_42,CHEMBL1801204,B_only,G001,6,CHEMBL1800032;CHEMBL2331448;CHEMBL3638644;CHEMBL4007445;CHEMBL4229417;CHEMBL5352392
PIK3CA/mTOR,PM48_43,CHEMBL575539,B_only,G012,1,CHEMBL1154707
PIK3CA/mTOR,PM48_44,CHEMBL1078983,B_only,G001,3,CHEMBL1154286;CHEMBL2331448;CHEMBL4811304
PIK3CA/mTOR,PM48_45,CHEMBL1234815,neither,G015,1,CHEMBL1240340
PIK3CA/mTOR,PM48_46,CHEMBL1241482,neither,G015,1,CHEMBL1240340
PIK3CA/mTOR,PM48_47,CHEMBL1241485,neither,G015,1,CHEMBL1240340
PIK3CA/mTOR,PM48_48,CHEMBL1241858,neither,G015,1,CHEMBL1240340
