molecule_chembl_id,target_chembl_id,assay_chembl_id,document_chembl_id,pchembl_value,standard_type,standard_relation,assay_type,assay_organism,confidence_score,keep,exclusion_reasons
CHEMBL56731,CHEMBL1824,CHEMBL673948,CHEMBL1125266,4.38,IC50,=,B,,8,1,
CHEMBL554,CHEMBL1824,CHEMBL860920,CHEMBL1144455,7.96,Kd,=,B,Homo sapiens,9,1,
CHEMBL941,CHEMBL1824,CHEMBL860920,CHEMBL1144455,,Kd,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL861551,CHEMBL1147004,8.05,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL910356,CHEMBL1149340,8.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL953992,CHEMBL1150417,8.05,IC50,=,B,,8,0,potential_duplicate
CHEMBL941,CHEMBL1824,CHEMBL1061896,CHEMBL1150977,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL1061896,CHEMBL1150977,8.15,Kd,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL1044056,CHEMBL1154692,7.44,IC50,=,B,,8,1,
CHEMBL565612,CHEMBL1824,CHEMBL1040936,CHEMBL1156112,,IC50,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL589503,CHEMBL1824,CHEMBL1065785,CHEMBL1157716,4.32,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL1064922,CHEMBL1157563,7.99,IC50,=,B,,8,0,potential_duplicate
CHEMBL604094,CHEMBL1824,CHEMBL1064922,CHEMBL1157563,7.36,IC50,=,B,,8,1,
CHEMBL602328,CHEMBL1824,CHEMBL1064821,CHEMBL1157666,5.45,IC50,=,B,Homo sapiens,9,1,
CHEMBL589165,CHEMBL1824,CHEMBL1064821,CHEMBL1157666,4.33,IC50,=,B,Homo sapiens,9,1,
CHEMBL589560,CHEMBL1824,CHEMBL1064830,CHEMBL1157668,5.85,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL1111475,CHEMBL1155389,8.0,IC50,=,B,,8,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL1108836,CHEMBL1156213,7.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL941,CHEMBL1824,CHEMBL1249712,CHEMBL1240306,,Inhibition,,B,,8,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL1260611,CHEMBL1255185,6.85,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL1640695,CHEMBL1629443,8.35,IC50,=,B,,8,1,
CHEMBL941,CHEMBL1824,CHEMBL1908501,CHEMBL1908390,,Kd,>,B,,8,0,missing_pchembl;relation_not_equal;potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL1908501,CHEMBL1908390,8.15,Kd,=,B,,8,0,potential_duplicate
CHEMBL941,CHEMBL1824,CHEMBL1909205,CHEMBL1909046,,IC50,,B,,8,0,missing_pchembl;relation_not_equal
CHEMBL941,CHEMBL1824,CHEMBL1909205,CHEMBL1909046,,Ki,,B,,8,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL1932748,CHEMBL1926611,7.99,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL1930723,CHEMBL1926681,7.22,IC50,=,B,,8,1,
CHEMBL554,CHEMBL1824,CHEMBL1937680,CHEMBL1933031,,Inhibition,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL1935839,CHEMBL1933060,8.05,IC50,=,B,,8,0,potential_duplicate
CHEMBL941,CHEMBL1824,CHEMBL1963780,CHEMBL1201862,,Ki,>,F,,8,0,missing_pchembl;relation_not_equal
CHEMBL565612,CHEMBL1824,CHEMBL1963780,CHEMBL1201862,6.1,Ki,=,F,,8,1,
CHEMBL554,CHEMBL1824,CHEMBL1963780,CHEMBL1201862,8.8,Ki,=,F,,8,1,
CHEMBL554,CHEMBL1824,CHEMBL1963780,CHEMBL1201862,8.8,Ki,=,F,,8,1,
CHEMBL554,CHEMBL1824,CHEMBL2038918,CHEMBL2034880,7.44,IC50,=,B,,8,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL2185482,CHEMBL2176962,,Inhibition,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL3100588,CHEMBL3098113,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL3100589,CHEMBL3098113,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL3100590,CHEMBL3098113,7.38,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL3386304,CHEMBL3352165,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL3385739,CHEMBL3352165,8.57,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL3386307,CHEMBL3352165,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL3386308,CHEMBL3352165,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL3636785,CHEMBL3632549,8.05,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL3750871,CHEMBL3745647,6.27,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL3815440,CHEMBL3813636,7.22,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL3854310,CHEMBL3853296,7.77,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL3870716,CHEMBL3870325,8.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL3870705,CHEMBL3870325,7.62,IC50,=,B,Homo sapiens,9,1,
CHEMBL604094,CHEMBL1824,CHEMBL3881965,CHEMBL3881527,7.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL941,CHEMBL1824,CHEMBL4153881,CHEMBL4152228,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;data_validity_flag
CHEMBL554,CHEMBL1824,CHEMBL4271177,CHEMBL4270496,8.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL4274204,CHEMBL4270595,,IC50,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL4329617,CHEMBL4325914,7.49,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL4342909,CHEMBL4342409,8.01,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL4353433,CHEMBL4350987,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4353432,CHEMBL4350987,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4353431,CHEMBL4350987,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4625050,CHEMBL4622931,8.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL4625062,CHEMBL4622931,,Kd,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL4628614,CHEMBL4627322,7.89,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL4670947,CHEMBL4665812,8.55,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL4724203,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724204,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724205,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724206,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724207,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724208,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724210,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724219,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724220,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724224,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724225,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724226,CHEMBL4715878,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724266,CHEMBL4715878,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724268,CHEMBL4715878,,Activity,=,A,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL4724282,CHEMBL4715878,7.02,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL4737324,CHEMBL4732181,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL4816062,CHEMBL4813972,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL5138506,CHEMBL5137005,8.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL5150422,CHEMBL5149968,8.01,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL5215058,CHEMBL5214883,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL604094,CHEMBL1824,CHEMBL5215095,CHEMBL5214883,7.36,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL5215236,CHEMBL5214889,7.54,IC50,=,B,Homo sapiens,9,1,
CHEMBL941,CHEMBL1824,CHEMBL5216307,CHEMBL5214926,10.22,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5227276,CHEMBL5226297,8.01,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL5363569,CHEMBL5360595,7.96,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444896,CHEMBL5444388,4.1,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444921,CHEMBL5444388,6.68,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444922,CHEMBL5444388,7.22,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444923,CHEMBL5444388,5.58,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444924,CHEMBL5444388,7.1,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444925,CHEMBL5444388,5.0,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444926,CHEMBL5444388,4.85,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444927,CHEMBL5444388,4.98,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444928,CHEMBL5444388,4.84,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444929,CHEMBL5444388,5.96,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444930,CHEMBL5444388,8.0,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444931,CHEMBL5444388,7.05,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444932,CHEMBL5444388,6.46,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444933,CHEMBL5444388,5.65,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444934,CHEMBL5444388,5.31,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444935,CHEMBL5444388,5.07,IC50,=,F,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5444936,CHEMBL5444388,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL5444937,CHEMBL5444388,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL5444938,CHEMBL5444388,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL5444939,CHEMBL5444388,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL5444940,CHEMBL5444388,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL5444941,CHEMBL5444388,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL5444942,CHEMBL5444388,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL5444943,CHEMBL5444388,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL554,CHEMBL1824,CHEMBL5446055,CHEMBL5445981,4.1,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5446211,CHEMBL5446079,8.04,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5479143,CHEMBL5465560,8.15,Kd,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5479144,CHEMBL5465560,,% of inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL5479145,CHEMBL5465560,8.15,Kd,=,B,Homo sapiens,9,1,
CHEMBL5561503,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,7.23,IC50,=,B,Homo sapiens,9,1,
CHEMBL5557178,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,6.8,IC50,=,B,Homo sapiens,9,1,
CHEMBL5561933,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,7.28,IC50,=,B,Homo sapiens,9,1,
CHEMBL5558817,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,6.67,IC50,=,B,Homo sapiens,9,1,
CHEMBL5542514,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,7.08,IC50,=,B,Homo sapiens,9,1,
CHEMBL5555280,CHEMBL1824,CHEMBL5512284,CHEMBL5506072,7.31,IC50,=,B,Homo sapiens,9,1,
CHEMBL5555280,CHEMBL1824,CHEMBL5512307,CHEMBL5506072,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL5555280,CHEMBL1824,CHEMBL5512312,CHEMBL5506072,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL5546055,CHEMBL5543120,7.85,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5609681,CHEMBL5608196,7.99,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL5647780,CHEMBL5647683,7.82,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5647834,CHEMBL5647683,6.77,EC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5647835,CHEMBL5647683,7.0,EC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5647836,CHEMBL5647683,7.0,EC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL5664545,CHEMBL5661981,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL5890920,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,8.16,IC50,=,B,,8,1,
CHEMBL5890920,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,kon,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL5890920,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,k_off,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL6017443,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,7.79,IC50,=,B,,8,1,
CHEMBL6017443,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,kon,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL6017443,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,k_off,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL5977568,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,7.71,IC50,=,B,,8,1,
CHEMBL5977568,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,kon,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL5977568,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,k_off,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL5901840,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,7.97,IC50,=,B,,8,1,
CHEMBL5901840,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,kon,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL5901840,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,k_off,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL5797736,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,7.94,IC50,=,B,,8,1,
CHEMBL5797736,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,kon,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL5797736,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,k_off,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL6006814,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,7.99,IC50,=,B,,8,1,
CHEMBL6006814,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,kon,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL6006814,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,k_off,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,7.64,IC50,=,B,,8,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,kon,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL554,CHEMBL1824,CHEMBL5735980,CHEMBL5728076,,k_off,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL5881155,CHEMBL1824,CHEMBL5738726,CHEMBL5729445,9.22,IC50,=,B,Homo sapiens,9,1,
CHEMBL5881155,CHEMBL1824,CHEMBL5738726,CHEMBL5729445,,kon,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL5881155,CHEMBL1824,CHEMBL5738726,CHEMBL5729445,,k_off,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL5977738,CHEMBL1824,CHEMBL5738726,CHEMBL5729445,9.47,IC50,=,B,Homo sapiens,9,1,
CHEMBL5977738,CHEMBL1824,CHEMBL5738726,CHEMBL5729445,,kon,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL5977738,CHEMBL1824,CHEMBL5738726,CHEMBL5729445,,k_off,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL6150652,CHEMBL1824,CHEMBL6083487,CHEMBL6083185,8.02,IC50,=,B,Homo sapiens,9,1,
CHEMBL6133515,CHEMBL1824,CHEMBL6083494,CHEMBL6083185,8.24,IC50,=,B,Homo sapiens,9,1,
CHEMBL554,CHEMBL1824,CHEMBL6092695,CHEMBL6092145,7.82,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL554,CHEMBL1824,CHEMBL6117353,CHEMBL6114993,7.82,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL334395,CHEMBL1914,CHEMBL654878,CHEMBL1148382,7.0,IC50,=,B,,8,1,
CHEMBL309667,CHEMBL1914,CHEMBL651303,CHEMBL1131001,8.62,IC50,=,B,,8,1,
CHEMBL344593,CHEMBL1914,CHEMBL651728,CHEMBL1145898,5.39,IC50,=,B,Equus caballus,8,1,
CHEMBL344593,CHEMBL1914,CHEMBL654391,CHEMBL1145898,5.47,Ki,=,B,Equus caballus,8,1,
CHEMBL189906,CHEMBL1914,CHEMBL828553,CHEMBL1137822,7.23,IC50,=,B,Homo sapiens,9,1,
CHEMBL382207,CHEMBL1914,CHEMBL861175,CHEMBL1146079,7.77,IC50,=,B,Homo sapiens,9,1,
CHEMBL378404,CHEMBL1914,CHEMBL861175,CHEMBL1146079,4.28,IC50,=,B,Homo sapiens,9,1,
CHEMBL206093,CHEMBL1914,CHEMBL861175,CHEMBL1146079,4.44,IC50,=,B,Homo sapiens,9,1,
CHEMBL374981,CHEMBL1914,CHEMBL912242,CHEMBL1138205,8.86,IC50,=,B,Homo sapiens,9,1,
CHEMBL222904,CHEMBL1914,CHEMBL917210,CHEMBL1149275,5.07,IC50,=,B,Homo sapiens,9,1,
CHEMBL224469,CHEMBL1914,CHEMBL915961,CHEMBL1144481,7.1,IC50,=,B,Homo sapiens,9,1,
CHEMBL273051,CHEMBL1914,CHEMBL932017,CHEMBL1141589,7.82,IC50,=,B,,8,1,
CHEMBL1678,CHEMBL1914,CHEMBL960590,CHEMBL1150773,5.14,IC50,=,B,Homo sapiens,9,1,
CHEMBL254016,CHEMBL1914,CHEMBL948465,CHEMBL1152287,5.07,IC50,=,B,Homo sapiens,9,1,
CHEMBL164,CHEMBL1914,CHEMBL1045780,CHEMBL1154681,4.15,Ki,=,B,Homo sapiens,9,1,
CHEMBL164,CHEMBL1914,CHEMBL1045783,CHEMBL1154681,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1773487,CHEMBL1914,CHEMBL1775597,CHEMBL1773070,4.98,IC50,=,B,Homo sapiens,9,1,
CHEMBL1773489,CHEMBL1914,CHEMBL1775597,CHEMBL1773070,5.01,IC50,=,B,Homo sapiens,9,1,
CHEMBL1783515,CHEMBL1914,CHEMBL1785399,CHEMBL1781893,6.66,IC50,=,B,Homo sapiens,9,1,
CHEMBL3216777,CHEMBL1914,CHEMBL2015199,CHEMBL2010698,6.88,IC50,=,B,Homo sapiens,9,1,
CHEMBL2019044,CHEMBL1914,CHEMBL2020733,CHEMBL2016543,8.82,IC50,=,B,Homo sapiens,9,1,
CHEMBL2064464,CHEMBL1914,CHEMBL2066007,CHEMBL2062461,7.2,IC50,=,B,Homo sapiens,9,1,
CHEMBL2419687,CHEMBL1914,CHEMBL2421449,CHEMBL2417380,5.08,IC50,=,B,Homo sapiens,9,1,
CHEMBL3093795,CHEMBL1914,CHEMBL3095603,CHEMBL3091342,5.11,IC50,=,B,Homo sapiens,9,1,
CHEMBL3326699,CHEMBL1914,CHEMBL3379804,CHEMBL3352817,7.53,Ki,=,B,Homo sapiens,9,1,
CHEMBL3326708,CHEMBL1914,CHEMBL3379804,CHEMBL3352817,7.51,Ki,=,B,Homo sapiens,9,1,
CHEMBL3337471,CHEMBL1914,CHEMBL3390419,CHEMBL3352241,4.5,IC50,=,B,Homo sapiens,9,1,
CHEMBL3335049,CHEMBL1914,CHEMBL3383712,CHEMBL3351711,4.74,IC50,=,B,Homo sapiens,9,1,
CHEMBL3407584,CHEMBL1914,CHEMBL3413436,CHEMBL3407435,5.14,IC50,=,B,Homo sapiens,9,1,
CHEMBL3407583,CHEMBL1914,CHEMBL3413436,CHEMBL3407435,5.15,IC50,=,B,Homo sapiens,9,1,
CHEMBL3642049,CHEMBL1914,CHEMBL3708022,CHEMBL3639238,9.6,IC50,=,B,Homo sapiens,9,1,
CHEMBL3753850,CHEMBL1914,CHEMBL3755060,CHEMBL3751805,7.99,IC50,=,B,Homo sapiens,9,1,
CHEMBL3754694,CHEMBL1914,CHEMBL3755060,CHEMBL3751805,8.64,IC50,=,B,Homo sapiens,9,1,
CHEMBL1801815,CHEMBL1914,CHEMBL3772143,CHEMBL3769338,5.03,IC50,=,B,Homo sapiens,9,1,
CHEMBL3818250,CHEMBL1914,CHEMBL3821775,CHEMBL3817754,6.54,IC50,=,B,Homo sapiens,9,1,
CHEMBL3822670,CHEMBL1914,CHEMBL3826565,CHEMBL3822387,6.54,IC50,=,B,Homo sapiens,9,1,
CHEMBL3823197,CHEMBL1914,CHEMBL3826565,CHEMBL3822387,6.92,IC50,=,B,Homo sapiens,9,1,
CHEMBL3892118,CHEMBL1914,CHEMBL3862298,CHEMBL3861952,7.1,IC50,=,B,Homo sapiens,9,1,
CHEMBL3910513,CHEMBL1914,CHEMBL3870532,CHEMBL3870312,4.41,IC50,=,B,Homo sapiens,9,1,
CHEMBL3900968,CHEMBL1914,CHEMBL3887948,CHEMBL3886513,4.92,IC50,=,B,Homo sapiens,8,1,
CHEMBL3425895,CHEMBL1914,CHEMBL4049962,CHEMBL4049393,5.46,IC50,=,B,Homo sapiens,9,1,
CHEMBL3425895,CHEMBL1914,CHEMBL4049963,CHEMBL4049393,,Inhibition,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL164,CHEMBL1914,CHEMBL4844260,CHEMBL4842362,,IC50,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
