pair,ligand_id,molecule_chembl_id,analysis_set,pA,pB,class,class_from_pchembl,score_A,score_B,score_mean,score_worst,complete_case,score_source
PPARA/PPARD,PAPD_093,,main,8.66,7.63,dual,dual,6.274,9.795,8.0345,6.274,1,review_scored_membership_v1
PPARA/PPARD,PAPD_094,,main,6.78,7.04,dual,dual,6.711,9.046,7.8785,6.711,1,review_scored_membership_v1
PPARA/PPARD,PAPD_095,,main,8.33,7.43,dual,dual,7.231,9.391,8.311,7.231,1,review_scored_membership_v1
PPARA/PPARD,PAPD_096,,main,8.47,7.16,dual,dual,7.169,9.571,8.37,7.169,1,review_scored_membership_v1
PPARA/PPARD,PAPD_097,,main,4.52,4.52,neither,neither,6.567,6.73,6.6485,6.567,1,review_scored_membership_v1
PPARA/PPARD,PAPD_098,,main,4.83,5.17,neither,neither,9.669,10.509,10.089,9.669,1,review_scored_membership_v1
PPARA/PPARD,PAPD_099,,main,4.54,4.21,neither,neither,10.019,10.308,10.163499999999999,10.019,1,review_scored_membership_v1
PPARA/PPARD,PAPD_100,,main,5.18,4.85,neither,neither,9.453,10.472,9.962499999999999,9.453,1,review_scored_membership_v1
PPARA/PPARD,PAPD_101,,main,4.71,4.31,neither,neither,6.316,6.207,6.2615,6.207,1,review_scored_membership_v1
PPARA/PPARD,PAPD_102,,main,4.33,4.96,neither,neither,8.38,9.09,8.735,8.38,1,review_scored_membership_v1
PPARA/PPARD,PAPD_103,,main,5.5,5.47,neither,neither,8.205,9.003,8.604,8.205,1,review_scored_membership_v1
PPARA/PPARD,PAPD_104,,main,4.73,5.47,neither,neither,10.065,11.415,10.739999999999998,10.065,1,review_scored_membership_v1
PPARA/PPARD,PAPD_105,,main,4.84,5.13,neither,neither,9.298,10.17,9.734,9.298,1,review_scored_membership_v1
PPARA/PPARD,PAPD_106,,main,5.06,5.35,neither,neither,8.832,9.778,9.305,8.832,1,review_scored_membership_v1
PPARA/PPARD,PAPD_107,,main,5.12,5.29,neither,neither,9.347,9.643,9.495000000000001,9.347,1,review_scored_membership_v1
PPARA/PPARD,PAPD_108,,main,4.39,4.32,neither,neither,8.195,9.334,8.7645,8.195,1,review_scored_membership_v1
PPARA/PPARD,PAPD_109,,main,5.17,4.37,neither,neither,8.7,8.572,8.636,8.572,1,review_scored_membership_v1
PPARA/PPARD,PAPD_110,,main,4.65,4.01,neither,neither,8.274,10.196,9.235,8.274,1,review_scored_membership_v1
