pair,ligand_id,molecule_chembl_id,analysis_set,pA,pB,class,class_from_pchembl,score_A,score_B,score_mean,score_worst,complete_case,score_source
JAK1/JAK2,J1J2_062,,main,5.26,7.26,B_only,B_only,8.943,8.988,8.965499999999999,8.943,1,review_scored_membership_v1
JAK1/JAK2,J1J2_063,,main,5.26,7.26,B_only,B_only,8.338,8.438,8.388,8.338,1,review_scored_membership_v1
JAK1/JAK2,J1J2_064,,main,5.08,6.84,B_only,B_only,10.382,10.252,10.317,10.252,1,review_scored_membership_v1
JAK1/JAK2,J1J2_065,,main,8.52,8.0,dual,dual,8.792,9.128,8.96,8.792,1,review_scored_membership_v1
JAK1/JAK2,J1J2_066,,main,9.82,9.0,dual,dual,8.997,9.125,9.061,8.997,1,review_scored_membership_v1
JAK1/JAK2,J1J2_067,,main,8.54,7.84,dual,dual,8.592,8.592,8.592,8.592,1,review_scored_membership_v1
JAK1/JAK2,J1J2_068,,main,8.77,7.62,dual,dual,8.756,9.152,8.954,8.756,1,review_scored_membership_v1
JAK1/JAK2,J1J2_069,,main,9.35,7.96,dual,dual,8.917,9.266,9.0915,8.917,1,review_scored_membership_v1
JAK1/JAK2,J1J2_070,,main,10.4,8.7,dual,dual,9.335,9.248,9.2915,9.248,1,review_scored_membership_v1
JAK1/JAK2,J1J2_071,,main,7.62,7.92,dual,dual,8.975,9.173,9.074,8.975,1,review_scored_membership_v1
JAK1/JAK2,J1J2_072,,main,7.9,7.9,dual,dual,11.78,10.97,11.375,10.97,1,review_scored_membership_v1
JAK1/JAK2,J1J2_073,,main,9.06,9.11,dual,dual,9.92,9.521,9.720500000000001,9.521,1,review_scored_membership_v1
JAK1/JAK2,J1J2_074,,main,7.9,7.6,dual,dual,11.65,12.073,11.8615,11.65,1,review_scored_membership_v1
JAK1/JAK2,J1J2_075,,main,7.9,7.9,dual,dual,11.385,10.994,11.189499999999999,10.994,1,review_scored_membership_v1
JAK1/JAK2,J1J2_076,,main,8.7,7.66,dual,dual,9.491,9.222,9.3565,9.222,1,review_scored_membership_v1
JAK1/JAK2,J1J2_077,,main,8.3,8.3,dual,dual,9.073,9.334,9.2035,9.073,1,review_scored_membership_v1
JAK1/JAK2,J1J2_078,,main,7.95,7.0,dual,dual,9.432,9.158,9.295,9.158,1,review_scored_membership_v1
JAK1/JAK2,J1J2_079,,main,8.6,9.18,dual,dual,10.624,10.296,10.46,10.296,1,review_scored_membership_v1
JAK1/JAK2,J1J2_080,,main,9.1,8.4,dual,dual,9.165,9.732,9.4485,9.165,1,review_scored_membership_v1
JAK1/JAK2,J1J2_081,,main,7.9,7.9,dual,dual,11.316,11.481,11.3985,11.316,1,review_scored_membership_v1
JAK1/JAK2,J1J2_082,,main,8.96,8.02,dual,dual,8.524,8.129,8.3265,8.129,1,review_scored_membership_v1
JAK1/JAK2,J1J2_083,,main,7.5,8.7,dual,dual,8.668,8.08,8.373999999999999,8.08,1,review_scored_membership_v1
JAK1/JAK2,J1J2_084,,main,7.38,6.55,dual,dual,9.162,8.737,8.9495,8.737,1,review_scored_membership_v1
JAK1/JAK2,J1J2_085,,main,7.4,6.6,dual,dual,10.197,10.039,10.117999999999999,10.039,1,review_scored_membership_v1
JAK1/JAK2,J1J2_086,,main,8.47,7.82,dual,dual,9.225,8.52,8.872499999999999,8.52,1,review_scored_membership_v1
JAK1/JAK2,J1J2_087,,main,9.17,9.59,dual,dual,10.974,9.516,10.245000000000001,9.516,1,review_scored_membership_v1
JAK1/JAK2,J1J2_088,,main,8.8,8.6,dual,dual,11.19,10.536,10.863,10.536,1,review_scored_membership_v1
JAK1/JAK2,J1J2_089,,main,7.11,6.83,dual,dual,9.319,9.403,9.361,9.319,1,review_scored_membership_v1
JAK1/JAK2,J1J2_090,,main,6.88,6.69,dual,dual,8.421,7.989,8.205,7.989,1,review_scored_membership_v1
JAK1/JAK2,J1J2_091,,main,8.25,8.59,dual,dual,9.138,8.687,8.9125,8.687,1,review_scored_membership_v1
JAK1/JAK2,J1J2_092,,main,9.0,9.0,dual,dual,7.95,8.1,8.025,7.95,1,review_scored_membership_v1
JAK1/JAK2,J1J2_093,,main,7.22,6.85,dual,dual,10.05,9.786,9.918,9.786,1,review_scored_membership_v1
JAK1/JAK2,J1J2_094,,main,9.2,9.62,dual,dual,10.667,10.297,10.482,10.297,1,review_scored_membership_v1
JAK1/JAK2,J1J2_095,,main,9.82,9.72,dual,dual,10.251,10.126,10.1885,10.126,1,review_scored_membership_v1
JAK1/JAK2,J1J2_096,,main,9.36,9.03,dual,dual,11.523,10.777,11.149999999999999,10.777,1,review_scored_membership_v1
JAK1/JAK2,J1J2_097,,main,4.62,5.38,neither,neither,9.878,8.703,9.2905,8.703,1,review_scored_membership_v1
JAK1/JAK2,J1J2_098,,main,4.77,5.18,neither,neither,9.079,9.374,9.226500000000001,9.079,1,review_scored_membership_v1
JAK1/JAK2,J1J2_099,,main,5.3,5.0,neither,neither,8.798,8.708,8.753,8.708,1,review_scored_membership_v1
JAK1/JAK2,J1J2_100,,main,4.3,4.38,neither,neither,7.593,7.329,7.461,7.329,1,review_scored_membership_v1
JAK1/JAK2,J1J2_101,,main,4.3,4.71,neither,neither,7.859,7.361,7.609999999999999,7.361,1,review_scored_membership_v1
JAK1/JAK2,J1J2_102,,main,4.92,4.32,neither,neither,9.056,9.105,9.0805,9.056,1,review_scored_membership_v1
JAK1/JAK2,J1J2_103,,main,5.26,5.26,neither,neither,7.831,7.889,7.86,7.831,1,review_scored_membership_v1
JAK1/JAK2,J1J2_104,,main,5.05,5.43,neither,neither,10.259,9.832,10.0455,9.832,1,review_scored_membership_v1
JAK1/JAK2,J1J2_105,,main,4.85,4.52,neither,neither,9.742,10.947,10.3445,9.742,1,review_scored_membership_v1
JAK1/JAK2,J1J2_106,,main,5.13,4.38,neither,neither,9.019,8.836,8.9275,8.836,1,review_scored_membership_v1
JAK1/JAK2,J1J2_107,,main,5.18,4.85,neither,neither,8.16,7.739,7.9495000000000005,7.739,1,review_scored_membership_v1
JAK1/JAK2,J1J2_108,,main,5.29,4.68,neither,neither,7.984,7.978,7.981,7.978,1,review_scored_membership_v1
JAK1/JAK2,J1J2_109,,main,4.72,4.75,neither,neither,7.935,7.607,7.771,7.607,1,review_scored_membership_v1
JAK1/JAK2,J1J2_110,,main,5.47,5.48,neither,neither,10.45,10.217,10.3335,10.217,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_001,,main,6.6,5.36,A_only,A_only,8.558,8.142,8.35,8.142,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_002,,main,7.51,5.28,A_only,A_only,9.102,8.216,8.658999999999999,8.216,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_003,,main,6.62,5.1,A_only,A_only,8.69,8.009,8.349499999999999,8.009,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_004,,main,7.17,5.44,A_only,A_only,7.422,7.786,7.603999999999999,7.422,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_005,,main,7.31,4.94,A_only,A_only,8.802,9.391,9.096499999999999,8.802,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_006,,main,8.29,4.44,A_only,A_only,10.968,10.45,10.709,10.45,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_007,,main,7.02,5.5,A_only,A_only,9.22,9.812,9.516,9.22,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_008,,main,7.04,5.47,A_only,A_only,9.599,10.027,9.812999999999999,9.599,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_009,,main,7.94,5.38,A_only,A_only,10.218,10.048,10.133,10.048,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_010,,main,7.38,5.38,A_only,A_only,9.43,8.745,9.087499999999999,8.745,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_011,,main,7.92,5.29,A_only,A_only,9.306,8.831,9.0685,8.831,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_012,,main,7.38,5.43,A_only,A_only,7.784,8.777,8.2805,7.784,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_013,,main,7.11,5.26,A_only,A_only,8.416,7.459,7.9375,7.459,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_014,,main,6.52,5.24,A_only,A_only,10.285,9.093,9.689,9.093,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_015,,main,7.38,5.21,A_only,A_only,9.162,9.995,9.5785,9.162,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_016,,main,7.21,5.32,A_only,A_only,8.838,8.333,8.5855,8.333,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_017,,main,7.02,5.07,A_only,A_only,9.326,8.436,8.881,8.436,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_018,,main,7.38,5.43,A_only,A_only,9.202,9.055,9.128499999999999,9.055,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_019,,main,7.04,5.27,A_only,A_only,8.094,8.083,8.0885,8.083,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_020,,main,7.03,5.15,A_only,A_only,8.435,7.815,8.125,7.815,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_021,,main,7.25,5.38,A_only,A_only,8.686,7.819,8.2525,7.819,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_022,,main,7.7,5.44,A_only,A_only,8.85,9.24,9.045,8.85,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_023,,main,6.69,5.37,A_only,A_only,10.033,10.386,10.209499999999998,10.033,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_024,,main,7.3,5.25,A_only,A_only,9.895,9.709,9.802,9.709,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_025,,main,8.15,5.09,A_only,A_only,8.702,8.173,8.4375,8.173,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_026,,main,7.07,5.44,A_only,A_only,8.284,8.833,8.5585,8.284,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_027,,main,7.25,5.32,A_only,A_only,8.374,7.914,8.144,7.914,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_028,,main,7.59,5.0,A_only,A_only,9.412,8.819,9.1155,8.819,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_029,,main,7.66,5.45,A_only,A_only,7.715,8.516,8.1155,7.715,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_030,,main,7.17,5.2,A_only,A_only,9.959,9.974,9.9665,9.959,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_031,,main,7.16,5.22,A_only,A_only,8.195,8.319,8.257000000000001,8.195,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_032,,main,7.26,5.06,A_only,A_only,9.393,8.535,8.964,8.535,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_033,,main,5.32,6.82,B_only,B_only,7.898,7.613,7.7555,7.613,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_034,,main,5.44,6.72,B_only,B_only,7.806,7.862,7.834,7.806,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_035,,main,5.27,7.1,B_only,B_only,8.397,8.707,8.552,8.397,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_036,,main,5.47,8.4,B_only,B_only,9.11,9.617,9.3635,9.11,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_037,,main,5.26,8.3,B_only,B_only,9.765,10.052,9.9085,9.765,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_038,,main,4.75,8.05,B_only,B_only,9.057,9.307,9.182,9.057,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_039,,main,5.44,7.15,B_only,B_only,7.168,7.296,7.232,7.168,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_040,,main,5.23,6.7,B_only,B_only,8.84,8.23,8.535,8.23,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_041,,main,5.06,6.63,B_only,B_only,9.307,9.397,9.352,9.307,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_042,,main,5.39,7.38,B_only,B_only,10.8,10.248,10.524000000000001,10.248,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_043,,main,5.26,7.26,B_only,B_only,9.124,9.029,9.0765,9.029,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_044,,main,5.26,7.26,B_only,B_only,8.798,8.385,8.5915,8.385,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_045,,main,5.01,6.54,B_only,B_only,9.616,9.512,9.564,9.512,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_046,,main,5.16,7.15,B_only,B_only,10.472,10.165,10.3185,10.165,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_047,,main,5.07,7.09,B_only,B_only,9.097,8.785,8.940999999999999,8.785,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_048,,main,5.48,6.76,B_only,B_only,10.111,9.548,9.8295,9.548,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_049,,main,5.26,7.26,B_only,B_only,8.162,8.279,8.220500000000001,8.162,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_050,,main,5.25,6.75,B_only,B_only,10.464,9.579,10.0215,9.579,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_051,,main,5.26,7.26,B_only,B_only,9.145,9.1,9.122499999999999,9.1,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_052,,main,5.2,6.71,B_only,B_only,9.614,9.427,9.5205,9.427,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_053,,main,5.06,7.28,B_only,B_only,9.274,9.439,9.3565,9.274,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_054,,main,5.26,7.26,B_only,B_only,9.05,8.909,8.979500000000002,8.909,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_055,,main,5.26,7.26,B_only,B_only,8.948,8.746,8.847000000000001,8.746,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_056,,main,5.2,7.11,B_only,B_only,10.764,10.111,10.4375,10.111,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_057,,main,5.23,6.62,B_only,B_only,9.762,9.35,9.556000000000001,9.35,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_058,,main,5.4,6.95,B_only,B_only,10.783,10.02,10.401499999999999,10.02,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_059,,main,5.43,6.78,B_only,B_only,9.89,9.743,9.816500000000001,9.743,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_060,,main,5.3,7.12,B_only,B_only,10.637,9.792,10.214500000000001,9.792,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_061,,main,5.19,6.51,B_only,B_only,10.374,9.741,10.057500000000001,9.741,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_062,,main,5.26,7.26,B_only,B_only,8.943,8.526,8.7345,8.526,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_063,,main,5.17,6.77,B_only,B_only,10.343,10.035,10.189,10.035,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_064,,main,5.18,6.63,B_only,B_only,10.765,10.466,10.6155,10.466,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_065,,main,6.7,7.39,dual,dual,7.039,7.059,7.0489999999999995,7.039,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_066,,main,8.62,7.07,dual,dual,9.144,9.61,9.376999999999999,9.144,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_067,,main,8.23,7.1,dual,dual,7.969,8.477,8.223,7.969,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_068,,main,7.82,7.36,dual,dual,9.119,8.744,8.9315,8.744,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_069,,main,8.37,6.92,dual,dual,10.273,10.281,10.277000000000001,10.273,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_070,,main,7.96,6.7,dual,dual,8.259,7.457,7.8580000000000005,7.457,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_071,,main,8.72,7.0,dual,dual,8.315,8.831,8.573,8.315,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_072,,main,9.0,8.15,dual,dual,8.292,8.175,8.2335,8.175,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_073,,main,8.0,6.54,dual,dual,8.829,9.719,9.274000000000001,8.829,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_074,,main,8.72,7.35,dual,dual,8.478,7.631,8.0545,7.631,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_075,,main,9.3,7.68,dual,dual,9.179,9.682,9.4305,9.179,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_076,,main,8.44,7.34,dual,dual,9.398,9.746,9.572,9.398,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_077,,main,8.77,7.26,dual,dual,8.892,10.003,9.4475,8.892,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_078,,main,6.92,6.77,dual,dual,9.035,8.575,8.805,8.575,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_079,,main,8.17,6.92,dual,dual,8.766,8.428,8.597000000000001,8.428,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_080,,main,6.78,6.96,dual,dual,8.143,8.148,8.1455,8.143,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_081,,main,10.0,8.14,dual,dual,8.784,9.306,9.045,8.784,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_082,,main,8.91,9.04,dual,dual,8.283,8.957,8.620000000000001,8.283,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_083,,main,7.26,7.26,dual,dual,8.204,8.32,8.262,8.204,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_084,,main,10.0,9.15,dual,dual,9.847,9.357,9.602,9.357,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_085,,main,9.26,7.3,dual,dual,10.684,9.513,10.0985,9.513,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_086,,main,8.06,6.64,dual,dual,9.543,9.663,9.603,9.543,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_087,,main,9.26,7.3,dual,dual,8.899,10.021,9.46,8.899,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_088,,main,7.26,7.26,dual,dual,9.224,8.447,8.8355,8.447,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_089,,main,10.07,8.6,dual,dual,9.424,9.606,9.515,9.424,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_090,,main,8.49,6.89,dual,dual,9.837,9.662,9.749500000000001,9.662,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_091,,main,6.66,7.22,dual,dual,9.721,9.757,9.739,9.721,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_093,,main,9.26,9.26,dual,dual,9.59,8.592,9.091000000000001,8.592,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_094,,main,9.26,7.3,dual,dual,9.172,9.318,9.245000000000001,9.172,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_095,,main,9.26,7.3,dual,dual,10.162,9.352,9.757000000000001,9.352,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_096,,main,7.34,7.28,dual,dual,9.552,9.381,9.4665,9.381,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_097,,main,5.33,5.03,neither,neither,9.519,10.351,9.935,9.519,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_098,,main,5.21,5.19,neither,neither,6.773,7.221,6.997,6.773,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_099,,main,5.37,5.48,neither,neither,7.869,7.981,7.925,7.869,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_100,,main,4.74,5.12,neither,neither,8.215,8.648,8.4315,8.215,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_101,,main,5.43,5.46,neither,neither,7.956,8.206,8.081,7.956,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_102,,main,5.03,5.5,neither,neither,8.185,8.378,8.281500000000001,8.185,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_103,,main,5.28,4.51,neither,neither,7.892,8.37,8.131,7.892,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_104,,main,5.16,4.38,neither,neither,7.936,8.02,7.978,7.936,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_105,,main,5.0,5.0,neither,neither,9.27,8.017,8.6435,8.017,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_106,,main,5.48,5.32,neither,neither,9.277,9.416,9.346499999999999,9.277,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_107,,main,4.3,4.3,neither,neither,7.728,8.433,8.0805,7.728,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_108,,main,4.3,4.3,neither,neither,7.593,8.542,8.067499999999999,7.593,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_109,,main,5.26,5.26,neither,neither,7.831,8.852,8.3415,7.831,1,review_scored_membership_v1
JAK1/TYK2,J1TYK2_110,,main,5.26,5.26,neither,neither,8.293,8.739,8.516,8.293,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_01,,main,8.89,8.28,dual,dual,9.241,9.512,9.3765,9.241,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_02,,main,10.72,9.74,dual,dual,9.282,10.949,10.1155,9.282,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_03,,main,9.4,9.4,dual,dual,7.553,8.53,8.0415,7.553,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_04,,main,8.85,9.35,dual,dual,9.758,10.505,10.131499999999999,9.758,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_05,,main,10.0,8.52,dual,dual,9.634,9.239,9.4365,9.239,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_06,,main,9.21,8.48,dual,dual,8.186,9.247,8.7165,8.186,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_07,,main,8.33,9.6,dual,dual,9.278,10.489,9.883500000000002,9.278,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_08,,main,9.24,8.1,dual,dual,7.691,9.085,8.388,7.691,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_09,,main,8.82,7.92,dual,dual,8.379,8.294,8.336500000000001,8.294,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_10,,main,7.85,9.54,dual,dual,9.091,10.095,9.593,9.091,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_11,,main,7.82,10.04,dual,dual,8.005,9.161,8.583,8.005,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_12,,main,8.46,7.72,dual,dual,8.859,7.663,8.261,7.663,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_13,,main,7.48,9.85,dual,dual,8.319,8.524,8.4215,8.319,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_14,,main,7.8,7.43,dual,dual,7.786,8.642,8.213999999999999,7.786,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_15,,main,8.7,7.16,dual,dual,7.938,8.228,8.083,7.938,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_16,,main,7.41,6.82,dual,dual,8.751,7.765,8.258,7.765,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_17,,main,8.22,6.78,dual,dual,7.995,8.497,8.246,7.995,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_18,,main,8.3,6.46,dual,dual,8.948,8.567,8.7575,8.567,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_19,,main,10.05,5.92,A_only,A_only,6.238,6.452,6.345000000000001,6.238,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_20,,main,8.7,5.92,A_only,A_only,8.805,8.865,8.835,8.805,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_21,,main,8.7,5.92,A_only,A_only,8.288,9.303,8.7955,8.288,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_22,,main,8.77,5.83,A_only,A_only,7.429,7.951,7.6899999999999995,7.429,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_23,,main,8.57,5.64,A_only,A_only,7.713,7.804,7.7585,7.713,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_24,,main,9.46,5.61,A_only,A_only,7.537,6.8,7.1685,6.8,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_25,,main,10.0,5.51,A_only,A_only,6.082,6.736,6.409,6.082,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_26,,main,8.4,5.32,A_only,A_only,9.116,8.879,8.997499999999999,8.879,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_27,,main,8.7,5.27,A_only,A_only,8.501,8.08,8.2905,8.08,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_28,,main,8.76,5.24,A_only,A_only,8.226,9.343,8.784500000000001,8.226,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_29,,main,8.4,5.11,A_only,A_only,8.311,7.718,8.0145,7.718,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_30,,main,7.1,5.1,A_only,A_only,7.6,8.12,7.859999999999999,7.6,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_31,,main,8.4,5.0,A_only,A_only,9.315,10.737,10.026,9.315,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_32,,main,8.22,4.54,A_only,A_only,7.58,8.194,7.8870000000000005,7.58,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_33,,main,5.98,8.48,B_only,B_only,7.841,9.271,8.556000000000001,7.841,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_34,,main,5.93,9.72,B_only,B_only,8.363,9.074,8.718499999999999,8.363,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_35,,main,5.89,8.4,B_only,B_only,8.295,8.775,8.535,8.295,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_36,,main,5.87,9.17,B_only,B_only,8.316,9.298,8.807,8.316,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_37,,main,5.74,9.8,B_only,B_only,7.835,7.888,7.8614999999999995,7.835,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_38,,main,5.64,9.0,B_only,B_only,8.752,9.412,9.082,8.752,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_39,,main,5.58,8.7,B_only,B_only,8.129,8.309,8.219,8.129,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_40,,main,5.57,9.07,B_only,B_only,7.547,8.02,7.7835,7.547,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_41,,main,5.47,9.0,B_only,B_only,8.435,6.877,7.656000000000001,6.877,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_42,,main,5.44,9.89,B_only,B_only,7.898,8.239,8.0685,7.898,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_43,,main,5.39,8.72,B_only,B_only,7.995,9.834,8.9145,7.995,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_44,,main,5.05,8.6,B_only,B_only,8.013,8.35,8.1815,8.013,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_45,,main,5.96,4.0,neither,neither,9.596,9.339,9.467500000000001,9.339,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_46,,main,4.0,4.0,neither,neither,8.583,9.174,8.878499999999999,8.583,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_47,,main,5.82,4.0,neither,neither,7.99,8.408,8.199,7.99,1,review_scored_membership_v1
PIK3CA/mTOR,PM48_48,,main,4.0,5.5,neither,neither,8.535,8.14,8.3375,8.14,1,review_scored_membership_v1
AChE/BChE,AB_002,CHEMBL4464883,main,8.0,6.8,dual,dual,11.841,10.501,11.171,10.501,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_003,CHEMBL309667,main,7.96,8.62,dual,dual,8.863,7.984,8.4235,7.984,1,ache_bche_panel_v0/ablation_ligand_scores.csv
