pair,seed,ligand,class,pdb,status,vina_mode1,seconds,reason
EGFR/HER2,20260811,EH120_053,dual,3RCD,ok,-10.638,66.5,
EGFR/HER2,20260811,EH120_054,A_only,3RCD,ok,-7.699,16.3,
EGFR/HER2,20260811,EH120_055,A_only,3RCD,ok,-8.385,20.2,
EGFR/HER2,20260811,EH120_056,A_only,3RCD,ok,-7.116,173.2,
EGFR/HER2,20260811,EH120_057,A_only,3RCD,ok,-7.705,13.6,
EGFR/HER2,20260811,EH120_058,A_only,3RCD,ok,-9.191,60.8,
EGFR/HER2,20260811,EH120_059,A_only,3RCD,ok,-8.681,34.2,
EGFR/HER2,20260811,EH120_060,A_only,3RCD,ok,-9.145,45.4,
EGFR/HER2,20260811,EH120_061,A_only,3RCD,ok,-10.879,100.7,
EGFR/HER2,20260811,EH120_062,A_only,3RCD,ok,-10.859,132.4,
EGFR/HER2,20260811,EH120_063,A_only,3RCD,ok,-10.046,68.9,
EGFR/HER2,20260811,EH120_064,A_only,3RCD,ok,-8.151,32.4,
EGFR/HER2,20260811,EH120_065,A_only,3RCD,ok,-8.557,20.4,
EGFR/HER2,20260811,EH120_066,A_only,3RCD,ok,-8.686,99.2,
EGFR/HER2,20260811,EH120_067,A_only,3RCD,ok,-8.855,21.3,
EGFR/HER2,20260811,EH120_068,A_only,3RCD,ok,-8.799,377.0,
EGFR/HER2,20260811,EH120_069,A_only,3RCD,ok,-8.994,38.3,
EGFR/HER2,20260811,EH120_070,A_only,3RCD,ok,-9.255,22.7,
EGFR/HER2,20260811,EH120_071,A_only,3RCD,ok,-10.07,54.2,
EGFR/HER2,20260811,EH120_072,A_only,3RCD,ok,-11.037,72.2,
EGFR/HER2,20260811,EH120_073,A_only,3RCD,ok,-9.601,93.7,
EGFR/HER2,20260811,EH120_074,A_only,3RCD,ok,-8.552,22.8,
EGFR/HER2,20260811,EH120_075,A_only,3RCD,ok,-8.282,28.4,
EGFR/HER2,20260811,EH120_076,A_only,3RCD,ok,-8.77,16.5,
EGFR/HER2,20260811,EH120_077,A_only,3RCD,ok,-9.537,21.6,
EGFR/HER2,20260811,EH120_078,A_only,3RCD,ok,-9.449,108.4,
EGFR/HER2,20260811,EH120_079,A_only,3RCD,ok,-7.767,23.3,
EGFR/HER2,20260811,EH120_080,B_only,3RCD,ok,-10.102,135.3,
EGFR/HER2,20260811,EH120_081,B_only,3RCD,ok,-10.914,124.1,
EGFR/HER2,20260811,EH120_082,B_only,3RCD,ok,-9.728,128.4,
EGFR/HER2,20260811,EH120_083,B_only,3RCD,ok,-10.774,132.2,
EGFR/HER2,20260811,EH120_084,B_only,3RCD,ok,-10.696,85.0,
EGFR/HER2,20260811,EH120_085,B_only,3RCD,ok,-11.432,77.1,
EGFR/HER2,20260811,EH120_086,B_only,3RCD,ok,-10.588,129.8,
EGFR/HER2,20260811,EH120_087,B_only,3RCD,ok,-10.922,129.2,
EGFR/HER2,20260811,EH120_088,B_only,3RCD,ok,-12.196,72.0,
EGFR/HER2,20260811,EH120_089,B_only,3RCD,ok,-9.272,123.0,
EGFR/HER2,20260811,EH120_090,B_only,3RCD,ok,-9.585,143.1,
EGFR/HER2,20260811,EH120_091,B_only,3RCD,ok,-10.544,63.9,
EGFR/HER2,20260811,EH120_092,B_only,3RCD,ok,-11.038,84.5,
EGFR/HER2,20260811,EH120_093,B_only,3RCD,ok,-10.539,136.4,
EGFR/HER2,20260811,EH120_094,B_only,3RCD,ok,-8.598,41.5,
EGFR/HER2,20260811,EH120_095,B_only,3RCD,ok,-10.536,82.4,
EGFR/HER2,20260811,EH120_096,B_only,3RCD,ok,-10.791,74.0,
EGFR/HER2,20260811,EH120_097,B_only,3RCD,ok,-10.398,58.7,
EGFR/HER2,20260811,EH120_098,B_only,3RCD,ok,-10.981,68.8,
EGFR/HER2,20260811,EH120_099,B_only,3RCD,ok,-10.052,105.0,
EGFR/HER2,20260811,EH120_100,B_only,3RCD,ok,-10.437,68.2,
EGFR/HER2,20260811,EH120_101,B_only,3RCD,ok,-10.66,89.6,
EGFR/HER2,20260811,EH120_102,neither,3RCD,ok,-7.871,24.8,
EGFR/HER2,20260811,EH120_103,neither,3RCD,ok,-9.152,20.8,
EGFR/HER2,20260811,EH120_104,neither,3RCD,ok,-11.15,29.6,
EGFR/HER2,20260811,EH120_105,neither,3RCD,ok,-9.17,18.8,
EGFR/HER2,20260811,EH120_106,neither,3RCD,ok,-9.575,14.1,
EGFR/HER2,20260811,EH120_107,neither,3RCD,ok,-8.015,56.2,
EGFR/HER2,20260811,EH120_108,neither,3RCD,ok,-7.889,50.7,
EGFR/HER2,20260811,EH120_109,neither,3RCD,ok,-4.759,22.6,
EGFR/HER2,20260811,EH120_110,neither,3RCD,ok,-7.087,19.1,
EGFR/HER2,20260811,EH40_01,dual,3RCD,ok,-9.807,0.0,cached
EGFR/HER2,20260811,EH40_02,dual,3RCD,ok,-10.608,0.0,cached
EGFR/HER2,20260811,EH40_03,dual,3RCD,ok,-8.58,144.9,
EGFR/HER2,20260811,EH40_04,dual,3RCD,ok,-11.694,235.0,
EGFR/HER2,20260811,EH40_05,dual,3RCD,ok,-9.785,126.7,
EGFR/HER2,20260811,EH40_06,dual,3RCD,ok,-10.24,339.7,
EGFR/HER2,20260811,EH40_07,dual,3RCD,ok,-9.615,61.0,
EGFR/HER2,20260811,EH40_08,dual,3RCD,ok,-10.018,191.3,
EGFR/HER2,20260811,EH40_09,dual,3RCD,ok,-9.786,256.5,
EGFR/HER2,20260811,EH40_10,dual,3RCD,ok,-8.517,161.4,
EGFR/HER2,20260811,EH40_11,dual,3RCD,ok,-10.421,118.0,
EGFR/HER2,20260811,EH40_12,dual,3RCD,ok,-10.381,151.0,
EGFR/HER2,20260811,EH40_13,dual,3RCD,ok,-9.579,141.6,
EGFR/HER2,20260811,EH40_14,dual,3RCD,ok,-7.416,46.8,
EGFR/HER2,20260811,EH40_15,dual,3RCD,ok,-9.22,49.2,
EGFR/HER2,20260811,EH40_16,A_only,3RCD,ok,-10.168,48.0,
EGFR/HER2,20260811,EH40_17,A_only,3RCD,ok,-8.607,72.0,
EGFR/HER2,20260811,EH40_18,A_only,3RCD,ok,-12.337,99.4,
EGFR/HER2,20260811,EH40_19,A_only,3RCD,ok,-8.238,80.9,
EGFR/HER2,20260811,EH40_20,A_only,3RCD,ok,-9.943,170.6,
EGFR/HER2,20260811,EH40_21,A_only,3RCD,ok,-9.133,97.9,
EGFR/HER2,20260811,EH40_22,A_only,3RCD,ok,-10.078,251.1,
EGFR/HER2,20260811,EH40_23,A_only,3RCD,ok,-10.979,116.3,
EGFR/HER2,20260811,EH40_24,A_only,3RCD,ok,-7.402,14.6,
EGFR/HER2,20260811,EH40_25,A_only,3RCD,ok,-8.227,13.6,
EGFR/HER2,20260811,EH40_26,A_only,3RCD,ok,-7.128,37.6,
EGFR/HER2,20260811,EH40_27,A_only,3RCD,ok,-9.299,47.2,
EGFR/HER2,20260811,EH40_28,B_only,3RCD,ok,-11.198,171.7,
EGFR/HER2,20260811,EH40_29,B_only,3RCD,ok,-9.069,83.3,
EGFR/HER2,20260811,EH40_30,B_only,3RCD,ok,-9.726,86.3,
EGFR/HER2,20260811,EH40_31,B_only,3RCD,timeout_skipped,,600.5,timeout_600s
EGFR/HER2,20260811,EH40_32,B_only,3RCD,ok,-9.908,398.7,
EGFR/HER2,20260811,EH40_33,B_only,3RCD,ok,-10.667,194.9,
EGFR/HER2,20260811,EH40_34,B_only,3RCD,ok,-8.866,56.4,
EGFR/HER2,20260811,EH40_35,B_only,3RCD,ok,-10.853,148.4,
EGFR/HER2,20260811,EH40_36,B_only,3RCD,ok,-10.462,120.8,
EGFR/HER2,20260811,EH40_37,B_only,3RCD,ok,-10.97,78.7,
EGFR/HER2,20260811,EH40_38,neither,3RCD,ok,-9.378,40.4,
EGFR/HER2,20260811,EH40_39,neither,3RCD,ok,-9.831,39.1,
EGFR/HER2,20260811,EH40_40,neither,3RCD,ok,-8.389,42.2,
EGFR/HER2,20260812,EH120_041,dual,3POZ,ok,-10.317,100.2,
EGFR/HER2,20260812,EH120_042,dual,3POZ,ok,-9.16,25.2,
EGFR/HER2,20260812,EH120_043,dual,3POZ,ok,-8.575,67.6,
EGFR/HER2,20260812,EH120_044,dual,3POZ,ok,-10.595,69.5,
EGFR/HER2,20260812,EH120_045,dual,3POZ,ok,-9.739,52.9,
EGFR/HER2,20260812,EH120_046,dual,3POZ,ok,-9.653,83.8,
EGFR/HER2,20260812,EH120_047,dual,3POZ,ok,-10.078,157.8,
EGFR/HER2,20260812,EH120_048,dual,3POZ,ok,-9.602,26.6,
EGFR/HER2,20260812,EH120_049,dual,3POZ,ok,-10.438,66.1,
EGFR/HER2,20260812,EH120_050,dual,3POZ,ok,-10.209,123.3,
EGFR/HER2,20260812,EH120_051,dual,3POZ,ok,-8.94,23.4,
EGFR/HER2,20260812,EH120_052,dual,3POZ,ok,-9.761,57.3,
EGFR/HER2,20260812,EH120_053,dual,3POZ,ok,-10.128,67.6,
EGFR/HER2,20260812,EH120_054,A_only,3POZ,ok,-7.394,16.8,
EGFR/HER2,20260812,EH120_055,A_only,3POZ,ok,-9.036,25.1,
EGFR/HER2,20260812,EH120_056,A_only,3POZ,ok,-7.779,152.3,
EGFR/HER2,20260812,EH120_057,A_only,3POZ,ok,-7.918,14.7,
EGFR/HER2,20260812,EH120_058,A_only,3POZ,ok,-9.674,67.4,
EGFR/HER2,20260812,EH120_059,A_only,3POZ,ok,-9.26,35.1,
EGFR/HER2,20260812,EH120_060,A_only,3POZ,ok,-8.733,43.2,
EGFR/HER2,20260812,EH120_061,A_only,3POZ,ok,-10.491,112.6,
EGFR/HER2,20260812,EH120_062,A_only,3POZ,ok,-11.199,134.7,
EGFR/HER2,20260812,EH120_063,A_only,3POZ,ok,-9.412,66.1,
EGFR/HER2,20260812,EH120_064,A_only,3POZ,ok,-7.826,35.0,
EGFR/HER2,20260812,EH120_065,A_only,3POZ,ok,-8.553,24.1,
EGFR/HER2,20260812,EH120_066,A_only,3POZ,ok,-8.606,98.7,
EGFR/HER2,20260812,EH120_067,A_only,3POZ,ok,-8.373,22.2,
EGFR/HER2,20260812,EH120_068,A_only,3POZ,ok,-9.076,388.9,
EGFR/HER2,20260812,EH120_069,A_only,3POZ,ok,-8.792,45.2,
EGFR/HER2,20260812,EH120_070,A_only,3POZ,ok,-8.307,24.8,
EGFR/HER2,20260812,EH120_071,A_only,3POZ,ok,-9.718,56.6,
EGFR/HER2,20260812,EH120_072,A_only,3POZ,ok,-11.151,80.3,
EGFR/HER2,20260812,EH120_073,A_only,3POZ,ok,-10.207,89.4,
EGFR/HER2,20260812,EH120_074,A_only,3POZ,ok,-8.342,25.8,
EGFR/HER2,20260812,EH120_075,A_only,3POZ,ok,-7.897,31.0,
EGFR/HER2,20260812,EH120_076,A_only,3POZ,ok,-8.375,18.1,
EGFR/HER2,20260812,EH120_077,A_only,3POZ,ok,-8.624,24.2,
EGFR/HER2,20260812,EH120_078,A_only,3POZ,ok,-9.926,126.2,
EGFR/HER2,20260812,EH120_079,A_only,3POZ,ok,-7.513,24.5,
EGFR/HER2,20260812,EH120_080,B_only,3POZ,ok,-9.365,137.9,
EGFR/HER2,20260812,EH120_081,B_only,3POZ,ok,-10.601,129.0,
EGFR/HER2,20260812,EH120_082,B_only,3POZ,ok,-8.825,140.0,
EGFR/HER2,20260812,EH120_083,B_only,3POZ,ok,-10.412,119.6,
EGFR/HER2,20260812,EH120_084,B_only,3POZ,ok,-10.662,94.5,
EGFR/HER2,20260812,EH120_085,B_only,3POZ,ok,-10.684,90.3,
EGFR/HER2,20260812,EH120_086,B_only,3POZ,ok,-10.423,117.4,
EGFR/HER2,20260812,EH120_087,B_only,3POZ,ok,-10.627,118.1,
EGFR/HER2,20260812,EH120_088,B_only,3POZ,ok,-10.959,98.0,
EGFR/HER2,20260812,EH120_089,B_only,3POZ,ok,-9.016,139.9,
EGFR/HER2,20260812,EH120_090,B_only,3POZ,ok,-9.267,157.7,
EGFR/HER2,20260812,EH120_091,B_only,3POZ,ok,-10.304,72.7,
EGFR/HER2,20260812,EH120_092,B_only,3POZ,ok,-10.696,92.8,
EGFR/HER2,20260812,EH120_093,B_only,3POZ,ok,-10.422,134.4,
EGFR/HER2,20260812,EH120_094,B_only,3POZ,ok,-8.752,43.1,
EGFR/HER2,20260812,EH120_095,B_only,3POZ,ok,-10.224,88.6,
EGFR/HER2,20260812,EH120_096,B_only,3POZ,ok,-10.627,70.8,
EGFR/HER2,20260812,EH120_097,B_only,3POZ,ok,-9.723,66.6,
EGFR/HER2,20260812,EH120_098,B_only,3POZ,ok,-10.203,65.6,
EGFR/HER2,20260812,EH120_099,B_only,3POZ,ok,-10.299,113.1,
EGFR/HER2,20260812,EH120_100,B_only,3POZ,ok,-10.14,71.3,
EGFR/HER2,20260812,EH120_101,B_only,3POZ,ok,-10.753,74.7,
EGFR/HER2,20260812,EH120_102,neither,3POZ,ok,-7.492,27.1,
EGFR/HER2,20260812,EH120_103,neither,3POZ,ok,-8.708,24.3,
EGFR/HER2,20260812,EH120_104,neither,3POZ,ok,-10.226,31.6,
EGFR/HER2,20260812,EH120_105,neither,3POZ,ok,-9.157,20.4,
EGFR/HER2,20260812,EH120_106,neither,3POZ,ok,-9.035,15.3,
EGFR/HER2,20260812,EH120_107,neither,3POZ,ok,-8.219,60.9,
EGFR/HER2,20260812,EH120_108,neither,3POZ,ok,-7.671,56.7,
EGFR/HER2,20260812,EH120_109,neither,3POZ,ok,-4.624,22.4,
EGFR/HER2,20260812,EH120_110,neither,3POZ,ok,-6.853,19.7,
EGFR/HER2,20260812,EH40_01,dual,3POZ,ok,-10.42,0.0,cached
EGFR/HER2,20260812,EH40_02,dual,3POZ,ok,-10.249,0.0,cached
EGFR/HER2,20260812,EH40_03,dual,3POZ,ok,-8.99,147.7,
EGFR/HER2,20260812,EH40_04,dual,3POZ,ok,-11.955,236.1,
EGFR/HER2,20260812,EH40_05,dual,3POZ,ok,-10.045,146.7,
EGFR/HER2,20260812,EH40_06,dual,3POZ,ok,-9.742,373.9,
EGFR/HER2,20260812,EH40_07,dual,3POZ,ok,-9.331,60.7,
EGFR/HER2,20260812,EH40_08,dual,3POZ,ok,-9.488,198.1,
EGFR/HER2,20260812,EH40_09,dual,3POZ,ok,-10.603,287.3,
EGFR/HER2,20260812,EH40_10,dual,3POZ,ok,-8.585,192.7,
EGFR/HER2,20260812,EH40_11,dual,3POZ,ok,-9.699,134.5,
EGFR/HER2,20260812,EH40_12,dual,3POZ,ok,-9.69,158.5,
EGFR/HER2,20260812,EH40_13,dual,3POZ,ok,-9.95,178.5,
EGFR/HER2,20260812,EH40_14,dual,3POZ,ok,-7.006,48.6,
EGFR/HER2,20260812,EH40_15,dual,3POZ,ok,-8.683,54.8,
EGFR/HER2,20260812,EH40_16,A_only,3POZ,ok,-10.852,49.7,
EGFR/HER2,20260812,EH40_17,A_only,3POZ,ok,-9.007,84.9,
EGFR/HER2,20260812,EH40_18,A_only,3POZ,ok,-10.359,100.7,
EGFR/HER2,20260812,EH40_19,A_only,3POZ,ok,-8.328,81.1,
EGFR/HER2,20260812,EH40_20,A_only,3POZ,ok,-10.119,216.6,
EGFR/HER2,20260812,EH40_21,A_only,3POZ,ok,-9.159,103.3,
EGFR/HER2,20260812,EH40_22,A_only,3POZ,ok,-9.948,262.7,
EGFR/HER2,20260812,EH40_23,A_only,3POZ,ok,-10.548,136.4,
EGFR/HER2,20260812,EH40_24,A_only,3POZ,ok,-7.319,17.4,
EGFR/HER2,20260812,EH40_25,A_only,3POZ,ok,-7.999,14.1,
EGFR/HER2,20260812,EH40_26,A_only,3POZ,ok,-7.396,42.0,
EGFR/HER2,20260812,EH40_27,A_only,3POZ,ok,-8.719,44.9,
EGFR/HER2,20260812,EH40_28,B_only,3POZ,ok,-11.082,156.5,
EGFR/HER2,20260812,EH40_29,B_only,3POZ,ok,-9.305,95.9,
EGFR/HER2,20260812,EH40_30,B_only,3POZ,ok,-10.021,76.5,
EGFR/HER2,20260812,EH40_31,B_only,3POZ,timeout_skipped,,600.8,timeout_600s
EGFR/HER2,20260812,EH40_32,B_only,3POZ,ok,-8.998,422.1,
EGFR/HER2,20260812,EH40_33,B_only,3POZ,ok,-10.393,197.4,
EGFR/HER2,20260812,EH40_34,B_only,3POZ,ok,-9.513,57.7,
EGFR/HER2,20260812,EH40_35,B_only,3POZ,ok,-10.3,143.0,
EGFR/HER2,20260812,EH40_36,B_only,3POZ,ok,-10.247,114.0,
EGFR/HER2,20260812,EH40_37,B_only,3POZ,ok,-10.205,82.5,
EGFR/HER2,20260812,EH40_38,neither,3POZ,ok,-9.495,51.6,
EGFR/HER2,20260812,EH40_39,neither,3POZ,ok,-10.351,47.4,
EGFR/HER2,20260812,EH40_40,neither,3POZ,ok,-8.027,42.3,
EGFR/HER2,20260812,EH120_041,dual,3RCD,ok,-10.967,75.8,
EGFR/HER2,20260812,EH120_042,dual,3RCD,ok,-9.519,23.6,
EGFR/HER2,20260812,EH120_043,dual,3RCD,ok,-9.06,65.1,
EGFR/HER2,20260812,EH120_044,dual,3RCD,ok,-9.309,70.0,
EGFR/HER2,20260812,EH120_045,dual,3RCD,ok,-9.583,47.9,
EGFR/HER2,20260812,EH120_046,dual,3RCD,ok,-9.724,90.7,
EGFR/HER2,20260812,EH120_047,dual,3RCD,ok,-9.049,119.9,
EGFR/HER2,20260812,EH120_048,dual,3RCD,ok,-8.307,21.8,
EGFR/HER2,20260812,EH120_049,dual,3RCD,ok,-9.644,59.5,
EGFR/HER2,20260812,EH120_050,dual,3RCD,ok,-10.363,105.9,
EGFR/HER2,20260812,EH120_051,dual,3RCD,ok,-8.349,20.5,
EGFR/HER2,20260812,EH120_052,dual,3RCD,ok,-9.893,47.4,
EGFR/HER2,20260812,EH120_053,dual,3RCD,ok,-10.678,67.4,
EGFR/HER2,20260812,EH120_054,A_only,3RCD,ok,-7.683,15.9,
EGFR/HER2,20260812,EH120_055,A_only,3RCD,ok,-8.367,19.6,
EGFR/HER2,20260812,EH120_056,A_only,3RCD,ok,-7.983,168.0,
EGFR/HER2,20260812,EH120_057,A_only,3RCD,ok,-7.71,13.9,
EGFR/HER2,20260812,EH120_058,A_only,3RCD,ok,-9.203,62.8,
EGFR/HER2,20260812,EH120_059,A_only,3RCD,ok,-8.7,34.5,
EGFR/HER2,20260812,EH120_060,A_only,3RCD,ok,-9.153,37.1,
EGFR/HER2,20260812,EH120_061,A_only,3RCD,ok,-10.873,98.6,
EGFR/HER2,20260812,EH120_062,A_only,3RCD,ok,-10.938,130.4,
EGFR/HER2,20260812,EH120_063,A_only,3RCD,ok,-10.172,68.3,
EGFR/HER2,20260812,EH120_064,A_only,3RCD,ok,-8.126,32.8,
EGFR/HER2,20260812,EH120_065,A_only,3RCD,ok,-8.565,20.5,
EGFR/HER2,20260812,EH120_066,A_only,3RCD,ok,-8.671,105.6,
EGFR/HER2,20260812,EH120_067,A_only,3RCD,ok,-8.815,21.5,
EGFR/HER2,20260812,EH120_068,A_only,3RCD,ok,-9.017,372.9,
EGFR/HER2,20260812,EH120_069,A_only,3RCD,ok,-8.899,39.2,
EGFR/HER2,20260812,EH120_070,A_only,3RCD,ok,-9.266,22.5,
EGFR/HER2,20260812,EH120_071,A_only,3RCD,ok,-10.082,53.1,
EGFR/HER2,20260812,EH120_072,A_only,3RCD,ok,-11.05,72.5,
EGFR/HER2,20260812,EH120_073,A_only,3RCD,ok,-9.625,89.5,
EGFR/HER2,20260812,EH120_074,A_only,3RCD,ok,-8.537,22.5,
EGFR/HER2,20260812,EH120_075,A_only,3RCD,ok,-8.369,27.8,
EGFR/HER2,20260812,EH120_076,A_only,3RCD,ok,-8.791,16.1,
EGFR/HER2,20260812,EH120_077,A_only,3RCD,ok,-9.582,21.6,
EGFR/HER2,20260812,EH120_078,A_only,3RCD,ok,-9.476,111.0,
EGFR/HER2,20260812,EH120_079,A_only,3RCD,ok,-7.783,23.4,
EGFR/HER2,20260812,EH120_080,B_only,3RCD,ok,-10.084,131.9,
EGFR/HER2,20260812,EH120_081,B_only,3RCD,ok,-10.917,126.7,
EGFR/HER2,20260812,EH120_082,B_only,3RCD,ok,-9.806,127.3,
EGFR/HER2,20260812,EH120_083,B_only,3RCD,ok,-10.784,143.5,
EGFR/HER2,20260812,EH120_084,B_only,3RCD,ok,-10.677,88.7,
EGFR/HER2,20260812,EH120_085,B_only,3RCD,ok,-11.438,73.7,
EGFR/HER2,20260812,EH120_086,B_only,3RCD,ok,-10.651,139.0,
EGFR/HER2,20260812,EH120_087,B_only,3RCD,ok,-10.656,133.6,
EGFR/HER2,20260812,EH120_088,B_only,3RCD,ok,-12.182,74.4,
EGFR/HER2,20260812,EH120_089,B_only,3RCD,ok,-8.902,123.6,
EGFR/HER2,20260812,EH120_090,B_only,3RCD,ok,-9.712,144.4,
EGFR/HER2,20260812,EH120_091,B_only,3RCD,ok,-10.559,61.0,
EGFR/HER2,20260812,EH120_092,B_only,3RCD,ok,-11.045,86.5,
EGFR/HER2,20260812,EH120_093,B_only,3RCD,ok,-10.533,143.7,
EGFR/HER2,20260812,EH120_094,B_only,3RCD,ok,-8.567,40.6,
EGFR/HER2,20260812,EH120_095,B_only,3RCD,ok,-10.542,81.9,
EGFR/HER2,20260812,EH120_096,B_only,3RCD,ok,-10.796,74.1,
EGFR/HER2,20260812,EH120_097,B_only,3RCD,ok,-10.394,58.3,
EGFR/HER2,20260812,EH120_098,B_only,3RCD,ok,-11.064,64.5,
EGFR/HER2,20260812,EH120_099,B_only,3RCD,ok,-10.17,100.4,
EGFR/HER2,20260812,EH120_100,B_only,3RCD,ok,-10.447,73.4,
EGFR/HER2,20260812,EH120_101,B_only,3RCD,ok,-10.613,90.2,
EGFR/HER2,20260812,EH120_102,neither,3RCD,ok,-7.736,25.5,
EGFR/HER2,20260812,EH120_103,neither,3RCD,ok,-9.174,20.9,
EGFR/HER2,20260812,EH120_104,neither,3RCD,ok,-11.197,29.6,
EGFR/HER2,20260812,EH120_105,neither,3RCD,ok,-9.215,17.9,
EGFR/HER2,20260812,EH120_106,neither,3RCD,ok,-9.574,14.3,
EGFR/HER2,20260812,EH120_107,neither,3RCD,ok,-8.022,56.3,
EGFR/HER2,20260812,EH120_108,neither,3RCD,ok,-8.027,50.8,
EGFR/HER2,20260812,EH120_109,neither,3RCD,ok,-5.242,22.3,
EGFR/HER2,20260812,EH120_110,neither,3RCD,ok,-7.07,18.7,
EGFR/HER2,20260812,EH40_01,dual,3RCD,ok,-9.677,0.0,cached
EGFR/HER2,20260812,EH40_02,dual,3RCD,ok,-10.489,0.0,cached
EGFR/HER2,20260812,EH40_03,dual,3RCD,ok,-9.945,143.7,
EGFR/HER2,20260812,EH40_04,dual,3RCD,ok,-11.81,240.8,
EGFR/HER2,20260812,EH40_05,dual,3RCD,ok,-9.808,112.7,
EGFR/HER2,20260812,EH40_06,dual,3RCD,ok,-9.912,350.8,
EGFR/HER2,20260812,EH40_07,dual,3RCD,ok,-9.605,56.3,
EGFR/HER2,20260812,EH40_08,dual,3RCD,ok,-10.105,191.9,
EGFR/HER2,20260812,EH40_09,dual,3RCD,ok,-9.8,264.2,
EGFR/HER2,20260812,EH40_10,dual,3RCD,ok,-8.479,171.5,
EGFR/HER2,20260812,EH40_11,dual,3RCD,ok,-10.413,122.3,
EGFR/HER2,20260812,EH40_12,dual,3RCD,ok,-10.34,153.5,
EGFR/HER2,20260812,EH40_13,dual,3RCD,ok,-9.589,157.4,
EGFR/HER2,20260812,EH40_14,dual,3RCD,ok,-7.404,47.3,
EGFR/HER2,20260812,EH40_15,dual,3RCD,ok,-9.202,47.6,
EGFR/HER2,20260812,EH40_16,A_only,3RCD,ok,-10.217,50.7,
EGFR/HER2,20260812,EH40_17,A_only,3RCD,ok,-8.49,75.2,
EGFR/HER2,20260812,EH40_18,A_only,3RCD,ok,-12.323,82.2,
EGFR/HER2,20260812,EH40_19,A_only,3RCD,ok,-8.223,78.3,
EGFR/HER2,20260812,EH40_20,A_only,3RCD,ok,-9.954,173.4,
EGFR/HER2,20260812,EH40_21,A_only,3RCD,ok,-9.128,96.4,
EGFR/HER2,20260812,EH40_22,A_only,3RCD,ok,-10.133,258.7,
EGFR/HER2,20260812,EH40_23,A_only,3RCD,ok,-10.819,126.3,
EGFR/HER2,20260812,EH40_24,A_only,3RCD,ok,-7.569,15.3,
EGFR/HER2,20260812,EH40_25,A_only,3RCD,ok,-8.177,13.3,
EGFR/HER2,20260812,EH40_26,A_only,3RCD,ok,-7.145,37.5,
EGFR/HER2,20260812,EH40_27,A_only,3RCD,ok,-9.295,47.2,
EGFR/HER2,20260812,EH40_28,B_only,3RCD,ok,-11.079,162.1,
EGFR/HER2,20260812,EH40_29,B_only,3RCD,ok,-9.262,86.5,
EGFR/HER2,20260812,EH40_30,B_only,3RCD,ok,-9.735,89.0,
EGFR/HER2,20260812,EH40_31,B_only,3RCD,timeout_skipped,,600.8,timeout_600s
EGFR/HER2,20260812,EH40_32,B_only,3RCD,ok,-9.909,417.3,
EGFR/HER2,20260812,EH40_33,B_only,3RCD,ok,-10.704,161.0,
EGFR/HER2,20260812,EH40_34,B_only,3RCD,ok,-8.897,54.1,
EGFR/HER2,20260812,EH40_35,B_only,3RCD,ok,-10.864,155.3,
EGFR/HER2,20260812,EH40_36,B_only,3RCD,ok,-10.589,124.2,
EGFR/HER2,20260812,EH40_37,B_only,3RCD,ok,-10.833,79.3,
EGFR/HER2,20260812,EH40_38,neither,3RCD,ok,-9.332,41.6,
EGFR/HER2,20260812,EH40_39,neither,3RCD,ok,-9.954,39.2,
EGFR/HER2,20260812,EH40_40,neither,3RCD,ok,-8.409,42.4,
EGFR/HER2,20260813,EH120_041,dual,3POZ,ok,-10.488,99.5,
EGFR/HER2,20260813,EH120_042,dual,3POZ,ok,-9.44,24.9,
EGFR/HER2,20260813,EH120_043,dual,3POZ,ok,-8.617,68.0,
EGFR/HER2,20260813,EH120_044,dual,3POZ,ok,-10.703,69.2,
EGFR/HER2,20260813,EH120_045,dual,3POZ,ok,-9.659,53.2,
EGFR/HER2,20260813,EH120_046,dual,3POZ,ok,-9.422,85.9,
EGFR/HER2,20260813,EH120_047,dual,3POZ,ok,-9.983,127.3,
EGFR/HER2,20260813,EH120_048,dual,3POZ,ok,-9.62,26.0,
EGFR/HER2,20260813,EH120_049,dual,3POZ,ok,-9.777,65.6,
EGFR/HER2,20260813,EH120_050,dual,3POZ,ok,-10.558,121.2,
EGFR/HER2,20260813,EH120_051,dual,3POZ,ok,-8.762,24.6,
EGFR/HER2,20260813,EH120_052,dual,3POZ,ok,-9.803,55.3,
EGFR/HER2,20260813,EH120_053,dual,3POZ,ok,-10.124,67.9,
EGFR/HER2,20260813,EH120_054,A_only,3POZ,ok,-7.496,17.1,
EGFR/HER2,20260813,EH120_055,A_only,3POZ,ok,-9.016,25.0,
EGFR/HER2,20260813,EH120_056,A_only,3POZ,ok,-7.748,153.7,
EGFR/HER2,20260813,EH120_057,A_only,3POZ,ok,-7.517,14.0,
EGFR/HER2,20260813,EH120_058,A_only,3POZ,ok,-9.852,64.8,
EGFR/HER2,20260813,EH120_059,A_only,3POZ,ok,-9.561,35.5,
EGFR/HER2,20260813,EH120_060,A_only,3POZ,ok,-8.617,49.2,
EGFR/HER2,20260813,EH120_061,A_only,3POZ,ok,-10.52,109.8,
EGFR/HER2,20260813,EH120_062,A_only,3POZ,ok,-10.408,138.1,
EGFR/HER2,20260813,EH120_063,A_only,3POZ,ok,-9.54,64.0,
EGFR/HER2,20260813,EH120_064,A_only,3POZ,ok,-7.863,34.7,
