molecule_chembl_id,canonical_smiles,pAct_JNK1,pAct_JNK2,pAct_JNK3,n_isoforms,delta_12,delta_13,delta_min,sel_class
CHEMBL4799926,[2H]C([2H])([2H])N1CC[C@@H](NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)C1,5.29,,7.08,2,,-1.79,-1.79,non-selective
CHEMBL4800639,Nc1cccc(C(=O)/C=C2\Nc3ccccc3NC2=O)c1,,,6.22,1,,,,unknown
CHEMBL482708,CN(c1nccc(-c2cnc3ccccn23)n1)C1CCCCC1,,,8.52,1,,,,unknown
CHEMBL483288,O=C(O)CCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1,5.85,,,1,,,,non-selective
CHEMBL4845770,Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1c(F)cccc1Cl,6.41,7.13,8.3,3,-0.7199999999999998,-1.8900000000000006,-1.8900000000000006,non-selective
CHEMBL4845965,NC(=O)c1cnc(N[C@H]2CC[C@H](OC(F)F)CC2)nc1N[C@@H]1CCC[C@H](O)C1,8.52,,,1,,,,non-selective
CHEMBL4847078,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCC[C@H](O)C3)n2)CC1,8.52,8.3,,2,0.21999999999999886,,0.21999999999999886,non-selective
CHEMBL4847106,C[C@@H]1CC[C@@H](Nc2nc(NC(C)(C)C)ncc2C(N)=O)C[C@H]1O,7.864,7.453333333333333,7.28,3,0.41066666666666674,0.5839999999999996,0.41066666666666674,pan-JNK
CHEMBL4847175,[2H]C([2H])([2H])N1CC[C@H](NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)c(F)cc43)cs2)C1,6.54,,8.3,2,,-1.7600000000000007,-1.7600000000000007,non-selective
CHEMBL4847784,O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,5.98,5.88,7.85,3,0.10000000000000053,-1.8699999999999992,-1.8699999999999992,non-selective
CHEMBL4848290,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(NC(C)C)n2)CC1,7.46,6.95,,2,0.5099999999999998,,0.5099999999999998,non-selective
CHEMBL4848449,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCCC[C@H]3O)n2)CC1,7.43,,,1,,,,non-selective
CHEMBL4848796,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@H]3CCC[C@H](O)C3)n2)CC1,7.28,6.94,,2,0.33999999999999986,,0.33999999999999986,non-selective
CHEMBL4849353,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCCC[C@H](O)C3)n2)CC1,9.0,,,1,,,,non-selective
CHEMBL4851639,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(NCCC(C)(C)O)n2)CC1,7.57,,,1,,,,non-selective
CHEMBL4851793,CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,5.33,6.38,7.62,3,-1.0499999999999998,-2.29,-2.29,non-selective
CHEMBL4852680,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@H]3CCC[C@@H](O)C3)n2)CC1,7.02,6.96,,2,0.05999999999999961,,0.05999999999999961,non-selective
CHEMBL4852708,CC(C)(C)Nc1ncc(C(N)=O)c(N[C@@H]2CCC[C@H](O)C2)n1,7.77,7.51,,2,0.2599999999999998,,0.2599999999999998,non-selective
CHEMBL4853125,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCC[C@@H](O)C3)n2)CC1,8.7,8.22,,2,0.47999999999999865,,0.47999999999999865,non-selective
CHEMBL485323,CNC(=O)CN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,,,6.57,1,,,,unknown
CHEMBL4853326,CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(OC)cc32)cs1,5.96,,7.7,2,,-1.7400000000000002,-1.7400000000000002,non-selective
CHEMBL4853525,NC(=O)c1cnc(N[C@H]2CC[C@H](O)CC2)nc1N[C@@H]1CCC[C@H](O)C1,8.52,,,1,,,,non-selective
CHEMBL4853789,O=C(NC1COC1)c1cc(-n2ncc3nc(Nc4ccccc4Cl)ccc32)cs1,,,7.0,1,,,,unknown
CHEMBL4854405,Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1ccc(F)cc1Cl,5.22,,7.1,2,,-1.88,-1.88,non-selective
CHEMBL4856984,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCC[C@](C)(O)C3)n2)CC1,9.0,,,1,,,,non-selective
CHEMBL4857485,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(NC(C)(C)C)n2)CC1,7.75,,,1,,,,non-selective
CHEMBL4857979,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)cnc32)cs1,6.67,7.28,8.7,3,-0.6100000000000003,-2.0299999999999994,-2.0299999999999994,pan-JNK
CHEMBL4858138,CO[C@H]1CCC[C@@H](Nc2nc(N[C@H]3CC[C@H](OC)CC3)ncc2C(N)=O)C1,7.26,,,1,,,,non-selective
CHEMBL4859957,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)c(C)nc32)cs1,6.06,6.85,7.92,3,-0.79,-1.8600000000000003,-1.8600000000000003,non-selective
CHEMBL4860202,CS(=O)(=O)c1nccc(-c2c(-c3cccc(OCc4ccccc4)c3)nc3sccn23)n1,,,5.28,1,,,,unknown
CHEMBL4861369,COc1ccc(Nc2ncc(C(N)=O)c(Nc3ccccc3)n2)cc1OC,7.72,7.58,,2,0.13999999999999968,,0.13999999999999968,non-selective
CHEMBL4861739,O=C(NC1CC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,6.82,,9.0,2,,-2.1799999999999997,-2.1799999999999997,non-selective
CHEMBL4861847,NC(=O)c1cnc(NC2CCC(F)(F)CC2)nc1N[C@@H]1CCC[C@H](O)C1,7.85,,,1,,,,non-selective
CHEMBL4862107,[2H]C([2H])([2H])O[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCC[C@H](O)C3)n2)CC1,8.52,,,1,,,,non-selective
CHEMBL4862159,CNC(=O)c1cc(-n2ncc3nc(Nc4ccccc4Cl)ncc32)cs1,,,6.0,1,,,,unknown
CHEMBL4862452,NC(=O)c1cnc(N[C@H]2CC[C@H](O)CC2)nc1NC12CC(C1)C2,7.96,7.89,,2,0.07000000000000028,,0.07000000000000028,non-selective
CHEMBL4862656,CC(=O)N1CC[C@H](NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)c(F)cc43)cs2)C1,6.2,,8.4,2,,-2.2,-2.2,non-selective
CHEMBL4863524,Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1cc(F)ccc1Cl,,,5.97,1,,,,unknown
CHEMBL4864514,CNC(=O)c1cc(-n2ncc3cc(Oc4ccccc4Cl)ccc32)cs1,5.62,5.99,7.52,3,-0.3700000000000001,-1.8999999999999995,-1.8999999999999995,non-selective
CHEMBL4864618,NC(=O)c1cnc(N[C@H]2CC[C@H](OCC(F)(F)F)CC2)nc1N[C@@H]1CCC[C@H](O)C1,8.7,,,1,,,,non-selective
CHEMBL4865870,CC(C)NC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,6.4,,8.7,2,,-2.299999999999999,-2.299999999999999,non-selective
CHEMBL4866929,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCCC(F)(F)C3)n2)CC1,7.72,,,1,,,,non-selective
CHEMBL4867426,O=C(NC1CCOCC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,6.92,,8.7,2,,-1.7799999999999994,-1.7799999999999994,non-selective
CHEMBL4869300,CC(C)N1CC[C@@H](NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)cs2)C1,6.08,,7.51,2,,-1.4299999999999997,-1.4299999999999997,non-selective
CHEMBL4872066,C[C@@H]1CC[C@@H](Nc2nc(NC3(C)CC3)ncc2C(N)=O)C[C@H]1O,7.96,7.68,,2,0.28000000000000025,,0.28000000000000025,non-selective
CHEMBL4872493,O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,6.03,7.13,8.22,3,-1.0999999999999996,-2.1900000000000004,-2.1900000000000004,non-selective
CHEMBL4872832,O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)ncc32)cs1,6.16,,8.3,2,,-2.1400000000000006,-2.1400000000000006,non-selective
CHEMBL4874134,CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,6.21,7.03,8.3,3,-0.8200000000000003,-2.0900000000000007,-2.0900000000000007,non-selective
CHEMBL4874419,CC(C)Nc1nc(N[C@H]2CC[C@H](O)CC2)ncc1C(N)=O,7.3,7.1,,2,0.20000000000000018,,0.20000000000000018,non-selective
CHEMBL4874549,CC(C)(C)Nc1nc(N[C@H]2CC[C@H](O)CC2)ncc1C(N)=O,7.89,7.75,,2,0.13999999999999968,,0.13999999999999968,non-selective
CHEMBL4874573,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)c(F)cc32)cs1,6.59,7.54,8.7,3,-0.9500000000000002,-2.1099999999999994,-2.1099999999999994,pan-JNK
CHEMBL4874575,O=C(N[C@H]1CCOC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,6.75,,8.7,2,,-1.9499999999999993,-1.9499999999999993,non-selective
CHEMBL4875131,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(NC34CC(C3)C4)n2)CC1,8.3,,,1,,,,non-selective
CHEMBL4875476,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4OC)c(F)cc32)cs1,5.91,,8.3,2,,-2.3900000000000006,-2.3900000000000006,non-selective
CHEMBL4875491,NC(=O)c1cnc(NC2CCCCC2)nc1N[C@@H]1CCC[C@H](O)C1,5.22,,,1,,,,non-selective
CHEMBL4875508,[2H]C([2H])([2H])N1CC[C@H](NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)cs2)C1,6.58,,9.0,2,,-2.42,-2.42,non-selective
CHEMBL4876387,COCCNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,6.77,,8.52,2,,-1.75,-1.75,non-selective
CHEMBL4876785,Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1cccc(F)c1Cl,,,6.77,1,,,,unknown
CHEMBL4877389,NC(=O)c1cnc(NC23CC(C2)C3)nc1N[C@@H]1CCC[C@H](O)C1,8.0,,,1,,,,non-selective
CHEMBL4877560,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCCOC3)n2)CC1,7.7,8.3,,2,-0.6000000000000005,,-0.6000000000000005,non-selective
CHEMBL4877655,NC(=O)c1cnc(N[C@@H]2CCC[C@H](O)C2)nc1NC12CC(C1)C2,8.0,6.92,,2,1.08,,1.08,non-selective
CHEMBL4877727,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)ncc32)cs1,6.58,7.13,8.7,3,-0.5499999999999998,-2.119999999999999,-2.119999999999999,pan-JNK
CHEMBL4878046,NC(=O)c1cnc(N[C@H]2CC[C@H](O)CC2)nc1Nc1ccccc1,8.22,8.3,,2,-0.08000000000000007,,-0.08000000000000007,non-selective
CHEMBL4878370,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CC[C@@H](C)[C@H](O)C3)n2)CC1,8.7,,,1,,,,non-selective
CHEMBL4879188,O=C(NCC(F)F)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,6.48,,8.4,2,,-1.92,-1.92,non-selective
CHEMBL489344,CNc1nccc(-c2nc(C3CCNCC3)[nH]c2-c2cccc(C(F)(F)F)c2)n1,3.4145392704914994,3.393618634889395,,2,0.020920635602104554,,0.020920635602104554,non-selective
CHEMBL492265,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(-c3ccccc3C)nncc2c1,,5.26,5.18,2,,,,unknown
CHEMBL493670,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(OC(C)C)nncc2c1,,5.22,,1,,,,unknown
CHEMBL493671,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(O[C@@H](C)C(F)(F)F)nncc2c1,,5.11,,1,,,,unknown
CHEMBL493708,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(O[C@H](C)C(F)(F)F)nncc2c1,,5.36,5.02,2,,,,unknown
CHEMBL494072,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,,6.2,6.1,2,,,,unknown
CHEMBL494272,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(N3CCOCC3)nncc2c1,,5.01,,1,,,,unknown
CHEMBL494469,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(N3CCOC[C@@H]3C)nncc2c1,,5.32,,1,,,,unknown
CHEMBL495233,C[C@@H](CO)Oc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.66,,,1,,,,non-selective
CHEMBL495406,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(OCCC(=O)O)n2)cc1,5.79,,,1,,,,non-selective
CHEMBL495459,CC(C)[C@H](CO)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,5.82,,,1,,,,non-selective
CHEMBL497033,Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Nc3ncnc4ccc(N)cc34)cc2)c1,,6.175000000000001,,1,,,,unknown
CHEMBL497615,Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ncnc4ccc(N)cc34)c2)c1,,6.37,,1,,,,unknown
CHEMBL500069,c1cc(NC2CCNCC2)nc(-c2n[nH]c3ccccc23)c1,5.68,5.75,,2,-0.07000000000000028,,-0.07000000000000028,non-selective
CHEMBL501964,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCOCC1)CC2,6.9,,,1,,,,non-selective
CHEMBL504550,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O)[C@@H](C)O,4.8149999999999995,,,1,,,,non-selective
CHEMBL505915,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCN(C(C)C)CC1)CC2,5.8,,,1,,,,non-selective
CHEMBL507249,O[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,,7.77,7.8,2,,,,unknown
CHEMBL5073858,COc1cccc(-c2nc3sccn3c2-c2ccnc(NCCNS(=O)(=O)c3ccc(C(F)(F)F)cc3)n2)c1,6.38,,,1,,,,non-selective
CHEMBL507625,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,7.89,,7.0,2,,0.8899999999999997,0.8899999999999997,non-selective
CHEMBL507810,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CCN1CCOCC1)CC2,6.6,,,1,,,,non-selective
CHEMBL5081210,COc1cccc(-c2nc3sccn3c2-c2ccnc(NCCCNS(=O)(=O)c3cccc(F)c3)n2)c1,6.44,,,1,,,,non-selective
CHEMBL508280,O=[N+]([O-])c1cnc(Sc2nnc(O)n2-c2ccc3c(c2)OCCO3)s1,6.466666666666666,6.3,6.895,3,0.16666666666666607,-0.4283333333333337,-0.4283333333333337,non-selective
CHEMBL5083036,O=S(=O)(NCCNc1nccc(-c2c(-c3cccc(O)c3)nc3sccn23)n1)c1ccc(F)cc1,5.87,,,1,,,,non-selective
CHEMBL5085753,CCc1cccc(CC)c1N1CCn2cc(-c3nc(Nc4ccc(N5CCC(C(=O)N6CC7(CN(C)C7)C6)CC5)cc4OC)nc4[nH]ccc34)cc2C1=O,6.72,6.22,,2,0.5,,0.5,non-selective
CHEMBL5086263,CN1Cc2nn(C)c(C#N)c2-c2cnc3[nH]c(F)c(c3c2)-c2cn(nc2C(F)(F)F)CCCC1=O,5.95,5.96,,2,-0.009999999999999787,,-0.009999999999999787,non-selective
CHEMBL5086749,O=S(=O)(NCCCNc1nccc(-c2c(-c3cccc(O)c3)nc3sccn23)n1)c1cccc(F)c1,5.73,,,1,,,,non-selective
CHEMBL5087577,CN1CCN(CCNc2nccc(-c3c(-c4cccc(O)c4)nc4sccn34)n2)S1(=O)=O,6.04,,,1,,,,non-selective
CHEMBL509847,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)NCC(=O)NCCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1,7.115,,,1,,,,non-selective
CHEMBL511765,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,5.7,,,1,,,,non-selective
CHEMBL512649,c1ccc2c3c([nH]c2c1)-c1n[nH]cc1CC3,,,4.69,1,,,,unknown
CHEMBL513897,CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)c(C)c2)C1,7.92,,,1,,,,non-selective
CHEMBL515036,COc1cc(C)c(CCCN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,6.3,,,1,,,,non-selective
CHEMBL516816,COc1ccc(N2CCN(C(C)C)CC2)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,5.5,,5.3,2,,0.20000000000000018,0.20000000000000018,non-selective
CHEMBL516870,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2,5.2,,,1,,,,non-selective
CHEMBL5170124,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O)[C@@H](C)O,5.96,7.05,5.92,3,-1.0899999999999999,0.040000000000000036,-1.0899999999999999,non-selective
CHEMBL5171564,O=C(Nc1ccc(F)cc1)N1CCN(c2cc(-c3cn(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)CC1,,,6.0,1,,,,unknown
CHEMBL517171,CCCN1CCC(Oc2cc(Nc3nc(Nc4cccc(F)c4C(N)=O)c4cc[nH]c4n3)c(OC)cc2Cl)CC1,5.4,,,1,,,,non-selective
CHEMBL5172062,O=c1c(O)c(-c2cc(O)c(O)c(CO)c2)oc2cc(O)c(O)c(O)c12,4.91,,,1,,,,non-selective
CHEMBL517340,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CCN(C)C)CC2,6.1,,,1,,,,non-selective
CHEMBL5173811,COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4ccccc4)CC3)c2)c1,,,6.0,1,,,,unknown
CHEMBL5174880,O=C(Nc1cccc(C(F)(F)F)c1)N1CCN(c2cc(-c3cn(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)CC1,,,6.0,1,,,,unknown
CHEMBL5175285,COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)c2)c1,,,6.0,1,,,,unknown
CHEMBL5176396,COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)CC3)c2)c1,,,6.0,1,,,,unknown
CHEMBL517729,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN)CC2,6.0,,,1,,,,non-selective
CHEMBL5177988,O=C(NCCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1ccc(Cl)c(Cl)c1,,,6.0,1,,,,unknown
CHEMBL5178484,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(c2cc(-c3cn(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)CC1,,,6.0,1,,,,unknown
CHEMBL5179126,O=C(NCCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1ccc(Cl)c(C(F)(F)F)c1,,,6.21,1,,,,unknown
CHEMBL5179338,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N1CCN(c2cc(-c3cn(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)CC1,,,6.0,1,,,,unknown
CHEMBL517947,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCCC1)CC2,5.9,,,1,,,,non-selective
CHEMBL5179856,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O,5.94,7.04,5.92,3,-1.0999999999999996,0.020000000000000462,-1.0999999999999996,non-selective
CHEMBL5180621,COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4cccc(C(F)(F)F)c4)CC3)c2)c1,,,6.0,1,,,,unknown
CHEMBL5182819,COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(NCCCNC(=O)Nc3ccc(F)cc3)c2)c1,,,6.0,1,,,,unknown
CHEMBL5183304,O=C(CSc1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O)NC1CCCC1,,,7.24,1,,,,unknown
CHEMBL518354,COc1cc(Cl)c(OCCCN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,5.9,,,1,,,,non-selective
CHEMBL5183673,O=C(NCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1ccc(Cl)c(Cl)c1,,,6.28,1,,,,unknown
CHEMBL5185450,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(C)nc(SC)n4C)ccn3)cc2)c1,,,5.7,1,,,,unknown
CHEMBL5188373,COCC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,6.36,,,1,,,,non-selective
CHEMBL5189795,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCNCC3)cc2)ncc1Cl,6.55,,6.43,2,,0.1200000000000001,0.1200000000000001,non-selective
CHEMBL5190023,CNC(=O)[C@]1(C)CC[C@@H](Nc2ncc3c(Br)nn(-c4ccc(-c5nnc(C)s5)cc4)c3n2)C1,,,7.0,1,,,,unknown
CHEMBL5190624,N#CCc1cc(-c2ccc(Cl)c(Cl)c2)n(-c2ccnc(N[C@@H]3CCN(C(=O)C4CC4)C3)n2)n1,,,6.42,1,,,,unknown
CHEMBL5190656,COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4ccc(F)cc4)CC3)c2)c1,,,6.0,1,,,,unknown
CHEMBL5190777,O=C(NCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,6.0,1,,,,unknown
CHEMBL5190930,O=C(NCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1ccc(Cl)c(C(F)(F)F)c1,,,6.0,1,,,,unknown
CHEMBL5191468,O=C(NCCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1ccc(F)cc1,6.0,6.0,6.4799999999999995,3,0.0,-0.47999999999999954,-0.47999999999999954,non-selective
CHEMBL5193515,CC(C)CN(CC(=O)NCCCCCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1)C(=O)CNC(=O)C1COc2ccccc2C1,,,7.0,1,,,,unknown
CHEMBL5194407,NC(=O)N1Cc2nc(-c3ccc(Cl)c(Cl)c3)n(-c3ccnc(N[C@H]4CCN(C(=O)C5CC5)C4)n3)c2C1,,,8.54,1,,,,unknown
CHEMBL5194871,CSc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)[nH]1,,,6.74,1,,,,unknown
CHEMBL5196004,O=C(NCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1ccc(F)cc1,,,6.72,1,,,,unknown
CHEMBL5197538,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(c2cc(-c3cn(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)CC1,,,6.0,1,,,,unknown
CHEMBL5199545,O=C(Nc1ccccc1)N1CCN(c2cc(-c3cn(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)CC1,,,6.0,1,,,,unknown
CHEMBL5200902,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c(O)c(O)c12,5.47,,,1,,,,non-selective
CHEMBL5201911,O=C(NCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1cccc(C(F)(F)F)c1,,,6.47,1,,,,unknown
CHEMBL5205920,O=C(NCCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1cccc(C(F)(F)F)c1,,,6.32,1,,,,unknown
CHEMBL5206209,COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4ccc(Cl)c(Cl)c4)CC3)c2)c1,,,6.0,1,,,,unknown
CHEMBL5206891,O=C(NCCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,6.0,1,,,,unknown
