molecule_chembl_id,canonical_smiles,pAct_JNK1,pAct_JNK2,pAct_JNK3,n_isoforms,delta_12,delta_13,delta_min,sel_class
CHEMBL3355170,Cn1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)n1,5.58,,6.69,2,,-1.1100000000000003,-1.1100000000000003,non-selective
CHEMBL3355171,Cn1nccc1NC(=O)c1cccc(-n2cc(NC(=O)Nc3ccccc3Cl)cn2)c1,5.5,,6.79,2,,-1.29,-1.29,non-selective
CHEMBL3355172,Cc1nn(C)cc1NC(=O)c1cccc(-n2cc(NC(=O)Nc3ccccc3Cl)cn2)c1,5.89,,6.94,2,,-1.0500000000000007,-1.0500000000000007,non-selective
CHEMBL3355173,Cn1cnc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)n1,5.27,,6.23,2,,-0.9600000000000009,-0.9600000000000009,non-selective
CHEMBL3355174,CC(C)n1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,5.3,6.8,6.215,3,-1.5,-0.915,-1.5,non-selective
CHEMBL3355175,CCN(CC)CCn1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,5.9,,7.68,2,,-1.7799999999999994,-1.7799999999999994,non-selective
CHEMBL3355176,O=C(Nc1cnn(-c2cccc(C(=O)Nc3cnn(CCN4CCCC4)c3)c2)c1)Nc1ccccc1Cl,5.91,,7.64,2,,-1.7299999999999995,-1.7299999999999995,non-selective
CHEMBL3355177,O=C(Nc1cnn(-c2cccc(C(=O)Nc3cnn(C4CCNCC4)c3)c2)c1)Nc1ccccc1Cl,6.47,7.51,7.093333333333334,3,-1.04,-0.623333333333334,-1.04,non-selective
CHEMBL3355178,O=C(Nc1cnn(-c2cccc(C(=O)Nc3cnn(C4CCNC4)c3)c2)c1)Nc1ccccc1Cl,6.28,6.68,6.68,3,-0.39999999999999947,-0.39999999999999947,-0.39999999999999947,non-selective
CHEMBL3355179,CCN(CC)CCNC(=O)c1cccc(-n2cc(NC(=O)Nc3ccccc3Cl)cn2)c1,5.35,,6.86,2,,-1.5100000000000007,-1.5100000000000007,non-selective
CHEMBL3355180,O=C(Nc1cnn(-c2cccc(C(=O)NCCCN3CCCC3)c2)c1)Nc1ccccc1Cl,5.33,,7.0,2,,-1.67,-1.67,non-selective
CHEMBL3355181,O=C(Nc1cnn(-c2cccc(C(=O)NCC3CCNCC3)c2)c1)Nc1ccccc1Cl,,6.57,6.4025,2,,,,unknown
CHEMBL3355182,CN1CCC(CNC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)CC1,,,6.77,1,,,,unknown
CHEMBL3355183,O=C(Nc1cnn(-c2cccc(C(=O)NC3CNC3)c2)c1)Nc1ccccc1Cl,5.73,,7.47,2,,-1.7399999999999993,-1.7399999999999993,non-selective
CHEMBL3355184,O=C(Nc1cnn(-c2cccc(C(=O)NC3CCNC3)c2)c1)Nc1ccccc1Cl,5.56,,7.54,2,,-1.9800000000000004,-1.9800000000000004,non-selective
CHEMBL3355992,CN(C)CCNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1,,,6.46,1,,,,unknown
CHEMBL3355993,Cc1cc(Nc2nc3ccccc3[nH]2)c2ccccc2c1Oc1ncccc1-c1ccnc(NCCN(C)C)n1,,,6.15,1,,,,unknown
CHEMBL3355994,CC(C)CCNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1,,,7.5,1,,,,unknown
CHEMBL3355995,OCCNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1,,,7.92,1,,,,unknown
CHEMBL3355996,CN1CCCC(Nc2nccc(-c3cccnc3Oc3ccc(Nc4nc5ccccc5[nH]4)c4ccccc34)n2)C1,,,8.26,1,,,,unknown
CHEMBL3355997,c1cnc(Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)c(-c2ccnc(N[C@@H]3CCCNC3)n2)c1,,,7.85,1,,,,unknown
CHEMBL3355998,c1cnc(Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)c(-c2ccnc(N[C@H]3CCCNC3)n2)c1,,,7.51,1,,,,unknown
CHEMBL3355999,N[C@H]1CC[C@H](Nc2nccc(-c3cccnc3Oc3ccc(Nc4nc5ccccc5[nH]4)c4ccccc34)n2)CC1,,,8.72,1,,,,unknown
CHEMBL3356000,N[C@H]1CC[C@@H](Nc2nccc(-c3cccnc3Oc3ccc(Nc4nc5ccccc5[nH]4)c4ccccc34)n2)CC1,,,8.12,1,,,,unknown
CHEMBL3356001,Cc1cc(Nc2nc3ccccc3[nH]2)c2ccccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,,,8.72,1,,,,unknown
CHEMBL3356002,Cc1cc(Nc2nc3ccccc3[nH]2)c2ccccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CCCNC2)n1,,,7.7,1,,,,unknown
CHEMBL3356003,Cc1cc(Nc2nc3ccccc3o2)c2ccccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,,,8.15,1,,,,unknown
CHEMBL3356004,Cc1cc(NS(=O)(=O)c2ccccc2)c2ccccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,,,5.66,1,,,,unknown
CHEMBL3356005,COc1ccccc1S(=O)(=O)Nc1cc(C)c(Oc2ncccc2-c2ccnc(N[C@H]3CC[C@H](N)CC3)n2)c2ccccc12,,,5.92,1,,,,unknown
CHEMBL3356006,Cc1cc(NS(=O)(=O)c2ccccc2C#N)c2ccccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,,,6.4,1,,,,unknown
CHEMBL3356007,Cc1cc(NS(=O)(=O)c2ccccc2Cl)c2ccccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,,,5.8,1,,,,unknown
CHEMBL3356008,Cc1ccc2c(NS(=O)(=O)c3ccccc3Cl)cccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,,,6.27,1,,,,unknown
CHEMBL3356009,Cc1ccc2c(NS(=O)(=O)c3ccccc3Cl)cccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CCCNC2)n1,,,5.6,1,,,,unknown
CHEMBL3356010,N[C@H]1CC[C@H](Nc2nccc(-c3cccnc3Oc3ccc(NS(=O)(=O)c4ccccc4Cl)c4ccccc34)n2)CC1,,,6.4,1,,,,unknown
CHEMBL3393333,N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1,6.89,6.29,6.44,3,0.5999999999999996,0.4499999999999993,0.4499999999999993,pan-JNK
CHEMBL3393595,CN(C)c1ccc(-c2cnc3[nH]cc(-c4cn[nH]c4)c3c2)cc1,7.0,7.23,7.5,3,-0.23000000000000043,-0.5,-0.5,pan-JNK
CHEMBL3393596,Cn1cc(-c2c[nH]c3ncc([C@H]4CC[C@H](N5CCOCC5)CC4)cc23)cn1,7.13,6.91,7.07,3,0.21999999999999975,0.05999999999999961,0.05999999999999961,pan-JNK
CHEMBL3393597,Cn1cc(-c2c[nH]c3ncc([C@H]4CC[C@H](N5CCCOCC5)CC4)cc23)cn1,6.78,6.47,6.89,3,0.3100000000000005,-0.10999999999999943,-0.10999999999999943,pan-JNK
CHEMBL3393598,O=C(NCCN1CCN(C2CCC2)CC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,6.01,,7.4,2,,-1.3900000000000006,-1.3900000000000006,non-selective
CHEMBL3393599,COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(C)c4)cn3)c2)cc(OC)c1OC,7.77,,8.15,2,,-0.3800000000000008,-0.3800000000000008,non-selective
CHEMBL3393600,COc1ccc(CC(=O)Nc2cc3cc(-c4cnn(C)c4)ccc3cn2)cc1,9.1,,,1,,,,non-selective
CHEMBL3393604,COc1ccc2c(c1)OCC(C(=O)NC(=O)N(CC(=O)NCCCCCCNC(=O)c1ccc(-c3n[nH]c4ccccc34)cc1)CC(C)C)O2,6.96,6.47,7.92,3,0.4900000000000002,-0.96,-0.96,pan-JNK
CHEMBL3393605,Cc1ccc(NC(=O)c2ccc(NC(=O)/C=C/CN(C)C)cc2)cc1Nc1nccc(-c2cccnc2)n1,5.11,5.37,5.11,3,-0.2599999999999998,0.0,-0.2599999999999998,non-selective
CHEMBL3393606,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,6.09,5.94,6.0175,3,0.14999999999999947,0.07249999999999979,0.07249999999999979,non-selective
CHEMBL3393607,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4cccnc4)n3)cc2)c1,8.53,8.569999999999999,8.275714285714285,3,-0.03999999999999915,0.25428571428571445,-0.03999999999999915,pan-JNK
CHEMBL3393608,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)cc2)c1,8.89,9.3,8.223333333333334,3,-0.41000000000000014,0.6666666666666661,-0.41000000000000014,pan-JNK
CHEMBL3394093,COC(Cn1c(SCC#N)nc(-c2ccc(F)cc2)c1-c1ccnc(F)c1)OC,,,5.38,1,,,,unknown
CHEMBL3394094,COC(=O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C,,,6.7,1,,,,unknown
CHEMBL3394095,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SCC(=O)N(C)C)n2C)ccn1,,,5.93,1,,,,unknown
CHEMBL3394096,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SCC(=O)O)n2C)ccn1,,,6.58,1,,,,unknown
CHEMBL3394097,CC(=O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C,,,6.59,1,,,,unknown
CHEMBL3394098,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SCCC(=O)O)n2C)ccn1,,,7.04,1,,,,unknown
CHEMBL3394099,COC(Cn1c(SCCC(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC,,,6.57,1,,,,unknown
CHEMBL3394100,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2C)ccn1,,,7.26,1,,,,unknown
CHEMBL3394101,COC(Cn1c(S/C=C\C(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC,,,7.48,1,,,,unknown
CHEMBL3394102,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2C2CC2)ccn1,,,7.09,1,,,,unknown
CHEMBL3394103,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2C2CCC2)ccn1,,,7.33,1,,,,unknown
CHEMBL3394104,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2C2CCCC2)ccn1,,,7.35,1,,,,unknown
CHEMBL3394105,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2C2CCCCC2)ccn1,,,6.88,1,,,,unknown
CHEMBL3394106,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2CC2CC2)ccn1,,,7.75,1,,,,unknown
CHEMBL3394107,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2CC2CCCCC2)ccn1,,,7.6,1,,,,unknown
CHEMBL3394108,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2CC2CCCO2)ccn1,,,7.46,1,,,,unknown
CHEMBL3394109,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2CC(O)CO)ccn1,,,6.65,1,,,,unknown
CHEMBL3394110,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SC3CCC(C(=O)O)CC3O)n2C2CCCCC2)ccn1,,,7.1,1,,,,unknown
CHEMBL3394111,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SC3CCC(C(=O)O)CC3O)n2C)ccn1,,,6.75,1,,,,unknown
CHEMBL3394112,COC(Cn1c(SC2CCC(C(=O)O)CC2O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC,,,5.7,1,,,,unknown
CHEMBL3394113,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SC3CCC(C(=O)O)CC3O)n2CC2CCCO2)ccn1,,,5.58,1,,,,unknown
CHEMBL3394114,CCOC(=O)/C=C/Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C1CC1,,,6.17,1,,,,unknown
CHEMBL3394115,CCOC(=O)/C=C/Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CC(OC)OC,,,5.66,1,,,,unknown
CHEMBL3394116,CCOC(=O)/C=C/Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CC1CC1,,,5.92,1,,,,unknown
CHEMBL3394117,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C/C(=O)O)n2CC2CC2)ccn1,,,6.77,1,,,,unknown
CHEMBL3394118,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(Sc3cccc(I)n3)n2C2CCCCC2)ccn1,,,5.82,1,,,,unknown
CHEMBL3394119,COC(Cn1c(SCC#N)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CC2)c1)OC,,,7.1,1,,,,unknown
CHEMBL3394120,COC(Cn1c(S/C=C\C(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CC2)c1)OC,,,7.92,1,,,,unknown
CHEMBL3394121,CCC(C)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2CC(OC)OC)ccn1,,,7.58,1,,,,unknown
CHEMBL3394122,CCNC(=O)N1CCC(Nc2cc(-c3c(-c4ccc(F)cc4)nc(S/C=C\C(=O)O)n3C)ccn2)CC1,,,7.21,1,,,,unknown
CHEMBL3394123,O=C(O)/C=C\Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)n1CC1CC1,,,7.27,1,,,,unknown
CHEMBL3394124,O=C(O)/C=C/Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)n1CC1CC1,,,6.67,1,,,,unknown
CHEMBL3394125,O=C(O)/C=C\Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,,,7.77,1,,,,unknown
CHEMBL3394126,CCOC(=O)/C=C\Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,,,7.1,1,,,,unknown
CHEMBL3422092,O=C(N[C@@H](c1ccccn1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1,,,7.17,1,,,,unknown
CHEMBL3545213,N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1,7.099999999999999,7.05,6.64,3,0.049999999999998934,0.4599999999999991,0.049999999999998934,pan-JNK
CHEMBL356169,COc1ccc2ncn(-c3ccccc3)c2c1,,,4.46,1,,,,unknown
CHEMBL3577855,CC(C)n1c(=O)ccc2cnc(N[C@H]3CC[C@H](O)CC3)nc21,7.75,7.75,7.24,3,0.0,0.5099999999999998,0.0,pan-JNK
CHEMBL3577856,O[C@H]1CC[C@H](Nc2ncc3ccc(C4CC4)nc3n2)CC1,6.18,,6.07,2,,0.10999999999999943,0.10999999999999943,non-selective
CHEMBL3577857,O[C@H]1CC[C@H](Nc2ncc3ccc(N4CCCC4)nc3n2)CC1,5.7,,,1,,,,non-selective
CHEMBL3577859,CC(C)n1c(=O)ccc2cnc(N3CCC(CO)CC3)nc21,5.8,,5.48,2,,0.3199999999999994,0.3199999999999994,non-selective
CHEMBL3577861,CC(C)C[C@@H](Nc1ncc2ccc(=O)n(C(C)C)c2n1)C(=O)O,5.29,,,1,,,,non-selective
CHEMBL3577862,CC(C)n1c(=O)ccc2cnc(NC3CCOCC3)nc21,6.5,6.62,6.27,3,-0.1200000000000001,0.23000000000000043,-0.1200000000000001,pan-JNK
CHEMBL3577864,CC(C)n1c(=O)ccc2cnc(NC3CCNCC3)nc21,5.46,,,1,,,,non-selective
CHEMBL3577865,CC(C)n1c(=O)ccc2cnc(N[C@H]3CC[C@H](N)CC3)nc21,7.1,,6.7,2,,0.39999999999999947,0.39999999999999947,non-selective
CHEMBL3577866,CC(C)C(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,7.32,7.54,7.51,3,-0.21999999999999975,-0.1899999999999995,-0.21999999999999975,pan-JNK
CHEMBL3577867,CCNC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,7.64,7.58,7.24,3,0.05999999999999961,0.39999999999999947,0.05999999999999961,pan-JNK
CHEMBL3577868,CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,7.68,7.18,7.82,3,0.5,-0.14000000000000057,-0.14000000000000057,pan-JNK
CHEMBL3577869,CC(C)n1c(=O)ccc2cnc(N[C@H]3CC[C@H](NC(=O)NC4CCCC4)CC3)nc21,7.4,7.19,7.09,3,0.20999999999999996,0.3100000000000005,0.20999999999999996,pan-JNK
CHEMBL3577870,CC(C)C(=O)N[C@H]1CC[C@@H](Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,6.77,6.84,6.49,3,-0.07000000000000028,0.27999999999999936,-0.07000000000000028,pan-JNK
CHEMBL3577871,CCNC(=O)N[C@H]1CC[C@@H](Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,7.51,7.21,7.43,3,0.2999999999999998,0.08000000000000007,0.08000000000000007,pan-JNK
CHEMBL3577872,CC(C)C(=O)N1CCC(Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,6.4,6.8,6.79,3,-0.39999999999999947,-0.3899999999999997,-0.39999999999999947,non-selective
CHEMBL3577873,CCNC(=O)N1CCC(Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,7.07,6.94,7.27,3,0.1299999999999999,-0.1999999999999993,-0.1999999999999993,pan-JNK
CHEMBL3577874,CC(C)NC(=O)N1CCC(Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,7.44,,7.55,2,,-0.10999999999999943,-0.10999999999999943,non-selective
CHEMBL3577875,CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)[nH]c3n2)CC1,5.7,5.46,5.66,3,0.2400000000000002,0.040000000000000036,0.040000000000000036,non-selective
CHEMBL3577876,CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C)c3n2)CC1,6.52,6.33,6.62,3,0.1899999999999995,-0.10000000000000053,-0.10000000000000053,pan-JNK
CHEMBL3577877,CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C4CCCC4)c3n2)CC1,8.15,7.92,7.96,3,0.23000000000000043,0.1900000000000004,0.1900000000000004,pan-JNK
CHEMBL3577878,CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C4CCOCC4)c3n2)CC1,6.36,6.36,6.69,3,0.0,-0.33000000000000007,-0.33000000000000007,non-selective
CHEMBL3593777,N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1,,,6.25,1,,,,unknown
CHEMBL359806,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1,6.9,,,1,,,,non-selective
CHEMBL3603847,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,6.26,6.26,,2,0.0,,0.0,non-selective
CHEMBL3629013,N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)n(C3CCCC3)n2)c1,5.98,5.3,5.68,3,0.6800000000000006,0.3000000000000007,0.3000000000000007,non-selective
CHEMBL363355,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2ccc(S(N)(=O)=O)cc2)n1,,,7.39,1,,,,unknown
CHEMBL363775,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)cc1,6.1,,,1,,,,non-selective
CHEMBL3639783,CN1CCN(c2ccc(C(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)cn2)CC1,6.6,,,1,,,,non-selective
CHEMBL3640039,CC(C)(C)OC(=O)N[C@H]1CC[C@@H](NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,6.7,,,1,,,,non-selective
CHEMBL3640040,CC(C)(C)OC(=O)N[C@H]1CC[C@H](NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,6.16,,,1,,,,non-selective
CHEMBL3640041,CC(C)(C)OC(=O)N1CCC(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)C1,6.04,,,1,,,,non-selective
CHEMBL3640042,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)NC1CCCC1,6.04,,,1,,,,non-selective
CHEMBL3640043,COC(=O)[C@H]1CC[C@@H](NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,5.96,,,1,,,,non-selective
CHEMBL3640044,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)N1CCCC1,5.92,,,1,,,,non-selective
CHEMBL3640045,CN1CCN(C(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,5.85,,,1,,,,non-selective
CHEMBL3640046,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)N1CCNCC1,5.77,,,1,,,,non-selective
CHEMBL3640047,COC(=O)[C@H]1CC[C@H](NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,5.7,,,1,,,,non-selective
CHEMBL3640048,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)N1CCC(c2ccccc2)CC1,5.68,,,1,,,,non-selective
CHEMBL3640049,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)NC1C2CC3CC1CC(O)(C3)C2,6.62,,,1,,,,non-selective
CHEMBL3640050,CC(C)(C)OC(=O)N1CCC(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,7.22,,,1,,,,non-selective
CHEMBL3640051,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)NC1CCN(C(=O)Oc2ccccc2)CC1,6.75,,,1,,,,non-selective
CHEMBL3640052,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)NC1CCN(C(=O)c2ccccc2)CC1,6.72,,,1,,,,non-selective
CHEMBL3640053,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)NC1CCN(C(=O)OCc2ccccc2)CC1,6.24,,,1,,,,non-selective
CHEMBL3640054,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)NC1CCN(S(=O)(=O)c2ccccc2)CC1,5.96,,,1,,,,non-selective
CHEMBL3640055,CS(=O)(=O)N1CCC(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,5.68,,,1,,,,non-selective
CHEMBL3640056,CC(=O)N1CCC(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,5.66,,,1,,,,non-selective
CHEMBL3640057,CS(=O)(=O)C1CCN(C(=O)N2CCC(NC(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)CC2)CC1,5.8,,,1,,,,non-selective
CHEMBL3640058,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)N1CCOCC1,6.07,,,1,,,,non-selective
CHEMBL3640059,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)Nc1ccccc1,6.26,,,1,,,,non-selective
CHEMBL3640060,CN(C)c1ccc(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,6.2,,,1,,,,non-selective
CHEMBL3640061,COc1ccc(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,6.19,,,1,,,,non-selective
CHEMBL3640062,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)Nc1ccc(Cl)c(F)c1,5.96,,,1,,,,non-selective
CHEMBL3640063,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)Nc1ccc(OC(F)(F)F)cc1,5.75,,,1,,,,non-selective
CHEMBL3640064,COC(=O)c1ccc(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,5.57,,,1,,,,non-selective
CHEMBL3640065,COC(=O)c1c(CNc2nccc3ccccc23)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,6.96,,,1,,,,non-selective
CHEMBL3640066,COC(=O)c1c(CNc2ncnc3ccccc23)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,7.22,,,1,,,,non-selective
CHEMBL3640067,COC(=O)c1c(CNC(=O)N2CCOCC2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,6.82,,,1,,,,non-selective
CHEMBL3640068,COC(=O)c1c(CNC(=O)Oc2ccccc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,5.96,,,1,,,,non-selective
CHEMBL3640069,COC(=O)c1c(CN(C)C(=O)c2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,6.04,,,1,,,,non-selective
CHEMBL3655578,CC(C)(O)c1cccn2c(-c3ccnc(N[C@H]4CC[C@H](CS(C)(=O)=O)CC4)n3)cnc12,,6.53,,1,,,,unknown
CHEMBL3655579,CC(C)(O)c1cccn2c(-c3ccnc(N[C@H]4CC[C@H](C(=O)N5CCC(O)CC5)CC4)n3)cnc12,,6.43,,1,,,,unknown
CHEMBL3655580,CC(C)(O)c1cccn2c(-c3ccnc(N[C@H]4CC[C@H](NS(C)(=O)=O)CC4)n3)cnc12,,6.91,,1,,,,unknown
CHEMBL3655581,CN(C)S(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-c3cnc4c(C(C)(C)O)cccn34)n2)CC1,,6.91,,1,,,,unknown
CHEMBL3655582,CS(=O)(=O)CCCOc1cccn2c(-c3ccnc(N[C@H]4CC[C@H](C(=O)N5CCC(O)CC5)CC4)n3)cnc12,7.67,7.3,,2,0.3700000000000001,,0.3700000000000001,non-selective
CHEMBL3655583,O=C([C@H]1CC[C@H](Nc2nccc(-c3cnc4c(OCc5ccccc5)cccn34)n2)CC1)N1CCC(O)CC1,7.48,7.25,,2,0.23000000000000043,,0.23000000000000043,non-selective
CHEMBL3655584,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-c3cnc4c(OCc5ccccc5)cccn34)n2)CC1,7.62,7.28,,2,0.33999999999999986,,0.33999999999999986,non-selective
