target,ligand,seed,exhaustiveness,num_modes,energy_range,ligand_pdbqt,receptor,conf,out,log,vina
3POZ,EH120_106,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_106.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_106.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_106_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_106.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_106,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_106.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_106.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_106_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_106.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_107,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_107.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_107.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_107_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_107.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_107,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_107.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_107.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_107_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_107.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_108,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_108.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_108.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_108_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_108.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_108,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_108.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_108.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_108_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_108.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_109,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_109.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_109.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_109_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_109.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_109,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_109.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_109.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_109_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_109.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_110,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_110.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_110.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_110_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_110.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_110,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_110.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_110.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_110_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_110.log,/home/gwj/miniconda3/bin/vina
