molecule_chembl_id,class,pchembl_EGFR,pchembl_HER2,min_pchembl,theta
CHEMBL496174,dual,8.15,7.89,7.89,6.0
CHEMBL2437224,dual,7.89,8.07,7.89,6.0
CHEMBL402339,dual,7.89,8.52,7.89,6.0
CHEMBL404405,dual,7.89,8.30,7.89,6.0
CHEMBL205798,dual,7.92,7.89,7.89,6.0
CHEMBL334801,dual,8.96,7.89,7.89,6.0
CHEMBL3344220,dual,7.87,7.97,7.87,6.0
CHEMBL5791987,dual,8.57,7.87,7.87,6.0
CHEMBL434827,dual,9.14,7.85,7.85,6.0
CHEMBL272935,dual,7.85,8.40,7.85,6.0
CHEMBL329856,dual,8.22,7.85,7.85,6.0
CHEMBL5908548,dual,7.85,8.80,7.85,6.0
CHEMBL6141653,dual,7.96,7.85,7.85,6.0
CHEMBL255237,dual,7.85,8.22,7.85,6.0
CHEMBL5871673,dual,8.49,7.85,7.85,6.0
CHEMBL4756368,dual,10.15,7.85,7.85,6.0
CHEMBL155761,dual,8.00,7.85,7.85,6.0
CHEMBL497804,dual,7.85,7.96,7.85,6.0
CHEMBL160846,dual,8.10,7.85,7.85,6.0
CHEMBL3930506,dual,8.70,7.85,7.85,6.0
CHEMBL2347958,dual,9.40,7.85,7.85,6.0
CHEMBL5786389,dual,8.60,7.85,7.85,6.0
CHEMBL1090358,dual,9.02,7.85,7.85,6.0
CHEMBL5769203,dual,7.84,8.80,7.84,6.0
CHEMBL5591662,dual,7.84,8.22,7.84,6.0
CHEMBL5569311,dual,8.28,7.83,7.83,6.0
CHEMBL5575614,dual,8.08,7.83,7.83,6.0
CHEMBL514938,dual,7.82,7.85,7.82,6.0
CHEMBL206029,dual,7.82,8.05,7.82,6.0
CHEMBL5742380,dual,7.82,8.46,7.82,6.0
CHEMBL1630116,dual,7.82,8.33,7.82,6.0
CHEMBL596736,dual,8.03,7.82,7.82,6.0
CHEMBL2148044,dual,7.82,8.20,7.82,6.0
CHEMBL4757145,dual,10.05,7.82,7.82,6.0
CHEMBL5795026,dual,8.18,7.81,7.81,6.0
CHEMBL3344211,dual,7.83,7.81,7.81,6.0
CHEMBL1991429,dual,7.80,8.40,7.80,6.0
CHEMBL598797,dual,8.62,7.80,7.80,6.0
CHEMBL257861,dual,7.80,8.40,7.80,6.0
CHEMBL94062,dual,8.70,7.80,7.80,6.0
CHEMBL3633929,dual,8.52,7.80,7.80,6.0
CHEMBL4637274,dual,8.62,7.80,7.80,6.0
CHEMBL4783641,dual,9.36,7.80,7.80,6.0
CHEMBL498133,dual,7.80,8.15,7.80,6.0
CHEMBL498134,dual,7.80,8.10,7.80,6.0
CHEMBL5202846,dual,7.93,7.80,7.80,6.0
CHEMBL30432,dual,9.00,7.80,7.80,6.0
CHEMBL6146573,dual,9.92,7.79,7.79,6.0
CHEMBL3911796,dual,8.38,7.79,7.79,6.0
CHEMBL2110732,dual,9.20,7.78,7.78,6.0
CHEMBL255135,dual,7.77,8.52,7.77,6.0
CHEMBL3967962,dual,8.00,7.77,7.77,6.0
CHEMBL91867,dual,9.70,7.77,7.77,6.0
CHEMBL5952264,dual,9.05,7.75,7.75,6.0
CHEMBL1630110,dual,7.75,7.92,7.75,6.0
CHEMBL569880,dual,8.05,7.75,7.75,6.0
CHEMBL256297,dual,7.92,7.75,7.75,6.0
CHEMBL2148048,dual,7.75,8.15,7.75,6.0
CHEMBL1934623,dual,8.52,7.75,7.75,6.0
CHEMBL5799106,dual,8.54,7.75,7.75,6.0
CHEMBL403435,dual,7.75,8.30,7.75,6.0
CHEMBL178573,dual,7.82,7.75,7.75,6.0
CHEMBL1630109,dual,7.75,7.96,7.75,6.0
CHEMBL3344209,dual,7.75,8.47,7.75,6.0
CHEMBL2437225,dual,7.73,7.80,7.73,6.0
CHEMBL3290142,dual,7.96,7.72,7.72,6.0
CHEMBL3941823,dual,7.77,7.72,7.72,6.0
CHEMBL4290869,dual,8.01,7.72,7.72,6.0
CHEMBL2138625,dual,9.29,7.72,7.72,6.0
CHEMBL598377,dual,8.51,7.72,7.72,6.0
CHEMBL3923228,dual,8.52,7.72,7.72,6.0
CHEMBL1683967,dual,8.52,7.72,7.72,6.0
CHEMBL248114,dual,7.72,7.89,7.72,6.0
CHEMBL3942228,dual,8.70,7.72,7.72,6.0
CHEMBL3970330,dual,7.80,7.72,7.72,6.0
CHEMBL598163,dual,8.47,7.70,7.70,6.0
CHEMBL3921302,dual,7.70,8.05,7.70,6.0
CHEMBL1645470,dual,7.70,8.30,7.70,6.0
CHEMBL3939985,dual,8.00,7.70,7.70,6.0
CHEMBL567197,dual,7.72,7.70,7.70,6.0
CHEMBL359629,dual,8.00,7.70,7.70,6.0
CHEMBL597773,dual,8.68,7.70,7.70,6.0
CHEMBL6056552,dual,8.48,7.69,7.69,6.0
CHEMBL565714,dual,7.68,7.75,7.68,6.0
CHEMBL5280584,dual,7.92,7.68,7.68,6.0
CHEMBL2437227,dual,7.68,8.07,7.68,6.0
CHEMBL5924448,dual,8.41,7.68,7.68,6.0
CHEMBL3965948,dual,8.00,7.68,7.68,6.0
CHEMBL5968479,dual,8.30,7.68,7.68,6.0
CHEMBL2048910,dual,7.68,8.21,7.68,6.0
CHEMBL4799276,dual,8.07,7.68,7.68,6.0
CHEMBL2048794,dual,7.68,8.60,7.68,6.0
CHEMBL5277831,dual,8.05,7.68,7.68,6.0
CHEMBL6064874,dual,7.67,7.85,7.67,6.0
CHEMBL1645462,dual,8.52,7.66,7.66,6.0
CHEMBL3901296,dual,9.29,7.66,7.66,6.0
CHEMBL202556,dual,8.51,7.66,7.66,6.0
CHEMBL5789779,dual,7.66,8.72,7.66,6.0
CHEMBL380247,dual,7.75,7.66,7.66,6.0
CHEMBL6000037,dual,7.65,8.43,7.65,6.0
CHEMBL2035810,dual,8.49,7.65,7.65,6.0
CHEMBL5981673,dual,7.65,7.81,7.65,6.0
CHEMBL3409483,dual,7.64,7.68,7.64,6.0
CHEMBL4110258,dual,9.27,7.64,7.64,6.0
CHEMBL5180965,dual,7.64,8.20,7.64,6.0
CHEMBL3921129,dual,8.10,7.64,7.64,6.0
CHEMBL3962365,dual,7.64,8.00,7.64,6.0
CHEMBL565467,dual,7.64,7.75,7.64,6.0
CHEMBL212965,dual,7.92,7.64,7.64,6.0
CHEMBL583403,dual,7.64,7.66,7.64,6.0
CHEMBL4211949,dual,8.89,7.63,7.63,6.0
CHEMBL939,dual,10.00,7.62,7.62,6.0
CHEMBL596754,dual,8.70,7.62,7.62,6.0
CHEMBL138940,dual,9.22,7.62,7.62,6.0
CHEMBL3436355,dual,7.90,7.62,7.62,6.0
CHEMBL493428,dual,7.62,7.72,7.62,6.0
CHEMBL597569,dual,7.98,7.62,7.62,6.0
CHEMBL214487,dual,7.75,7.62,7.62,6.0
CHEMBL301018,dual,9.00,7.62,7.62,6.0
CHEMBL5870500,dual,9.89,7.60,7.60,6.0
CHEMBL214689,dual,7.60,7.60,7.60,6.0
CHEMBL402293,dual,7.85,7.60,7.60,6.0
CHEMBL5798764,dual,7.60,7.95,7.60,6.0
CHEMBL4112924,dual,9.40,7.60,7.60,6.0
CHEMBL448628,dual,7.60,7.77,7.60,6.0
CHEMBL2437223,dual,7.60,7.74,7.60,6.0
CHEMBL5181694,dual,7.59,8.43,7.59,6.0
CHEMBL4753389,dual,8.07,7.58,7.58,6.0
CHEMBL215171,dual,7.58,7.77,7.58,6.0
CHEMBL383965,dual,7.68,7.58,7.58,6.0
CHEMBL265367,dual,7.77,7.58,7.58,6.0
CHEMBL233325,dual,7.58,7.80,7.58,6.0
CHEMBL1630113,dual,7.58,8.06,7.58,6.0
CHEMBL3409484,dual,7.60,7.58,7.58,6.0
CHEMBL3436354,dual,7.58,7.88,7.58,6.0
CHEMBL53665,dual,8.92,7.58,7.58,6.0
CHEMBL384407,dual,7.57,7.66,7.57,6.0
CHEMBL514436,dual,7.57,8.00,7.57,6.0
CHEMBL257816,dual,7.89,7.57,7.57,6.0
CHEMBL3907533,dual,8.40,7.57,7.57,6.0
CHEMBL361343,dual,7.70,7.57,7.57,6.0
CHEMBL3633928,dual,8.69,7.57,7.57,6.0
CHEMBL213342,dual,7.57,7.58,7.57,6.0
CHEMBL605976,dual,7.89,7.56,7.56,6.0
CHEMBL388978,dual,9.54,7.56,7.56,6.0
CHEMBL411897,dual,7.55,8.40,7.55,6.0
CHEMBL3436357,dual,7.55,7.84,7.55,6.0
CHEMBL212250,dual,7.60,7.55,7.55,6.0
CHEMBL517123,dual,7.55,8.00,7.55,6.0
CHEMBL212954,dual,7.55,7.75,7.55,6.0
CHEMBL175557,dual,7.80,7.54,7.54,6.0
CHEMBL1630115,dual,7.54,7.82,7.54,6.0
CHEMBL255656,dual,7.64,7.52,7.52,6.0
CHEMBL3344221,dual,7.52,7.58,7.52,6.0
CHEMBL3950966,dual,8.15,7.52,7.52,6.0
CHEMBL583218,dual,7.52,7.64,7.52,6.0
CHEMBL1794063,dual,7.72,7.52,7.52,6.0
CHEMBL510845,dual,7.52,7.52,7.52,6.0
CHEMBL1934632,dual,7.62,7.52,7.52,6.0
CHEMBL179052,dual,7.52,7.55,7.52,6.0
CHEMBL214023,dual,7.72,7.52,7.52,6.0
CHEMBL394057,dual,7.52,7.75,7.52,6.0
CHEMBL3233785,dual,9.05,7.52,7.52,6.0
CHEMBL524457,dual,7.52,7.75,7.52,6.0
CHEMBL5542205,dual,8.22,7.51,7.51,6.0
CHEMBL2148045,dual,7.51,8.07,7.51,6.0
CHEMBL360958,dual,7.51,7.60,7.51,6.0
CHEMBL206782,dual,7.51,7.54,7.51,6.0
CHEMBL474431,dual,8.52,7.51,7.51,6.0
CHEMBL213818,dual,7.62,7.51,7.51,6.0
CHEMBL6024052,dual,8.37,7.51,7.51,6.0
CHEMBL5888474,dual,7.50,8.18,7.50,6.0
CHEMBL1997617,dual,7.50,7.90,7.50,6.0
CHEMBL381604,dual,7.50,7.92,7.50,6.0
CHEMBL596087,dual,7.50,7.50,7.50,6.0
CHEMBL466174,dual,7.50,8.00,7.50,6.0
CHEMBL512076,dual,7.50,8.00,7.50,6.0
CHEMBL3950549,dual,8.70,7.50,7.50,6.0
CHEMBL248321,dual,7.50,7.58,7.50,6.0
CHEMBL202398,dual,7.96,7.50,7.50,6.0
CHEMBL1645472,dual,7.50,8.22,7.50,6.0
CHEMBL1980995,dual,7.60,7.50,7.50,6.0
CHEMBL3814846,dual,8.40,7.49,7.49,6.0
CHEMBL5176854,dual,7.49,8.47,7.49,6.0
CHEMBL5594407,dual,7.49,8.36,7.49,6.0
CHEMBL392273,dual,7.48,7.57,7.48,6.0
CHEMBL91009,dual,8.05,7.48,7.48,6.0
CHEMBL3897363,dual,8.10,7.48,7.48,6.0
CHEMBL2048788,dual,7.48,8.64,7.48,6.0
CHEMBL6030420,dual,7.66,7.48,7.48,6.0
CHEMBL3813728,dual,8.65,7.48,7.48,6.0
CHEMBL567873,dual,7.48,7.68,7.48,6.0
CHEMBL428777,dual,7.66,7.47,7.47,6.0
CHEMBL1923007,dual,7.47,7.92,7.47,6.0
CHEMBL215716,dual,7.80,7.46,7.46,6.0
CHEMBL248108,dual,7.46,7.66,7.46,6.0
CHEMBL3344210,dual,7.46,9.00,7.46,6.0
CHEMBL500072,dual,7.48,7.46,7.46,6.0
CHEMBL249928,dual,7.46,8.40,7.46,6.0
CHEMBL3958006,dual,8.70,7.46,7.46,6.0
CHEMBL3982289,dual,7.72,7.46,7.46,6.0
CHEMBL2348417,dual,7.44,7.62,7.44,6.0
CHEMBL3409482,dual,7.44,7.52,7.44,6.0
CHEMBL2048904,dual,7.44,8.68,7.44,6.0
CHEMBL3890751,dual,7.44,7.52,7.44,6.0
CHEMBL205966,dual,7.52,7.44,7.44,6.0
CHEMBL1683974,dual,8.05,7.44,7.44,6.0
CHEMBL248116,dual,7.44,7.66,7.44,6.0
CHEMBL1928947,dual,7.43,7.54,7.43,6.0
CHEMBL4473365,dual,8.70,7.43,7.43,6.0
CHEMBL584714,dual,7.42,7.54,7.42,6.0
CHEMBL328704,dual,7.92,7.42,7.42,6.0
CHEMBL2348414,dual,7.42,7.54,7.42,6.0
CHEMBL206003,dual,7.68,7.42,7.42,6.0
CHEMBL598164,dual,8.34,7.42,7.42,6.0
CHEMBL247710,dual,7.42,7.50,7.42,6.0
CHEMBL391778,dual,7.46,7.42,7.42,6.0
CHEMBL566350,dual,7.42,7.55,7.42,6.0
CHEMBL3899132,dual,7.80,7.42,7.42,6.0
CHEMBL599398,dual,7.82,7.42,7.42,6.0
CHEMBL593274,dual,7.80,7.42,7.42,6.0
CHEMBL456758,dual,7.58,7.41,7.41,6.0
CHEMBL4474073,dual,9.12,7.41,7.41,6.0
CHEMBL3217993,dual,7.48,7.41,7.41,6.0
CHEMBL179726,dual,7.62,7.41,7.41,6.0
CHEMBL6032261,dual,8.40,7.41,7.41,6.0
CHEMBL5890488,dual,7.76,7.40,7.40,6.0
CHEMBL509032,dual,8.47,7.40,7.40,6.0
CHEMBL193681,dual,7.40,7.52,7.40,6.0
CHEMBL504034,dual,7.40,7.50,7.40,6.0
CHEMBL3233767,dual,7.80,7.40,7.40,6.0
CHEMBL461426,dual,7.40,7.80,7.40,6.0
CHEMBL204570,dual,7.40,7.89,7.40,6.0
CHEMBL412367,dual,7.40,7.40,7.40,6.0
CHEMBL69966,dual,7.75,7.40,7.40,6.0
CHEMBL1645467,dual,7.40,8.05,7.40,6.0
CHEMBL5568705,dual,7.40,7.96,7.40,6.0
CHEMBL368702,dual,7.58,7.40,7.40,6.0
CHEMBL466412,dual,7.40,7.52,7.40,6.0
CHEMBL450109,dual,7.40,7.50,7.40,6.0
CHEMBL196438,dual,7.70,7.40,7.40,6.0
CHEMBL264382,dual,8.96,7.40,7.40,6.0
CHEMBL4755977,dual,7.48,7.39,7.39,6.0
CHEMBL5968961,dual,7.48,7.39,7.39,6.0
CHEMBL1934625,dual,8.15,7.39,7.39,6.0
CHEMBL1934624,dual,8.05,7.39,7.39,6.0
CHEMBL4473875,dual,9.16,7.38,7.38,6.0
CHEMBL3545311,dual,9.15,7.38,7.38,6.0
CHEMBL5281270,dual,7.66,7.38,7.38,6.0
CHEMBL256295,dual,7.92,7.38,7.38,6.0
CHEMBL571040,dual,7.89,7.38,7.38,6.0
CHEMBL3981551,dual,7.96,7.38,7.38,6.0
CHEMBL506414,dual,8.05,7.37,7.37,6.0
CHEMBL391181,dual,7.40,7.37,7.37,6.0
CHEMBL2348416,dual,7.36,7.75,7.36,6.0
CHEMBL455208,dual,7.52,7.36,7.36,6.0
CHEMBL402113,dual,7.36,7.66,7.36,6.0
CHEMBL5794110,dual,7.81,7.36,7.36,6.0
CHEMBL383499,dual,7.36,7.44,7.36,6.0
CHEMBL578044,dual,7.36,7.43,7.36,6.0
CHEMBL255865,dual,7.70,7.36,7.36,6.0
CHEMBL205235,dual,7.38,7.36,7.36,6.0
CHEMBL362232,dual,7.51,7.36,7.36,6.0
CHEMBL566337,dual,7.40,7.36,7.36,6.0
CHEMBL3986103,dual,7.68,7.35,7.35,6.0
CHEMBL566559,dual,7.35,7.52,7.35,6.0
CHEMBL2105719,dual,8.22,7.34,7.34,6.0
CHEMBL218677,dual,8.70,7.34,7.34,6.0
CHEMBL247914,dual,7.33,7.46,7.33,6.0
CHEMBL593911,dual,7.82,7.33,7.33,6.0
CHEMBL204467,dual,7.48,7.33,7.33,6.0
CHEMBL2148049,dual,7.33,7.77,7.33,6.0
CHEMBL391321,dual,7.35,7.33,7.33,6.0
CHEMBL2348418,dual,7.33,7.52,7.33,6.0
CHEMBL3344213,dual,7.41,7.32,7.32,6.0
CHEMBL247104,dual,7.32,7.51,7.32,6.0
CHEMBL1928950,dual,7.32,7.42,7.32,6.0
CHEMBL247709,dual,7.32,7.39,7.32,6.0
CHEMBL1630114,dual,7.31,7.85,7.31,6.0
CHEMBL4519470,dual,7.32,7.30,7.30,6.0
CHEMBL461869,dual,7.30,7.50,7.30,6.0
CHEMBL466586,dual,7.30,7.70,7.30,6.0
CHEMBL3914599,dual,7.30,7.30,7.30,6.0
CHEMBL381080,dual,7.30,7.50,7.30,6.0
CHEMBL504117,dual,7.30,7.52,7.30,6.0
CHEMBL190094,dual,9.96,7.30,7.30,6.0
CHEMBL1645471,dual,7.30,8.22,7.30,6.0
CHEMBL275762,dual,10.15,7.30,7.30,6.0
CHEMBL517585,dual,7.30,7.50,7.30,6.0
CHEMBL393264,dual,7.30,7.37,7.30,6.0
CHEMBL212201,dual,7.30,7.42,7.30,6.0
CHEMBL1970879,dual,7.60,7.30,7.30,6.0
CHEMBL180415,dual,7.29,7.62,7.29,6.0
CHEMBL5574232,dual,9.80,7.29,7.29,6.0
CHEMBL598611,dual,8.09,7.29,7.29,6.0
CHEMBL246687,dual,7.30,7.28,7.28,6.0
CHEMBL93386,dual,7.70,7.28,7.28,6.0
CHEMBL3904257,dual,7.80,7.28,7.28,6.0
CHEMBL497863,dual,7.28,7.70,7.28,6.0
CHEMBL3344214,dual,7.54,7.28,7.28,6.0
CHEMBL2148046,dual,7.28,7.96,7.28,6.0
CHEMBL448929,dual,7.66,7.27,7.27,6.0
CHEMBL4521506,dual,8.40,7.27,7.27,6.0
CHEMBL5904869,dual,9.00,7.27,7.27,6.0
CHEMBL3787386,dual,8.70,7.26,7.26,6.0
CHEMBL1093234,dual,7.26,8.20,7.26,6.0
CHEMBL1090364,dual,8.19,7.26,7.26,6.0
CHEMBL205045,dual,7.77,7.26,7.26,6.0
CHEMBL197640,dual,8.30,7.25,7.25,6.0
CHEMBL2148047,dual,7.25,7.85,7.25,6.0
CHEMBL443098,dual,7.24,7.27,7.24,6.0
CHEMBL5565103,dual,7.24,8.04,7.24,6.0
CHEMBL2374458,dual,7.24,7.27,7.24,6.0
CHEMBL495734,dual,7.24,7.42,7.24,6.0
CHEMBL2374457,dual,7.24,7.27,7.24,6.0
CHEMBL437584,dual,7.24,7.28,7.24,6.0
CHEMBL93049,dual,7.23,8.05,7.23,6.0
CHEMBL371888,dual,7.23,7.25,7.23,6.0
CHEMBL175556,dual,7.70,7.23,7.23,6.0
CHEMBL207247,dual,7.22,7.28,7.22,6.0
CHEMBL3436358,dual,7.22,7.70,7.22,6.0
CHEMBL2178352,dual,9.30,7.22,7.22,6.0
CHEMBL179969,dual,7.35,7.21,7.21,6.0
CHEMBL3949347,dual,8.52,7.21,7.21,6.0
CHEMBL5180725,dual,7.68,7.21,7.21,6.0
CHEMBL1928952,dual,7.21,7.38,7.21,6.0
CHEMBL246284,dual,7.21,7.26,7.21,6.0
CHEMBL3948267,dual,8.52,7.21,7.21,6.0
CHEMBL475251,dual,7.21,7.50,7.21,6.0
CHEMBL176199,dual,7.64,7.21,7.21,6.0
CHEMBL505626,dual,7.20,7.30,7.20,6.0
CHEMBL391779,dual,7.20,7.27,7.20,6.0
CHEMBL458997,dual,7.50,7.20,7.20,6.0
CHEMBL499534,dual,7.20,7.70,7.20,6.0
CHEMBL450396,dual,7.30,7.20,7.20,6.0
CHEMBL507329,dual,7.19,7.30,7.19,6.0
CHEMBL245667,dual,7.19,7.22,7.19,6.0
CHEMBL5286014,dual,7.19,7.89,7.19,6.0
CHEMBL5303395,dual,7.19,7.89,7.19,6.0
CHEMBL205284,dual,7.38,7.18,7.18,6.0
CHEMBL245278,dual,7.17,7.39,7.17,6.0
CHEMBL401443,dual,7.17,7.20,7.17,6.0
CHEMBL4476544,dual,8.40,7.17,7.17,6.0
CHEMBL202421,dual,7.77,7.17,7.17,6.0
CHEMBL473429,dual,8.52,7.17,7.17,6.0
CHEMBL473438,dual,8.22,7.17,7.17,6.0
CHEMBL393848,dual,7.22,7.16,7.16,6.0
CHEMBL380078,dual,7.64,7.16,7.16,6.0
CHEMBL6165880,dual,7.16,7.38,7.16,6.0
CHEMBL248322,dual,7.16,7.75,7.16,6.0
CHEMBL1204262,dual,9.19,7.16,7.16,6.0
CHEMBL359630,dual,7.62,7.16,7.16,6.0
CHEMBL1683972,dual,7.42,7.16,7.16,6.0
CHEMBL4437943,dual,7.16,7.27,7.16,6.0
CHEMBL1683968,dual,7.72,7.15,7.15,6.0
CHEMBL5569244,dual,8.97,7.15,7.15,6.0
CHEMBL475768,dual,9.00,7.15,7.15,6.0
CHEMBL160303,dual,7.15,7.55,7.15,6.0
CHEMBL598610,dual,8.15,7.15,7.15,6.0
CHEMBL1933083,dual,7.26,7.14,7.14,6.0
CHEMBL515664,dual,7.51,7.14,7.14,6.0
CHEMBL507714,dual,7.24,7.14,7.14,6.0
CHEMBL245869,dual,7.14,7.16,7.14,6.0
CHEMBL3958482,dual,7.80,7.14,7.14,6.0
CHEMBL443523,dual,9.60,7.14,7.14,6.0
CHEMBL90595,dual,7.24,7.14,7.14,6.0
CHEMBL1683970,dual,7.89,7.13,7.13,6.0
CHEMBL473437,dual,8.40,7.12,7.12,6.0
CHEMBL598798,dual,7.54,7.12,7.12,6.0
CHEMBL2348415,dual,7.12,7.19,7.12,6.0
CHEMBL5208454,dual,9.14,7.12,7.12,6.0
CHEMBL434720,dual,7.28,7.12,7.12,6.0
CHEMBL3357634,dual,9.70,7.12,7.12,6.0
CHEMBL402316,dual,7.32,7.12,7.12,6.0
CHEMBL3936761,dual,8.62,7.12,7.12,6.0
CHEMBL3344212,dual,7.11,7.23,7.11,6.0
CHEMBL607707,dual,9.64,7.11,7.11,6.0
CHEMBL3218000,dual,7.11,7.18,7.11,6.0
CHEMBL180516,dual,7.19,7.11,7.11,6.0
CHEMBL3633774,dual,8.40,7.11,7.11,6.0
CHEMBL207869,dual,7.11,7.22,7.11,6.0
CHEMBL4468464,dual,7.92,7.11,7.11,6.0
CHEMBL525805,dual,7.22,7.11,7.11,6.0
CHEMBL1683965,dual,7.75,7.11,7.11,6.0
CHEMBL3092314,dual,7.50,7.11,7.11,6.0
CHEMBL178312,dual,7.11,7.23,7.11,6.0
CHEMBL3218001,dual,7.11,7.18,7.11,6.0
CHEMBL466615,dual,7.10,7.20,7.10,6.0
CHEMBL5875860,dual,8.09,7.10,7.10,6.0
CHEMBL207410,dual,7.10,7.50,7.10,6.0
CHEMBL466175,dual,7.10,7.70,7.10,6.0
CHEMBL1928955,dual,7.19,7.10,7.10,6.0
CHEMBL447365,dual,7.10,7.40,7.10,6.0
CHEMBL1090356,dual,7.50,7.10,7.10,6.0
CHEMBL6031696,dual,7.96,7.10,7.10,6.0
CHEMBL507821,dual,7.10,7.30,7.10,6.0
CHEMBL472545,dual,7.52,7.10,7.10,6.0
CHEMBL4090083,dual,8.13,7.09,7.09,6.0
CHEMBL500115,dual,7.09,7.40,7.09,6.0
CHEMBL1683963,dual,7.55,7.09,7.09,6.0
CHEMBL422347,dual,7.09,7.32,7.09,6.0
CHEMBL179164,dual,7.09,7.60,7.09,6.0
CHEMBL428046,dual,7.08,7.22,7.08,6.0
CHEMBL1093815,dual,7.08,7.46,7.08,6.0
CHEMBL179572,dual,7.38,7.08,7.08,6.0
CHEMBL497697,dual,7.92,7.08,7.08,6.0
CHEMBL4450824,dual,8.81,7.08,7.08,6.0
CHEMBL3680375,dual,7.95,7.08,7.08,6.0
CHEMBL604094,dual,7.08,7.36,7.08,6.0
CHEMBL179766,dual,7.47,7.08,7.08,6.0
CHEMBL3680378,dual,7.92,7.07,7.07,6.0
CHEMBL248115,dual,7.07,7.22,7.07,6.0
CHEMBL212251,dual,7.07,7.70,7.07,6.0
CHEMBL1090351,dual,8.72,7.07,7.07,6.0
CHEMBL414220,dual,7.15,7.07,7.07,6.0
CHEMBL1088931,dual,8.21,7.07,7.07,6.0
CHEMBL475769,dual,8.40,7.07,7.07,6.0
CHEMBL6162126,dual,8.74,7.06,7.06,6.0
CHEMBL427671,dual,7.09,7.06,7.06,6.0
CHEMBL5193128,dual,7.68,7.06,7.06,6.0
CHEMBL501705,dual,7.30,7.06,7.06,6.0
CHEMBL5170965,dual,7.06,8.14,7.06,6.0
CHEMBL394333,dual,7.05,7.05,7.05,6.0
CHEMBL3921555,dual,8.05,7.05,7.05,6.0
CHEMBL231875,dual,7.05,7.09,7.05,6.0
CHEMBL500381,dual,7.20,7.05,7.05,6.0
CHEMBL179607,dual,7.12,7.05,7.05,6.0
CHEMBL4578487,dual,8.10,7.05,7.05,6.0
CHEMBL500217,dual,7.05,7.22,7.05,6.0
CHEMBL205765,dual,7.04,7.23,7.04,6.0
CHEMBL3895468,dual,9.43,7.04,7.04,6.0
CHEMBL4578466,dual,7.04,7.23,7.04,6.0
CHEMBL204625,dual,7.20,7.04,7.04,6.0
CHEMBL15346,dual,7.13,7.02,7.02,6.0
CHEMBL1683973,dual,7.96,7.02,7.02,6.0
CHEMBL5773557,dual,7.02,7.13,7.02,6.0
CHEMBL481324,dual,7.02,7.02,7.02,6.0
CHEMBL255438,dual,7.64,7.02,7.02,6.0
CHEMBL1934633,dual,7.01,7.07,7.01,6.0
CHEMBL3357642,dual,9.51,7.01,7.01,6.0
CHEMBL66570,dual,7.89,7.00,7.00,6.0
CHEMBL3977504,dual,7.85,7.00,7.00,6.0
CHEMBL3914322,dual,7.00,7.00,7.00,6.0
CHEMBL3950023,dual,7.00,7.00,7.00,6.0
CHEMBL3917105,dual,7.00,7.00,7.00,6.0
CHEMBL516487,dual,7.27,7.00,7.00,6.0
CHEMBL215033,dual,7.00,7.05,7.00,6.0
CHEMBL451513,dual,7.00,7.50,7.00,6.0
CHEMBL179652,dual,7.00,7.82,7.00,6.0
CHEMBL596761,dual,7.00,7.00,7.00,6.0
CHEMBL67057,dual,8.35,7.00,7.00,6.0
CHEMBL3898480,dual,7.00,7.00,7.00,6.0
CHEMBL384711,dual,7.37,7.00,7.00,6.0
CHEMBL3933895,dual,7.52,7.00,7.00,6.0
CHEMBL67003,dual,8.74,7.00,7.00,6.0
CHEMBL6008669,dual,8.19,7.00,7.00,6.0
CHEMBL69629,dual,8.19,7.00,7.00,6.0
CHEMBL595615,dual,7.34,7.00,7.00,6.0
CHEMBL360662,dual,7.00,7.12,7.00,6.0
CHEMBL3896779,dual,8.10,6.99,6.99,6.0
CHEMBL179577,dual,7.35,6.99,6.99,6.0
CHEMBL4642574,dual,8.70,6.98,6.98,6.0
CHEMBL369088,dual,7.01,6.98,6.98,6.0
CHEMBL4582195,dual,7.08,6.98,6.98,6.0
CHEMBL401713,dual,6.98,7.77,6.98,6.0
CHEMBL578255,dual,6.96,7.11,6.96,6.0
CHEMBL140561,dual,8.62,6.96,6.96,6.0
CHEMBL208358,dual,6.96,7.35,6.96,6.0
CHEMBL5203179,dual,6.96,8.59,6.96,6.0
CHEMBL392664,dual,6.96,7.12,6.96,6.0
CHEMBL247309,dual,7.00,6.96,6.96,6.0
CHEMBL429827,dual,7.07,6.96,6.96,6.0
CHEMBL360028,dual,6.96,7.09,6.96,6.0
CHEMBL2348419,dual,6.96,7.00,6.96,6.0
CHEMBL495979,dual,6.96,7.27,6.96,6.0
CHEMBL1934629,dual,7.13,6.96,6.96,6.0
CHEMBL391521,dual,6.96,6.96,6.96,6.0
CHEMBL473427,dual,8.10,6.95,6.95,6.0
CHEMBL91811,dual,7.07,6.95,6.95,6.0
CHEMBL4646030,dual,8.62,6.95,6.95,6.0
CHEMBL3092308,dual,7.21,6.95,6.95,6.0
CHEMBL475446,dual,8.15,6.95,6.95,6.0
CHEMBL5572504,dual,9.80,6.95,6.95,6.0
CHEMBL497184,dual,6.94,7.01,6.94,6.0
CHEMBL327838,dual,7.19,6.94,6.94,6.0
CHEMBL202425,dual,7.82,6.94,6.94,6.0
CHEMBL525725,dual,7.31,6.93,6.93,6.0
CHEMBL14627,dual,7.13,6.93,6.93,6.0
CHEMBL93784,dual,7.19,6.93,6.93,6.0
CHEMBL495733,dual,6.92,7.06,6.92,6.0
