experiment,target,ligand_id,exhaustiveness,seed,mode,vina_score,pose_path
A,3RCD,EH40_03,8,20260727,1,-10.177,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_03/mode_01.pdbqt
A,3RCD,EH40_03,8,20260727,2,-9.856,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_03/mode_02.pdbqt
A,3RCD,EH40_03,8,20260727,3,-9.314,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_03/mode_03.pdbqt
A,3RCD,EH40_03,8,20260727,4,-9.287,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_03/mode_04.pdbqt
A,3RCD,EH40_03,8,20260727,5,-9.154,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_03/mode_05.pdbqt
A,3RCD,EH40_03,8,20260727,6,-9.057,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_03/mode_06.pdbqt
A,3RCD,EH40_03,8,20260727,7,-9.045,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_03/mode_07.pdbqt
A,3RCD,EH40_03,8,20260727,8,-8.719,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_03/mode_08.pdbqt
A,3RCD,EH40_03,8,20260727,9,-8.607,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_03/mode_09.pdbqt
A,3RCD,EH40_04,8,20260727,1,-11.62,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_04/mode_01.pdbqt
A,3RCD,EH40_04,8,20260727,2,-11.506,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_04/mode_02.pdbqt
A,3RCD,EH40_04,8,20260727,3,-11.468,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_04/mode_03.pdbqt
A,3RCD,EH40_04,8,20260727,4,-11.368,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_04/mode_04.pdbqt
A,3RCD,EH40_04,8,20260727,5,-11.33,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_04/mode_05.pdbqt
A,3RCD,EH40_04,8,20260727,6,-11.067,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_04/mode_06.pdbqt
A,3RCD,EH40_04,8,20260727,7,-11.061,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_04/mode_07.pdbqt
A,3RCD,EH40_04,8,20260727,8,-10.94,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_04/mode_08.pdbqt
A,3RCD,EH40_04,8,20260727,9,-10.909,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_04/mode_09.pdbqt
A,3RCD,EH40_09,8,20260727,1,-9.756,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_09/mode_01.pdbqt
A,3RCD,EH40_09,8,20260727,2,-9.507,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_09/mode_02.pdbqt
A,3RCD,EH40_09,8,20260727,3,-9.475,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_09/mode_03.pdbqt
A,3RCD,EH40_09,8,20260727,4,-9.338,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_09/mode_04.pdbqt
A,3RCD,EH40_09,8,20260727,5,-9.202,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_09/mode_05.pdbqt
A,3RCD,EH40_09,8,20260727,6,-8.951,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_09/mode_06.pdbqt
A,3RCD,EH40_09,8,20260727,7,-8.808,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_09/mode_07.pdbqt
A,3RCD,EH40_09,8,20260727,8,-8.69,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_09/mode_08.pdbqt
A,3RCD,EH40_09,8,20260727,9,-8.597,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E8_seed20260727/3RCD/EH40_09/mode_09.pdbqt
A,3POZ,EH40_01,16,20260727,1,-10.68,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/mode_01.pdbqt
A,3POZ,EH40_01,16,20260727,2,-10.491,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/mode_02.pdbqt
A,3POZ,EH40_01,16,20260727,3,-10.341,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/mode_03.pdbqt
A,3POZ,EH40_01,16,20260727,4,-10.245,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/mode_04.pdbqt
A,3POZ,EH40_01,16,20260727,5,-10.223,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/mode_05.pdbqt
A,3POZ,EH40_01,16,20260727,6,-10.181,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/mode_06.pdbqt
A,3POZ,EH40_01,16,20260727,7,-10.156,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/mode_07.pdbqt
A,3POZ,EH40_01,16,20260727,8,-9.905,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/mode_08.pdbqt
A,3POZ,EH40_01,16,20260727,9,-9.881,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_01/mode_09.pdbqt
A,3POZ,EH40_02,16,20260727,1,-10.735,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_02/mode_01.pdbqt
A,3POZ,EH40_02,16,20260727,2,-10.415,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_02/mode_02.pdbqt
A,3POZ,EH40_02,16,20260727,3,-10.321,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_02/mode_03.pdbqt
A,3POZ,EH40_02,16,20260727,4,-10.27,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_02/mode_04.pdbqt
A,3POZ,EH40_02,16,20260727,5,-10.241,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_02/mode_05.pdbqt
A,3POZ,EH40_02,16,20260727,6,-10.204,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_02/mode_06.pdbqt
A,3POZ,EH40_02,16,20260727,7,-10.083,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_02/mode_07.pdbqt
A,3POZ,EH40_02,16,20260727,8,-10.039,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_02/mode_08.pdbqt
A,3POZ,EH40_02,16,20260727,9,-10.032,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_02/mode_09.pdbqt
A,3POZ,EH40_05,16,20260727,1,-10.125,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_05/mode_01.pdbqt
A,3POZ,EH40_05,16,20260727,2,-9.668,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_05/mode_02.pdbqt
A,3POZ,EH40_05,16,20260727,3,-9.507,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_05/mode_03.pdbqt
A,3POZ,EH40_05,16,20260727,4,-9.415,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_05/mode_04.pdbqt
A,3POZ,EH40_05,16,20260727,5,-9.384,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_05/mode_05.pdbqt
A,3POZ,EH40_05,16,20260727,6,-9.384,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_05/mode_06.pdbqt
A,3POZ,EH40_05,16,20260727,7,-9.35,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_05/mode_07.pdbqt
A,3POZ,EH40_05,16,20260727,8,-9.263,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_05/mode_08.pdbqt
A,3POZ,EH40_05,16,20260727,9,-9.21,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_05/mode_09.pdbqt
A,3POZ,EH40_18,16,20260727,1,-11.174,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/mode_01.pdbqt
A,3POZ,EH40_18,16,20260727,2,-10.405,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/mode_02.pdbqt
A,3POZ,EH40_18,16,20260727,3,-10.228,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/mode_03.pdbqt
A,3POZ,EH40_18,16,20260727,4,-9.893,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/mode_04.pdbqt
A,3POZ,EH40_18,16,20260727,5,-9.882,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/mode_05.pdbqt
A,3POZ,EH40_18,16,20260727,6,-9.829,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/mode_06.pdbqt
A,3POZ,EH40_18,16,20260727,7,-9.77,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/mode_07.pdbqt
A,3POZ,EH40_18,16,20260727,8,-9.77,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/mode_08.pdbqt
A,3POZ,EH40_18,16,20260727,9,-9.648,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_18/mode_09.pdbqt
A,3POZ,EH40_23,16,20260727,1,-11.472,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/mode_01.pdbqt
A,3POZ,EH40_23,16,20260727,2,-11.325,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/mode_02.pdbqt
A,3POZ,EH40_23,16,20260727,3,-10.711,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/mode_03.pdbqt
A,3POZ,EH40_23,16,20260727,4,-10.547,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/mode_04.pdbqt
A,3POZ,EH40_23,16,20260727,5,-10.487,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/mode_05.pdbqt
A,3POZ,EH40_23,16,20260727,6,-10.396,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/mode_06.pdbqt
A,3POZ,EH40_23,16,20260727,7,-10.266,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/mode_07.pdbqt
A,3POZ,EH40_23,16,20260727,8,-10.226,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/mode_08.pdbqt
A,3POZ,EH40_23,16,20260727,9,-10.177,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_23/mode_09.pdbqt
A,3POZ,EH40_03,16,20260727,1,-10.849,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_03/mode_01.pdbqt
A,3POZ,EH40_03,16,20260727,2,-10.845,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_03/mode_02.pdbqt
A,3POZ,EH40_03,16,20260727,3,-10.224,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_03/mode_03.pdbqt
A,3POZ,EH40_03,16,20260727,4,-9.758,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_03/mode_04.pdbqt
A,3POZ,EH40_03,16,20260727,5,-9.751,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_03/mode_05.pdbqt
A,3POZ,EH40_03,16,20260727,6,-9.663,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_03/mode_06.pdbqt
A,3POZ,EH40_03,16,20260727,7,-9.576,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_03/mode_07.pdbqt
A,3POZ,EH40_03,16,20260727,8,-9.551,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_03/mode_08.pdbqt
A,3POZ,EH40_03,16,20260727,9,-9.41,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_03/mode_09.pdbqt
A,3POZ,EH40_04,16,20260727,1,-11.676,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_04/mode_01.pdbqt
A,3POZ,EH40_04,16,20260727,2,-11.653,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_04/mode_02.pdbqt
A,3POZ,EH40_04,16,20260727,3,-11.625,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_04/mode_03.pdbqt
A,3POZ,EH40_04,16,20260727,4,-11.601,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_04/mode_04.pdbqt
A,3POZ,EH40_04,16,20260727,5,-11.371,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_04/mode_05.pdbqt
A,3POZ,EH40_04,16,20260727,6,-11.303,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_04/mode_06.pdbqt
A,3POZ,EH40_04,16,20260727,7,-11.156,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_04/mode_07.pdbqt
A,3POZ,EH40_04,16,20260727,8,-11.147,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_04/mode_08.pdbqt
A,3POZ,EH40_04,16,20260727,9,-10.922,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_04/mode_09.pdbqt
A,3POZ,EH40_09,16,20260727,1,-10.981,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_09/mode_01.pdbqt
A,3POZ,EH40_09,16,20260727,2,-10.962,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_09/mode_02.pdbqt
A,3POZ,EH40_09,16,20260727,3,-10.833,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_09/mode_03.pdbqt
A,3POZ,EH40_09,16,20260727,4,-10.779,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_09/mode_04.pdbqt
A,3POZ,EH40_09,16,20260727,5,-10.27,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_09/mode_05.pdbqt
A,3POZ,EH40_09,16,20260727,6,-10.236,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_09/mode_06.pdbqt
A,3POZ,EH40_09,16,20260727,7,-10.17,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_09/mode_07.pdbqt
A,3POZ,EH40_09,16,20260727,8,-10.011,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_09/mode_08.pdbqt
A,3POZ,EH40_09,16,20260727,9,-9.982,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3POZ/EH40_09/mode_09.pdbqt
A,3RCD,EH40_01,16,20260727,1,-9.955,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/mode_01.pdbqt
A,3RCD,EH40_01,16,20260727,2,-9.528,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/mode_02.pdbqt
A,3RCD,EH40_01,16,20260727,3,-9.453,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/mode_03.pdbqt
A,3RCD,EH40_01,16,20260727,4,-9.444,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/mode_04.pdbqt
A,3RCD,EH40_01,16,20260727,5,-9.252,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/mode_05.pdbqt
A,3RCD,EH40_01,16,20260727,6,-8.86,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/mode_06.pdbqt
A,3RCD,EH40_01,16,20260727,7,-8.798,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/mode_07.pdbqt
A,3RCD,EH40_01,16,20260727,8,-8.779,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/mode_08.pdbqt
A,3RCD,EH40_01,16,20260727,9,-8.739,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_01/mode_09.pdbqt
A,3RCD,EH40_02,16,20260727,1,-10.471,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_02/mode_01.pdbqt
A,3RCD,EH40_02,16,20260727,2,-10.231,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_02/mode_02.pdbqt
A,3RCD,EH40_02,16,20260727,3,-9.704,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_02/mode_03.pdbqt
A,3RCD,EH40_02,16,20260727,4,-9.672,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_02/mode_04.pdbqt
A,3RCD,EH40_02,16,20260727,5,-9.45,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_02/mode_05.pdbqt
A,3RCD,EH40_02,16,20260727,6,-9.387,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_02/mode_06.pdbqt
A,3RCD,EH40_02,16,20260727,7,-9.294,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_02/mode_07.pdbqt
A,3RCD,EH40_02,16,20260727,8,-9.255,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_02/mode_08.pdbqt
A,3RCD,EH40_02,16,20260727,9,-9.159,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E16_seed20260727/3RCD/EH40_02/mode_09.pdbqt
